measured_on,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2001-01-01,6797.0,117846.0,117846.0
2001-02-01,2167.0,38347.0,38347.0
2001-03-01,0.0,0.0,0.0
2001-04-01,0.0,0.0,0.0
2001-05-01,3158.0,55900.0,55900.0
2001-06-01,9458.0,167373.0,167373.0
2001-07-01,8468.0,144205.0,144205.0
2001-08-01,9571.0,99769.0,99769.0
2001-09-01,8809.0,113924.0,113924.0
2001-10-01,5762.0,81906.0,81906.0
2001-11-01,9178.0,112763.0,112763.0
2001-12-01,8054.0,98943.0,98943.0
2002-01-01,9993.0,122774.0,122774.0
2002-02-01,7771.0,108377.0,108377.0
2002-03-01,10139.0,150362.0,150362.0
2002-04-01,5607.0,109340.0,109340.0
2002-05-01,8546.0,198694.0,198694.0
2002-06-01,0.0,0.0,0.0
2002-07-01,0.0,0.0,0.0
2002-08-01,0.0,0.0,0.0
2002-09-01,0.0,0.0,0.0
2002-10-01,0.0,0.0,0.0
2002-11-01,0.0,0.0,0.0
