measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2016-11-01,156.5,2482.0,2482.0
2016-12-01,157.5,2498.0,2498.0
2017-01-01,130.939,1294.0,1294.0
2017-02-01,118.247,1168.0,1168.0
2017-03-01,128.938,1274.0,1274.0
2017-04-01,122.801,1213.0,1213.0
2017-05-01,132.441,1309.0,1309.0
2017-06-01,121.724,1203.0,1203.0
2017-07-01,117.014,1156.0,1156.0
2017-08-01,117.767,1164.0,1164.0
2017-09-01,112.294,1110.0,1110.0
2017-10-01,121.077,1197.0,1197.0
2017-11-01,116.271,1149.0,1149.0
2017-12-01,125.487,1240.0,1240.0
2018-01-01,22.166,256.0,256.0
2018-02-01,19.536,226.0,226.0
2018-03-01,21.037,243.0,243.0
2018-04-01,20.94,242.0,242.0
2018-05-01,22.004,254.0,254.0
2018-06-01,19.745,228.0,228.0
2018-07-01,20.287,235.0,235.0
2018-08-01,19.336,224.0,224.0
2018-09-01,18.419,213.0,213.0
2018-10-01,21.338,247.0,247.0
2018-11-01,20.752,240.0,240.0
2018-12-01,21.44,248.0,248.0
2019-01-01,1380.828,15403.0,15403.0
2019-02-01,1242.516,13861.0,13861.0
2019-03-01,1411.877,15750.0,15750.0
2019-04-01,1306.513,14575.0,14575.0
2019-05-01,1385.744,15459.0,15459.0
2019-06-01,1279.558,14274.0,14274.0
2019-07-01,1285.627,14342.0,14342.0
2019-08-01,1252.356,13971.0,13971.0
2019-09-01,1177.069,13131.0,13131.0
2019-10-01,1221.829,13630.0,13630.0
2019-11-01,1203.105,13421.0,13421.0
2019-12-01,1334.978,14892.0,14892.0
2020-01-01,3329.348,37559.0,37559.0
2020-02-01,2982.228,33644.0,33644.0
2020-03-01,3393.299,38282.0,38282.0
2020-04-01,3259.815,36776.0,36776.0
2020-05-01,3205.875,36167.0,36167.0
2020-06-01,2996.907,33810.0,33810.0
2020-07-01,2933.317,33092.0,33092.0
2020-08-01,2902.935,32750.0,32750.0
2020-09-01,2903.222,32753.0,32753.0
2020-10-01,3156.244,35607.0,35607.0
2020-11-01,2988.429,33714.0,33714.0
2020-12-01,3296.381,37188.0,37188.0
2021-01-01,7608.638,80581.0,80581.0
2021-02-01,6409.139,67878.0,67878.0
2021-03-01,6918.353,73271.0,73271.0
2021-04-01,6566.968,69550.0,69550.0
2021-05-01,6904.285,73122.0,73122.0
2021-06-01,6394.01,67718.0,67718.0
2021-07-01,6586.532,69757.0,69757.0
2021-08-01,6144.727,65078.0,65078.0
2021-09-01,6249.756,66190.0,66190.0
2021-10-01,5962.361,63146.0,63146.0
2021-11-01,5409.595,57292.0,57292.0
2021-12-01,6634.636,70266.0,70266.0
2022-01-01,4076.785,46015.0,46015.0
2022-02-01,3856.8,43532.0,43532.0
2022-03-01,4266.415,48156.0,48156.0
