measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2018-01-01,660.847,4415.0,4415.0
2018-02-01,580.238,3875.0,3875.0
2018-03-01,603.469,4029.0,4029.0
2018-04-01,454.161,3032.0,3032.0
2018-05-01,414.585,2769.0,2769.0
2018-06-01,567.135,3787.0,3787.0
2018-07-01,989.647,6608.0,6608.0
2018-08-01,915.512,6113.0,6113.0
2018-09-01,736.805,4920.0,4920.0
2018-10-01,823.581,5499.0,5499.0
2018-11-01,736.249,4916.0,4916.0
2018-12-01,741.771,4953.0,4953.0
2019-01-01,672.323,4972.0,4972.0
2019-02-01,623.386,4612.0,4612.0
2019-03-01,543.623,4022.0,4022.0
2019-04-01,381.459,2822.0,2822.0
2019-05-01,328.708,2431.0,2431.0
2019-06-01,439.542,3252.0,3252.0
2019-07-01,692.896,5126.0,5126.0
2019-08-01,813.889,6021.0,6021.0
2019-09-01,716.162,5298.0,5298.0
2019-10-01,733.505,5427.0,5427.0
2019-11-01,719.377,5322.0,5322.0
2019-12-01,746.13,5520.0,5520.0
2020-01-01,564.043,4238.0,4238.0
2020-02-01,498.104,3744.0,3744.0
2020-03-01,552.929,4156.0,4156.0
2020-04-01,391.031,2939.0,2939.0
2020-05-01,367.676,2764.0,2764.0
2020-06-01,517.213,3887.0,3887.0
2020-07-01,723.526,5438.0,5438.0
2020-08-01,899.755,6763.0,6763.0
2020-09-01,783.547,5890.0,5890.0
2020-10-01,813.733,6117.0,6117.0
2020-11-01,649.981,4886.0,4886.0
2020-12-01,720.462,5415.0,5415.0
2021-01-01,563.773,4051.0,4051.0
2021-02-01,478.098,3435.0,3435.0
2021-03-01,514.048,3694.0,3694.0
2021-04-01,456.132,3277.0,3277.0
2021-05-01,476.717,3426.0,3426.0
2021-06-01,651.883,4684.0,4684.0
2021-07-01,899.586,6464.0,6464.0
2021-08-01,821.352,5902.0,5902.0
2021-09-01,698.874,5022.0,5022.0
2021-10-01,666.242,4787.0,4787.0
2021-11-01,612.309,4400.0,4400.0
2021-12-01,631.986,4541.0,4541.0
2022-01-01,603.249,4264.0,4264.0
2022-02-01,500.856,3540.0,3540.0
2022-03-01,463.425,3275.0,3275.0
2022-04-01,474.702,3355.0,3355.0
2022-05-01,435.62,3079.0,3079.0
2022-06-01,592.472,4187.0,4187.0
2022-07-01,791.483,5594.0,5594.0
2022-08-01,955.03,6750.0,6750.0
2022-09-01,875.282,6186.0,6186.0
2022-10-01,803.812,5680.0,5680.0
2022-11-01,738.163,5217.0,5217.0
2022-12-01,815.906,5766.0,5766.0
2023-01-01,709.055,5206.0,5206.0
2023-02-01,603.978,4434.0,4434.0
2023-03-01,580.5,4262.0,4262.0
2023-04-01,453.492,3330.0,3330.0
2023-05-01,293.724,2157.0,2157.0
2023-06-01,386.405,2837.0,2837.0
2023-07-01,894.452,6567.0,6567.0
2023-08-01,902.52,6626.0,6626.0
2023-09-01,638.829,4691.0,4691.0
2023-10-01,780.128,5728.0,5728.0
2023-11-01,732.843,5381.0,5381.0
2023-12-01,825.074,6057.0,6057.0
2024-01-01,627.0,4756.0,4756.0
2024-02-01,571.0,4331.0,4331.0
2024-03-01,648.0,4816.0,4816.0
2024-04-01,630.0,4693.0,4693.0
2024-05-01,648.0,4865.0,4865.0
2024-06-01,648.0,4834.0,4834.0
2024-07-01,693.0,5095.0,5095.0
2024-08-01,661.0,4897.0,4897.0
2024-09-01,634.0,4714.0,4714.0
2024-10-01,654.0,4854.0,4854.0
2024-11-01,649.0,4818.0,4818.0
2024-12-01,665.0,4956.0,4956.0
