measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2020-04-01,-59.68,0.0,0.0
2020-05-01,-49.852,0.0,0.0
2020-06-01,-56.985,0.0,0.0
2020-07-01,-71.989,0.0,0.0
2020-08-01,-82.671,0.0,0.0
2020-09-01,-73.912,0.0,0.0
2020-10-01,-94.908,0.0,0.0
2020-11-01,-77.637,0.0,0.0
2020-12-01,-73.366,0.0,0.0
2021-01-01,-70.099,0.0,0.0
2021-02-01,-43.372,0.0,0.0
2021-03-01,-47.112,0.0,0.0
2021-04-01,-72.179,0.0,0.0
2021-05-01,-75.058,0.0,0.0
2021-06-01,-70.943,0.0,0.0
2021-07-01,-52.598,0.0,0.0
2021-08-01,-66.472,0.0,0.0
2021-09-01,-66.926,0.0,0.0
2021-10-01,-77.487,0.0,0.0
2021-11-01,-44.089,0.0,0.0
2021-12-01,-82.665,0.0,0.0
2022-01-01,-86.174,0.0,0.0
2022-02-01,-67.05,0.0,0.0
2022-03-01,-72.965,0.0,0.0
2022-04-01,-60.481,0.0,0.0
2022-05-01,-93.864,0.0,0.0
2022-06-01,-78.395,0.0,0.0
2022-07-01,-70.613,0.0,0.0
2022-08-01,-63.009,0.0,0.0
2022-09-01,-47.014,0.0,0.0
2022-10-01,-64.297,0.0,0.0
2022-11-01,-66.447,0.0,0.0
2022-12-01,-51.691,0.0,0.0
2023-01-01,-67.0,0.0,0.0
2023-02-01,-64.0,0.0,0.0
2023-03-01,-67.0,0.0,0.0
2023-04-01,-72.0,0.0,0.0
2023-05-01,-74.0,0.0,0.0
2023-06-01,-75.0,0.0,0.0
2023-07-01,-66.0,0.0,0.0
2023-08-01,-83.0,0.0,0.0
2023-09-01,-76.0,0.0,0.0
2023-10-01,-72.0,0.0,0.0
2023-11-01,-67.0,0.0,0.0
2023-12-01,-62.0,0.0,0.0
2024-01-01,-75.0,0.0,0.0
2024-02-01,-68.0,0.0,0.0
2024-03-01,-72.0,0.0,0.0
2024-04-01,-72.0,0.0,0.0
2024-05-01,-72.0,0.0,0.0
2024-06-01,-69.0,0.0,0.0
2024-07-01,-75.0,0.0,0.0
2024-08-01,-78.0,0.0,0.0
2024-09-01,-65.0,0.0,0.0
2024-10-01,-83.0,0.0,0.0
2024-11-01,-69.0,0.0,0.0
2024-12-01,-74.0,0.0,0.0
