measured_on,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Other Biomass Liquids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Generation","Other Biomass Liquids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Liquids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Generation","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Quantity Consumed For Electricity","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2004-10-01,1.29972,7.35,196.91,135.38339,765.73,20510.91,,,,0.0,0.0,0.0,21.89371,123.83,3316.95,871.05218,4926.65,131966.53
2004-11-01,1.78337,10.09,270.22,78.89299,446.22,11954.09,,,,0.0,0.0,0.0,21.89075,123.81,3316.95,1153.97789,6526.87,174854.07
2004-12-01,2.1446099999999997,12.13,324.97,44.628969999999995,252.42,6762.66,,,,0.0,0.0,0.0,21.88962,123.81,3316.95,1158.47381,6552.31,175544.41
2006-01-01,0.0,0.0,0.0,57.86264,327.27,10530.76,,,,,,,12.19989,69.0,2220.33,1459.22446,8253.35,265572.77
2006-02-01,0.0,0.0,0.0,50.99698,288.44,9284.71,,,,,,,14.766359999999999,83.52,2688.42,1263.63266,7147.07,230061.81
2006-03-01,0.0,0.0,0.0,56.381989999999995,318.9,10284.07,,,,,,,12.452869999999999,70.43,2271.4,1340.23614,7580.35,244458.95
2006-04-01,0.0,0.0,0.0,53.81153,304.36,9798.68,,,,,,,9.60596,54.33,1749.17,1342.02752,7590.48,244373.28
2006-05-01,0.0,0.0,0.0,62.341179999999994,352.6,11421.17,,,,,,,16.870449999999998,95.42,3090.74,1324.92337,7493.74,242731.56
2006-06-01,0.0,0.0,0.0,65.97554,373.16,12105.89,,,,,,,15.848669999999998,89.64,2908.08,1357.5018,7678.0,249088.72
2006-07-01,0.0,0.0,0.0,74.16602999999999,419.48,13630.69,,,,,,,16.71031,94.51,3071.12,1475.29966,8344.27,271139.65
2006-08-01,0.0,0.0,0.0,76.47648,432.55,14081.33,,,,,,,26.24272,148.43,4831.97,1443.89481,8166.64,265859.01
2006-09-01,0.0,0.0,0.0,62.714679999999994,354.71,11465.54,,,,,,,17.24056,97.51,3151.93,1400.11875,7919.04,255970.68
2006-10-01,0.0,0.0,0.0,65.43266,370.09,12019.18,,,,,,,9.15236,51.77,1681.18,1328.75099,7515.38,244075.32
2006-11-01,0.0,0.0,0.0,55.65649,314.79,10152.79,,,,,,,7.458600000000001,42.19,1360.59,1330.73091,7526.59,242750.41
2006-12-01,0.0,0.0,0.0,62.32297,352.5,11385.25,,,,,,,14.10028,79.75,2575.86,1424.49175,8056.9,260228.28
2007-01-01,0.0,0.0,0.0,0.602,3.0,64.0,4.0920000000000005,20.0,435.0,,,,,,,1023.969,5616.0,109508.0
2007-02-01,0.0,0.0,0.0,0.614,3.0,65.0,6.475,35.0,693.0,,,,,,,1276.295,6999.0,136486.0
2007-03-01,0.0,0.0,0.0,0.551,3.0,59.0,8.027000000000001,46.0,860.0,,,,,,,1327.184,7285.0,141935.0
2007-04-01,0.0,0.0,0.0,0.8260000000000001,4.0,88.0,6.371,35.0,683.0,,,,,,,1393.5430000000001,7642.0,149029.0
2007-05-01,0.0,0.0,0.0,0.9420000000000001,5.0,101.0,12.78,71.0,1366.0,,,,,,,1286.486,7054.0,137582.0
2007-06-01,0.0,0.0,0.0,1.518,8.0,162.0,7.683000000000001,40.0,820.0,,,,,,,1293.2640000000001,7094.0,138305.0
2007-07-01,0.0,0.0,0.0,1.621,9.0,173.0,10.347000000000001,56.0,1108.0,,,,,,,1406.276,7714.0,150388.0
2007-08-01,0.0,0.0,0.0,3.214,18.0,344.0,9.39,51.0,1002.0,,,,,,,1351.2640000000001,7412.0,144509.0
2007-09-01,0.0,0.0,0.0,1.489,8.0,159.0,5.928,30.0,633.0,,,,,,,1348.852,7404.0,144247.0
2007-10-01,0.0,0.0,0.0,0.9420000000000001,5.0,101.0,10.438,56.0,1118.0,,,,,,,1393.383,7642.0,149014.0
2007-11-01,0.0,0.0,0.0,0.5,3.0,53.0,7.5680000000000005,40.0,810.0,,,,,,,1307.945,7173.0,139878.0
2007-12-01,0.0,0.0,0.0,0.6940000000000001,4.0,75.0,8.276,46.0,886.0,,,,,,,1441.654,7912.0,154177.0
2008-01-01,0.0,0.0,0.0,2.246,13.0,486.0,3.6950000000000003,21.0,793.0,,,,,,,1613.355,9125.0,347704.0
2008-02-01,0.0,0.0,0.0,1.23,7.0,265.0,3.778,21.0,813.0,,,,,,,1498.6750000000002,8476.0,323009.0
2008-03-01,0.0,0.0,0.0,0.866,5.0,187.0,2.6420000000000003,15.0,571.0,,,,,,,1550.443,8769.0,334158.0
2008-04-01,0.0,0.0,0.0,0.893,5.0,192.0,3.342,19.0,721.0,,,,,,,1550.142,8768.0,334107.0
2008-05-01,0.0,0.0,0.0,0.888,5.0,191.0,2.854,16.0,614.0,,,,,,,1549.4360000000001,8764.0,333954.0
2008-06-01,0.0,0.0,0.0,3.228,18.0,695.0,5.998,34.0,1292.0,,,,,,,1420.136,8032.0,306081.0
2008-07-01,0.0,0.0,0.0,3.313,19.0,714.0,26.016000000000002,147.0,5607.0,,,,,,,1437.056,8128.0,309735.0
2008-08-01,0.0,0.0,0.0,3.434,19.0,740.0,20.955000000000002,119.0,4519.0,,,,,,,1519.815,8596.0,327564.0
2008-09-01,0.0,0.0,0.0,2.728,15.0,588.0,4.729,27.0,1021.0,,,,,,,1536.74,8692.0,331218.0
2008-10-01,0.0,0.0,0.0,2.3560000000000003,13.0,507.0,3.198,18.0,687.0,,,,,,,1611.6850000000002,9116.0,347364.0
2008-11-01,0.0,0.0,0.0,2.1510000000000002,12.0,463.0,2.535,14.0,547.0,,,,,,,1503.948,8506.0,324148.0
2008-12-01,0.0,0.0,0.0,1.369,8.0,295.0,2.302,13.0,498.0,,,,,,,1550.2530000000002,8768.0,334124.0
2009-01-01,0.0,0.0,0.0,0.72,4.0,162.0,8.225,47.0,1844.0,,,,,,,838.98,4745.0,188010.0
2009-02-01,0.0,0.0,0.0,0.863,5.0,193.0,4.578,26.0,1028.0,,,,,,,822.2860000000001,4651.0,184271.0
2009-03-01,0.0,0.0,0.0,0.8210000000000001,5.0,184.0,6.404,36.0,1436.0,,,,,,,971.1360000000001,5493.0,217634.0
2009-04-01,0.0,0.0,0.0,0.805,5.0,181.0,12.822000000000001,73.0,2872.0,,,,,,,789.295,4464.0,176877.0
2009-05-01,0.0,0.0,0.0,0.8440000000000001,5.0,189.0,7.494000000000001,42.0,1678.0,,,,,,,924.555,5229.0,207198.0
2009-06-01,0.0,0.0,0.0,1.2790000000000001,7.0,287.0,4.236,24.0,951.0,,,,,,,984.625,5569.0,220659.0
2009-07-01,0.0,0.0,0.0,1.266,7.0,283.0,12.184000000000001,69.0,2730.0,,,,,,,926.432,5240.0,207623.0
2009-08-01,0.0,0.0,0.0,1.1740000000000002,7.0,263.0,3.7310000000000003,21.0,833.0,,,,,,,995.29,5629.0,223056.0
2009-09-01,0.0,0.0,0.0,0.9570000000000001,5.0,215.0,13.375,76.0,2996.0,,,,,,,1020.6110000000001,5773.0,228732.0
2009-10-01,0.0,0.0,0.0,0.595,3.0,134.0,4.035,23.0,904.0,,,,,,,1008.932,5706.0,226115.0
2009-11-01,0.0,0.0,0.0,0.742,4.0,166.0,9.65,55.0,2163.0,,,,,,,1035.0430000000001,5854.0,231961.0
2009-12-01,0.0,0.0,0.0,0.786,4.0,176.0,10.455,59.0,2346.0,,,,,,,1063.454,6015.0,238318.0
2010-01-01,0.0,0.0,0.0,0.066,0.0,11.0,16.562,91.0,2670.0,,,,,,,1128.893,6193.0,181896.0
2010-02-01,0.0,0.0,0.0,0.065,0.0,10.0,13.846,76.0,2231.0,,,,,,,991.3660000000001,5439.0,159731.0
2010-03-01,0.0,0.0,0.0,0.046,0.0,7.0,10.576,58.0,1705.0,,,,,,,1166.286,6399.0,187913.0
2010-04-01,0.0,0.0,0.0,0.046,0.0,7.0,18.595000000000002,102.0,2994.0,,,,,,,1160.146,6365.0,186934.0
2010-05-01,0.0,0.0,0.0,0.064,0.0,10.0,13.364,73.0,2156.0,,,,,,,1064.6680000000001,5841.0,171545.0
2010-06-01,0.0,0.0,0.0,0.10200000000000001,1.0,16.0,18.811,103.0,3029.0,,,,,,,1119.987,6145.0,180455.0
2010-07-01,0.0,0.0,0.0,0.124,1.0,20.0,23.477,129.0,3780.0,,,,,,,1185.833,6506.0,191070.0
2010-08-01,0.0,0.0,0.0,0.13,1.0,21.0,20.597,113.0,3318.0,,,,,,,1123.7630000000001,6165.0,181071.0
2010-09-01,0.0,0.0,0.0,0.08600000000000001,0.0,14.0,20.381,112.0,3283.0,,,,,,,1211.921,6649.0,195272.0
2010-10-01,0.0,0.0,0.0,0.052000000000000005,0.0,8.0,21.732,119.0,3503.0,,,,,,,1169.276,6415.0,188397.0
2010-11-01,0.0,0.0,0.0,0.056,0.0,9.0,17.959,99.0,2896.0,,,,,,,1133.601,6219.0,182655.0
2010-12-01,0.0,0.0,0.0,0.078,0.0,12.0,21.202,116.0,3416.0,,,,,,,1244.2430000000002,6826.0,200475.0
2011-01-01,0.0,0.0,0.0,0.213,1.0,34.0,22.424,127.0,3546.0,,,,,,,1269.305,7179.0,201382.0
2011-02-01,0.0,0.0,0.0,0.166,1.0,26.0,18.198,103.0,2890.0,,,,,,,1073.038,6069.0,170231.0
2011-03-01,0.0,0.0,0.0,0.174,1.0,27.0,22.0,124.0,3493.0,,,,,,,1095.649,6197.0,173815.0
2011-04-01,0.0,0.0,0.0,0.253,1.0,41.0,15.037,85.0,2388.0,,,,,,,1059.34,5992.0,168057.0
2011-05-01,0.0,0.0,0.0,0.257,1.0,41.0,18.311,104.0,2908.0,,,,,,,1170.363,6620.0,185669.0
2011-06-01,0.0,0.0,0.0,0.334,2.0,53.0,19.263,109.0,3055.0,,,,,,,1288.83,7290.0,204465.0
2011-07-01,0.0,0.0,0.0,0.366,2.0,58.0,31.495,178.0,4994.0,,,,,,,1215.337,6874.0,192806.0
2011-08-01,0.0,0.0,0.0,0.432,2.0,68.0,22.744,129.0,3611.0,,,,,,,1237.17,6997.0,196267.0
2011-09-01,0.0,0.0,0.0,0.278,2.0,44.0,17.694,100.0,2807.0,,,,,,,1250.5,7073.0,198391.0
2011-10-01,0.0,0.0,0.0,0.313,2.0,50.0,8.571,48.0,1359.0,,,,,,,1192.283,6744.0,189150.0
2011-11-01,0.0,0.0,0.0,0.209,1.0,34.0,8.551,48.0,1359.0,,,,,,,1223.053,6918.0,194031.0
2011-12-01,0.0,0.0,0.0,0.255,1.0,41.0,10.289,58.0,1631.0,,,,,,,1368.855,7742.0,217167.0
2012-01-01,0.0,0.0,0.0,25.293,143.0,3481.0,9.126,52.0,1260.0,,,,,,,1352.665,7651.0,186114.0
2012-02-01,0.0,0.0,0.0,25.118,142.0,3456.0,10.974,62.0,1509.0,,,,,,,1209.735,6842.0,166442.0
2012-03-01,0.0,0.0,0.0,25.039,142.0,3445.0,9.343,53.0,1283.0,,,,,,,1103.46,6241.0,151823.0
2012-04-01,0.0,0.0,0.0,29.997,170.0,4127.0,10.261,58.0,1410.0,,,,,,,1184.325,6699.0,162954.0
2012-05-01,0.0,0.0,0.0,37.203,210.0,5119.0,11.457,65.0,1578.0,,,,,,,1355.828,7669.0,186544.0
2012-06-01,0.0,0.0,0.0,40.026,226.0,5507.0,10.274,58.0,1416.0,,,,,,,1354.66,7662.0,186391.0
2012-07-01,0.0,0.0,0.0,46.26,262.0,6364.0,24.863,141.0,3422.0,,,,,,,1384.075,7828.0,190431.0
2012-08-01,0.0,0.0,0.0,41.004,232.0,5642.0,35.918,203.0,4942.0,,,,,,,1308.525,7401.0,180038.0
2012-09-01,0.0,0.0,0.0,35.366,200.0,4866.0,12.118,69.0,1665.0,,,,,,,1331.387,7530.0,183189.0
2012-10-01,0.0,0.0,0.0,30.701,174.0,4224.0,21.611,122.0,2971.0,,,,,,,1354.86,7663.0,186411.0
2012-11-01,0.0,0.0,0.0,27.527,156.0,3787.0,26.18,148.0,3601.0,,,,,,,1397.58,7905.0,192293.0
2012-12-01,0.0,0.0,0.0,34.862,197.0,4797.0,32.416,183.0,4462.0,,,,,,,1485.643,8403.0,204406.0
2013-01-01,0.0,0.0,0.0,30.762,169.0,4746.0,10.468,57.0,1613.0,0.0,0.0,0.0,,,,1158.814,6358.0,178794.0
2013-02-01,0.0,0.0,0.0,32.235,177.0,4973.0,8.676,48.0,1341.0,0.0,0.0,0.0,,,,989.607,5429.0,152684.0
2013-03-01,0.0,0.0,0.0,32.392,178.0,4998.0,8.517,47.0,1312.0,0.0,0.0,0.0,,,,1061.58,5824.0,163789.0
2013-04-01,0.0,0.0,0.0,26.881,147.0,4147.0,11.414,63.0,1763.0,0.0,0.0,0.0,,,,1135.9,6232.0,175254.0
2013-05-01,0.0,0.0,0.0,27.702,152.0,4274.0,15.372,84.0,2370.0,0.0,0.0,0.0,,,,1287.195,7062.0,198598.0
2013-06-01,0.0,0.0,0.0,33.281,183.0,5135.0,15.059,83.0,2324.0,0.0,0.0,0.0,,,,1130.727,6204.0,174460.0
2013-07-01,0.0,0.0,0.0,31.803,174.0,4907.0,14.154,78.0,2185.0,0.0,0.0,0.0,,,,1259.643,6911.0,194346.0
2013-08-01,0.0,0.0,0.0,35.984,197.0,5552.0,13.709,75.0,2115.0,0.0,0.0,0.0,,,,1246.549,6839.0,192334.0
2013-09-01,0.0,0.0,0.0,33.502,184.0,5169.0,13.44,74.0,2075.0,0.0,0.0,0.0,,,,1053.298,5779.0,162509.0
2013-10-01,0.0,0.0,0.0,32.54,179.0,5020.0,12.961,71.0,2000.0,0.0,0.0,0.0,,,,1227.291,6733.0,189362.0
2013-11-01,0.0,0.0,0.0,26.167,144.0,4038.0,13.256,73.0,2046.0,0.0,0.0,0.0,,,,1279.804,7021.0,197463.0
2013-12-01,0.0,0.0,0.0,24.65,135.0,3803.0,13.871,76.0,2139.0,0.0,0.0,0.0,,,,1312.796,7202.0,202551.0
2014-01-01,0.0,0.0,0.0,110.744,626.0,14971.0,18.966,107.0,2572.0,0.0,0.0,0.0,,,,1079.666,6107.0,145984.0
2014-02-01,0.0,0.0,0.0,72.819,412.0,9846.0,21.036,119.0,2844.0,0.0,0.0,0.0,,,,911.643,5156.0,123256.0
2014-03-01,0.0,0.0,0.0,95.01,537.0,12846.0,21.864,124.0,2954.0,0.0,0.0,0.0,,,,1035.071,5854.0,139944.0
2014-04-01,0.0,0.0,0.0,90.379,511.0,12220.0,21.988,124.0,2971.0,0.0,0.0,0.0,,,,918.869,5197.0,124232.0
2014-05-01,0.0,0.0,0.0,111.743,632.0,15108.0,20.467,116.0,2769.0,0.0,0.0,0.0,,,,1096.589,6202.0,148264.0
2014-06-01,0.0,0.0,0.0,130.929,741.0,17703.0,20.216,114.0,2734.0,0.0,0.0,0.0,,,,1088.488,6156.0,147168.0
2014-07-01,0.0,0.0,0.0,138.869,785.0,18776.0,21.781,123.0,2942.0,0.0,0.0,0.0,,,,1091.989,6176.0,147640.0
2014-08-01,0.0,0.0,0.0,159.099,900.0,21511.0,18.101,102.0,2445.0,0.0,0.0,0.0,,,,1124.675,6361.0,152064.0
2014-09-01,0.0,0.0,0.0,141.681,801.0,19156.0,15.618,88.0,2110.0,0.0,0.0,0.0,,,,1007.514,5698.0,136224.0
2014-10-01,0.0,0.0,0.0,143.773,813.0,19439.0,14.533,82.0,1965.0,0.0,0.0,0.0,,,,1054.357,5963.0,142552.0
2014-11-01,0.0,0.0,0.0,127.823,723.0,17282.0,14.217,80.0,1925.0,0.0,0.0,0.0,,,,1129.813,6390.0,152752.0
2014-12-01,0.0,0.0,0.0,123.909,701.0,16753.0,14.839,84.0,2006.0,0.0,0.0,0.0,,,,1166.322,6597.0,157688.0
2015-01-01,0.0,0.0,0.0,726.173,4107.0,186762.0,6.051,34.0,1561.0,0.0,0.0,0.0,,,,692.372,3916.0,178077.0
2015-02-01,0.0,0.0,0.0,642.926,3636.0,165352.0,4.486,25.0,1156.0,0.0,0.0,0.0,,,,565.099,3196.0,145332.0
2015-03-01,0.0,0.0,0.0,632.611,3578.0,162699.0,6.391,36.0,1642.0,0.0,0.0,0.0,,,,693.44,3922.0,178341.0
2015-04-01,0.0,0.0,0.0,538.078,3043.0,138386.0,8.221,47.0,2115.0,0.0,0.0,0.0,,,,656.994,3716.0,168969.0
2015-05-01,0.0,0.0,0.0,643.231,3638.0,165431.0,7.676,43.0,1977.0,0.0,0.0,0.0,,,,669.244,3785.0,172119.0
2015-06-01,0.0,0.0,0.0,787.391,4453.0,202506.0,8.412,48.0,2162.0,0.0,0.0,0.0,,,,726.791,4111.0,186921.0
2015-07-01,0.0,0.0,0.0,907.822,5135.0,233479.0,9.559,54.0,2457.0,0.0,0.0,0.0,,,,744.569,4211.0,191497.0
2015-08-01,0.0,0.0,0.0,841.663,4760.0,216464.0,9.336,53.0,2399.0,0.0,0.0,0.0,,,,716.424,4052.0,184254.0
2015-09-01,0.0,0.0,0.0,721.342,4080.0,185520.0,9.7,55.0,2497.0,0.0,0.0,0.0,,,,649.702,3675.0,167094.0
2015-10-01,0.0,0.0,0.0,703.833,3981.0,181016.0,8.297,47.0,2133.0,0.0,0.0,0.0,,,,633.315,3582.0,162879.0
2015-11-01,0.0,0.0,0.0,669.072,3784.0,172076.0,9.447,53.0,2428.0,0.0,0.0,0.0,,,,680.777,3850.0,175085.0
2015-12-01,0.0,0.0,0.0,574.865,3251.0,147848.0,11.287,64.0,2902.0,0.0,0.0,0.0,,,,742.183,4198.0,190881.0
2016-01-01,0.0,0.0,0.0,114.445,575.0,18643.0,10.828,54.0,1757.0,0.0,0.0,0.0,,,,1143.577,5747.0,186312.0
2016-02-01,0.0,0.0,0.0,103.371,519.0,16841.0,8.782,44.0,1433.0,0.0,0.0,0.0,,,,1042.232,5237.0,169796.0
2016-03-01,0.0,0.0,0.0,112.022,563.0,18250.0,9.166,46.0,1491.0,0.0,0.0,0.0,,,,1035.875,5205.0,168768.0
2016-04-01,0.0,0.0,0.0,115.411,580.0,18803.0,7.203,36.0,1173.0,0.0,0.0,0.0,,,,986.497,4957.0,160718.0
2016-05-01,0.0,0.0,0.0,125.713,632.0,20481.0,10.425,52.0,1699.0,0.0,0.0,0.0,,,,1066.128,5357.0,173689.0
2016-06-01,0.0,0.0,0.0,146.048,734.0,23794.0,7.37,37.0,1202.0,0.0,0.0,0.0,,,,1167.357,5866.0,190188.0
2016-07-01,0.0,0.0,0.0,157.336,791.0,25633.0,6.582,33.0,1075.0,0.0,0.0,0.0,,,,1224.691,6154.0,199529.0
2016-08-01,0.0,0.0,0.0,151.024,759.0,24605.0,7.154,36.0,1168.0,0.0,0.0,0.0,,,,1193.772,5999.0,194489.0
2016-09-01,0.0,0.0,0.0,118.092,593.0,19240.0,4.886,25.0,798.0,0.0,0.0,0.0,,,,1133.431,5696.0,184654.0
2016-10-01,0.0,0.0,0.0,100.108,503.0,16309.0,4.302,22.0,699.0,0.0,0.0,0.0,,,,1075.286,5403.0,175185.0
2016-11-01,0.0,0.0,0.0,95.497,480.0,15558.0,4.546,23.0,740.0,0.0,0.0,0.0,,,,1208.653,6074.0,196911.0
2016-12-01,0.0,0.0,0.0,104.437,525.0,17015.0,4.151,21.0,676.0,0.0,0.0,0.0,,,,1217.932,6120.0,198424.0
2017-01-01,0.0,0.0,0.0,0.0,435.0,14219.0,0.0,52.0,1704.0,0.0,0.0,0.0,,,,0.0,5316.0,173856.0
2017-02-01,0.0,0.0,0.0,0.0,434.0,14179.0,0.0,50.0,1628.0,0.0,0.0,0.0,,,,0.0,5527.0,180752.0
2017-03-01,0.0,0.0,0.0,0.0,387.0,12671.0,0.0,51.0,1666.0,0.0,0.0,0.0,,,,0.0,5460.0,178576.0
2017-04-01,0.0,0.0,0.0,0.0,357.0,11669.0,0.0,46.0,1507.0,0.0,0.0,0.0,,,,0.0,5008.0,163784.0
2017-05-01,0.0,0.0,0.0,0.0,436.0,14262.0,0.0,47.0,1529.0,0.0,0.0,0.0,,,,0.0,5010.0,163848.0
2017-06-01,0.0,0.0,0.0,0.0,473.0,15470.0,0.0,44.0,1452.0,0.0,0.0,0.0,,,,0.0,5368.0,175560.0
2017-07-01,0.0,0.0,0.0,0.0,509.0,16649.0,0.0,46.0,1502.0,0.0,0.0,0.0,,,,0.0,5873.0,192080.0
2017-08-01,0.0,0.0,0.0,0.0,543.0,17746.0,0.0,44.0,1425.0,0.0,0.0,0.0,,,,0.0,6019.0,196832.0
2017-09-01,0.0,0.0,0.0,0.0,453.0,14815.0,0.0,41.0,1326.0,0.0,0.0,0.0,,,,0.0,4966.0,162408.0
2017-10-01,0.0,0.0,0.0,0.0,415.0,13561.0,0.0,48.0,1567.0,0.0,0.0,0.0,,,,0.0,5352.0,175040.0
2017-11-01,0.0,0.0,0.0,0.0,389.0,12717.0,0.0,49.0,1617.0,0.0,0.0,0.0,,,,0.0,5394.0,176384.0
2017-12-01,0.0,0.0,0.0,0.0,469.0,15329.0,0.0,51.0,1671.0,0.0,0.0,0.0,,,,0.0,5681.0,185800.0
2018-01-01,0.0,0.0,0.0,0.0,773.0,24353.0,0.0,56.0,1776.0,0.0,0.0,0.0,,,,0.0,6150.0,193856.0
