measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,25553.0,261688.27,261688.27
2003-02-01,23220.0,237796.02,237796.02
2003-03-01,25048.0,256516.57,256516.57
2003-04-01,23391.0,239547.23,239547.23
2003-05-01,24889.0,254888.25,254888.25
2003-06-01,21491.0,220089.33,220089.33
2003-07-01,21830.0,223561.03,223561.03
2003-08-01,23707.0,242783.39,242783.39
2003-09-01,25207.0,258144.89,258144.89
2003-10-01,27242.0,278985.32,278985.32
2003-11-01,26067.0,266952.15,266952.15
2003-12-01,26544.0,271837.1,271837.1
2004-01-01,19457.419,195002.25,195002.25
2004-02-01,17031.798000000003,170692.68,170692.68
2004-03-01,18802.351000000002,188437.16,188437.16
2004-04-01,21902.322,219505.07,219505.07
2004-05-01,33724.178,337983.71,337983.71
2004-06-01,36042.784,361220.78,361220.78
2004-07-01,37446.902,375292.85,375292.85
2004-08-01,33317.362,333906.6,333906.6
2004-09-01,22898.813000000002,229491.9,229491.9
2004-10-01,14091.346,141223.47,141223.47
2004-11-01,12153.876,121806.15,121806.15
2004-12-01,14788.847000000002,148213.82,148213.82
2005-01-01,23884.981,238825.92,238825.92
2005-02-01,21884.947,218827.59,218827.59
2005-03-01,22804.664,228023.84,228023.84
2005-04-01,22788.208,227859.29,227859.29
2005-05-01,32140.799,321375.85,321375.85
2005-06-01,29967.396,299643.99,299643.99
2005-07-01,27856.825,278540.4,278540.4
2005-08-01,23117.284,231149.72,231149.72
2005-09-01,18322.042999999998,183202.11,183202.11
2005-10-01,19773.102,197711.25,197711.25
2005-11-01,21307.89,213057.59,213057.59
2005-12-01,23853.862,238514.77,238514.77
2006-01-01,33895.084,336205.0,336205.0
