measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,1626.645,16808.12,16808.12
2001-02-01,1561.757,16137.64,16137.64
2001-03-01,1603.451,16568.46,16568.46
2001-04-01,1502.963,15530.12,15530.12
2001-05-01,1447.976,14961.94,14961.94
2001-06-01,1787.818,18473.52,18473.52
2001-07-01,1826.9840000000002,18878.23,18878.23
2001-08-01,2097.1130000000003,21669.47,21669.47
2001-09-01,1659.442,17147.01,17147.01
2001-10-01,1643.414,16981.4,16981.4
2001-11-01,1663.303,17186.91,17186.91
2001-12-01,1874.133,19365.42,19365.42
2002-01-01,1911.354,19444.2,19444.2
2002-02-01,1678.39,17074.26,17074.26
2002-03-01,1757.392,17877.95,17877.95
2002-04-01,1685.1380000000001,17142.91,17142.91
2002-05-01,1795.114,18261.69,18261.69
2002-06-01,1980.336,20145.96,20145.96
2002-07-01,2272.402,23117.15,23117.15
2002-08-01,2330.043,23703.53,23703.53
2002-09-01,2034.315,20695.09,20695.09
2002-10-01,1814.905,18463.03,18463.03
2002-11-01,1607.796,16356.11,16356.11
2002-12-01,1890.814,19235.25,19235.25
2003-01-01,1799.05,18424.07,18424.07
2003-02-01,1624.729,16638.85,16638.85
2003-03-01,1666.952,17071.26,17071.26
2003-04-01,1504.5410000000002,15408.0,15408.0
2003-05-01,1522.121,15588.04,15588.04
2003-06-01,1688.307,17289.95,17289.95
2003-07-01,1962.721,20100.23,20100.23
2003-08-01,1992.5230000000001,20405.43,20405.43
2003-09-01,1679.778,17202.61,17202.61
2003-10-01,1609.672,16484.65,16484.65
2003-11-01,1581.037,16191.4,16191.4
2003-12-01,1784.3490000000002,18273.52,18273.52
2004-01-01,1822.586,18265.96,18265.96
2004-02-01,1636.13,16397.29,16397.29
2004-03-01,1903.796,19079.84,19079.84
2004-04-01,1686.3480000000002,16900.58,16900.58
2004-05-01,1747.6370000000002,17514.82,17514.82
2004-06-01,1757.055,17609.21,17609.21
2004-07-01,1804.945,18089.16,18089.16
2004-08-01,1802.632,18065.98,18065.98
2004-09-01,1711.69,17154.56,17154.56
2004-10-01,1686.2810000000002,16899.91,16899.91
2004-11-01,1856.047,18601.3,18601.3
2004-12-01,1992.852,19972.36,19972.36
2005-01-01,2060.813,20606.07,20606.07
2005-02-01,1674.661,16744.94,16744.94
2005-03-01,1829.738,18295.55,18295.55
2005-04-01,2293.768,22935.39,22935.39
2005-05-01,1699.489,16993.19,16993.19
2005-06-01,1522.642,15224.9,15224.9
2005-07-01,1292.81,12926.81,12926.81
2005-08-01,1019.364,10192.62,10192.62
2005-09-01,880.5640000000001,8804.76,8804.76
2005-10-01,1791.09,17909.11,17909.11
2005-11-01,1966.862,19666.65,19666.65
2005-12-01,2080.197,20799.89,20799.89
2006-01-01,2444.515,24247.0,24247.0
2006-02-01,2204.23,21864.0,21864.0
2006-03-01,1941.958,19262.0,19262.0
2006-04-01,2113.7580000000003,20966.0,20966.0
2006-05-01,2499.165,24789.0,24789.0
2006-06-01,2455.592,24357.0,24357.0
2006-07-01,2575.0240000000003,25542.0,25542.0
2006-08-01,2556.417,25357.0,25357.0
2006-09-01,1659.4170000000001,16460.0,16460.0
2006-10-01,1462.893,14510.0,14510.0
2006-11-01,1713.5310000000002,16997.0,16997.0
2006-12-01,1814.5,17998.0,17998.0
2007-01-01,8240.681,81451.0,81451.0
2007-02-01,6534.592000000001,64588.0,64588.0
2007-03-01,7801.265,77108.0,77108.0
2007-04-01,6821.85,67427.0,67427.0
2007-05-01,7276.782,71924.0,71924.0
2007-06-01,6277.292,62045.0,62045.0
2007-07-01,6020.539000000001,59507.0,59507.0
2007-08-01,6045.644,59755.0,59755.0
2007-09-01,5681.707,56158.0,56158.0
2007-10-01,5849.874000000001,57820.0,57820.0
2007-11-01,6468.942,63939.0,63939.0
2007-12-01,6796.8330000000005,67180.0,67180.0
2008-01-01,2098.879,20682.0,20682.0
2008-02-01,1754.419,17288.0,17288.0
2008-03-01,2274.195,22410.0,22410.0
2008-04-01,2067.009,20368.0,20368.0
2008-05-01,2162.204,21306.0,21306.0
2008-06-01,1988.881,19598.0,19598.0
2008-07-01,2105.6130000000003,20749.0,20749.0
2008-08-01,2010.209,19809.0,19809.0
2008-09-01,1818.902,17923.0,17923.0
2008-10-01,1861.537,18344.0,18344.0
2008-11-01,2110.811,20800.0,20800.0
2008-12-01,2203.341,21712.0,21712.0
2009-01-01,1941.044,18945.0,18945.0
2009-02-01,1783.0980000000002,17403.0,17403.0
2009-03-01,2179.148,21268.0,21268.0
2009-04-01,1996.005,19481.0,19481.0
2009-05-01,2100.226,20498.0,20498.0
2009-06-01,1924.475,18783.0,18783.0
2009-07-01,2018.803,19704.0,19704.0
2009-08-01,1970.655,19234.0,19234.0
2009-09-01,1783.692,17409.0,17409.0
2009-10-01,1850.699,18063.0,18063.0
2009-11-01,2000.823,19528.0,19528.0
2009-12-01,2115.332,20646.0,20646.0
2010-01-01,1780.046,17366.0,17366.0
2010-02-01,1598.4920000000002,15595.0,15595.0
2010-03-01,1877.009,18312.0,18312.0
2010-04-01,1656.0030000000002,16156.0,16156.0
2010-05-01,1670.169,16294.0,16294.0
2010-06-01,1665.585,16249.0,16249.0
2010-07-01,1741.24,16988.0,16988.0
2010-08-01,1673.0030000000002,16322.0,16322.0
2010-09-01,1571.015,15327.0,15327.0
2010-10-01,1623.5420000000001,15839.0,15839.0
2010-11-01,1790.029,17464.0,17464.0
2010-12-01,1911.8670000000002,18652.0,18652.0
2011-01-01,1578.944,15341.0,15341.0
2011-02-01,1368.821,13299.0,13299.0
2011-03-01,1820.389,17687.0,17687.0
2011-04-01,1649.764,16029.0,16029.0
2011-05-01,1927.597,18729.0,18729.0
2011-06-01,1914.751,18604.0,18604.0
2011-07-01,1847.989,17955.0,17955.0
2011-08-01,1769.753,17195.0,17195.0
2011-09-01,1674.301,16268.0,16268.0
2011-10-01,1776.726,17263.0,17263.0
2011-11-01,1925.204,18705.0,18705.0
2011-12-01,2079.761,20207.0,20207.0
2012-01-01,1905.931,18137.0,18137.0
2012-02-01,1839.987,17509.0,17509.0
2012-03-01,1965.034,18699.0,18699.0
2012-04-01,1636.038,15569.0,15569.0
2012-05-01,1602.803,15252.0,15252.0
2012-06-01,1461.202,13905.0,13905.0
2012-07-01,1407.152,13390.0,13390.0
2012-08-01,1360.494,12946.0,12946.0
2012-09-01,1277.675,12158.0,12158.0
2012-10-01,1276.823,12150.0,12150.0
2012-11-01,1529.218,14552.0,14552.0
2012-12-01,1543.643,14689.0,14689.0
2013-01-01,898.437,8572.0,8572.0
2013-02-01,767.735,7325.0,7325.0
2013-03-01,885.786,8451.0,8451.0
2013-04-01,782.114,7462.0,7462.0
2013-05-01,805.803,7688.0,7688.0
2013-06-01,783.954,7480.0,7480.0
2013-07-01,901.761,8604.0,8604.0
2013-08-01,856.88,8175.0,8175.0
2013-09-01,787.634,7515.0,7515.0
2013-10-01,846.694,8078.0,8078.0
2013-11-01,952.151,9084.0,9084.0
2013-12-01,940.051,8969.0,8969.0
2014-01-01,914.277,8695.0,8695.0
2014-02-01,871.237,8285.0,8285.0
2014-03-01,967.733,9203.0,9203.0
2014-04-01,943.203,8970.0,8970.0
2014-05-01,1035.553,9848.0,9848.0
2014-06-01,989.876,9414.0,9414.0
2014-07-01,1024.785,9746.0,9746.0
2014-08-01,1010.064,9606.0,9606.0
2014-09-01,939.93,8939.0,8939.0
2014-10-01,979.988,9320.0,9320.0
2014-11-01,1024.944,9747.0,9747.0
2014-12-01,1046.41,9951.0,9951.0
2015-01-01,1318.063,12283.0,12283.0
2015-02-01,1141.041,10633.0,10633.0
2015-03-01,1307.756,12187.0,12187.0
2015-04-01,1259.966,11742.0,11742.0
2015-05-01,1322.398,12323.0,12323.0
2015-06-01,1330.093,12395.0,12395.0
2015-07-01,1556.94,14509.0,14509.0
2015-08-01,1525.442,14216.0,14216.0
2015-09-01,1411.388,13153.0,13153.0
2015-10-01,1382.36,12882.0,12882.0
2015-11-01,1447.181,13486.0,13486.0
2015-12-01,1470.372,13702.0,13702.0
2016-01-01,1751.319,16168.0,16168.0
2016-02-01,1641.563,15155.0,15155.0
2016-03-01,1758.39,16233.0,16233.0
2016-04-01,1779.875,16432.0,16432.0
2016-05-01,1790.767,16532.0,16532.0
2016-06-01,1713.912,15823.0,15823.0
2016-07-01,1705.621,15746.0,15746.0
2016-08-01,1672.797,15443.0,15443.0
2016-09-01,1527.031,14098.0,14098.0
2016-10-01,1573.953,14531.0,14531.0
2016-11-01,1706.249,15752.0,15752.0
2016-12-01,1725.523,15930.0,15930.0
2017-01-01,1782.417,16421.0,16421.0
2017-02-01,1666.181,15351.0,15351.0
2017-03-01,1897.243,17479.0,17479.0
2017-04-01,1772.468,16330.0,16330.0
2017-05-01,1880.901,17329.0,17329.0
2017-06-01,1891.727,17428.0,17428.0
2017-07-01,1962.012,18076.0,18076.0
2017-08-01,1917.404,17665.0,17665.0
2017-09-01,1753.756,16157.0,16157.0
2017-10-01,1749.573,16119.0,16119.0
2017-11-01,1937.848,17853.0,17853.0
2017-12-01,1959.47,18053.0,18053.0
2018-01-01,1440.225,13112.0,13112.0
2018-02-01,1427.836,12999.0,12999.0
2018-03-01,1704.501,15518.0,15518.0
2018-04-01,1561.153,14213.0,14213.0
2018-05-01,1646.989,14994.0,14994.0
2018-06-01,1577.914,14365.0,14365.0
2018-07-01,1609.802,14656.0,14656.0
2018-08-01,1572.047,14312.0,14312.0
2018-09-01,1459.21,13285.0,13285.0
2018-10-01,1513.031,13775.0,13775.0
2018-11-01,1632.499,14862.0,14862.0
2018-12-01,1687.793,15366.0,15366.0
2019-01-01,1232.156,10972.0,10972.0
2019-02-01,1087.244,9682.0,9682.0
2019-03-01,1275.252,11356.0,11356.0
2019-04-01,1112.522,9907.0,9907.0
2019-05-01,1259.298,11214.0,11214.0
2019-06-01,1225.248,10911.0,10911.0
2019-07-01,1309.163,11658.0,11658.0
2019-08-01,1286.177,11453.0,11453.0
2019-09-01,1235.562,11003.0,11003.0
2019-10-01,1209.203,10768.0,10768.0
2019-11-01,1203.023,10713.0,10713.0
2019-12-01,1327.152,11818.0,11818.0
2020-01-01,697.771,6117.0,6117.0
2020-02-01,651.101,5708.0,5708.0
2020-03-01,691.468,6062.0,6062.0
2020-04-01,678.073,5945.0,5945.0
2020-05-01,708.285,6210.0,6210.0
2020-06-01,662.627,5809.0,5809.0
2020-07-01,695.339,6096.0,6096.0
2020-08-01,681.911,5978.0,5978.0
2020-09-01,647.725,5679.0,5679.0
2020-10-01,650.923,5707.0,5707.0
2020-11-01,643.748,5644.0,5644.0
2020-12-01,680.029,5962.0,5962.0
2021-01-01,1346.159,11905.0,11905.0
2021-02-01,1084.058,9587.0,9587.0
2021-03-01,1270.408,11235.0,11235.0
2021-04-01,1208.016,10684.0,10684.0
2021-05-01,1236.674,10937.0,10937.0
2021-06-01,1220.073,10790.0,10790.0
2021-07-01,1267.555,11210.0,11210.0
2021-08-01,1273.876,11266.0,11266.0
2021-09-01,1187.201,10500.0,10500.0
2021-10-01,1235.764,10929.0,10929.0
2021-11-01,1300.974,11506.0,11506.0
2021-12-01,1379.242,12198.0,12198.0
2022-01-01,325.735,1111.0,1111.0
2022-02-01,298.387,1018.0,1018.0
2022-03-01,340.459,1162.0,1162.0
2022-04-01,295.674,1009.0,1009.0
2022-05-01,311.295,1062.0,1062.0
2022-06-01,314.581,1073.0,1073.0
