measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2020-03-01,11.934,226.0,226.0,0.0,0.0,0.0,,,,,,,126.066,2389.0,2389.0,0.0,0.0,0.0,,,,,,
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6639.0,101253.0,101253.0,1912.0,0.0,0.0,,,,,,
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3435.0,52912.0,52912.0,864.0,0.0,0.0,,,,,,
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.548,133.0,133.0,,,
2021-02-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,2.546,52.0,52.0,,,
2021-03-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,5.247,108.0,108.0,,,
2021-04-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,5.44,112.0,112.0,3383.346,29592.0,29592.0
2021-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,3.5,72.0,72.0,2177.064,19041.0,19041.0
2021-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,12.849,264.0,264.0,7991.423,69895.0,69895.0
2021-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,15.328,314.0,314.0,9533.108,83379.0,83379.0
2021-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,13.597,279.0,279.0,8456.31,73961.0,73961.0
2021-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,8.997,185.0,185.0,5595.294,48938.0,48938.0
2021-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,10.538,216.0,216.0,6553.877,57321.0,57321.0
2021-11-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,9.683,198.0,198.0,6021.949,52670.0,52670.0
2021-12-01,,,,,,,0.283,6.0,6.0,,,,,,,,,,10.444,214.0,214.0,6495.629,56813.0,56813.0
2022-01-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,298.101,5581.0,5581.0,5574.339,47770.0,47770.0
2022-02-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,249.788,4678.0,4678.0,4670.93,40029.0,40029.0
2022-03-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,215.26,4031.0,4031.0,4025.266,34496.0,34496.0
2022-04-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,100.226,1876.0,1876.0,1874.189,16062.0,16062.0
2022-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,291.692,5462.0,5462.0,5454.524,46744.0,46744.0
2022-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,435.079,8147.0,8147.0,8135.793,69722.0,69722.0
2022-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,539.853,10109.0,10109.0,10095.035,86513.0,86513.0
2022-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,535.098,10020.0,10020.0,10006.113,85750.0,85750.0
2022-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,392.552,7351.0,7351.0,7340.563,62908.0,62908.0
2022-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,264.173,4947.0,4947.0,4939.934,42334.0,42334.0
2022-11-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,218.405,4090.0,4090.0,4084.083,35000.0,35000.0
2022-12-01,,,,,,,0.31,6.0,6.0,,,,,,,,,,311.463,5833.0,5833.0,5824.231,49913.0,49913.0
2023-01-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,532.926,9794.0,9794.0,5895.619,50205.0,50205.0
2023-02-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,351.903,6467.0,6467.0,3893.013,33151.0,33151.0
2023-03-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,500.385,9195.0,9195.0,5535.637,47138.0,47138.0
2023-04-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,153.427,2819.0,2819.0,1697.324,14453.0,14453.0
2023-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,558.504,10263.0,10263.0,6178.593,52613.0,52613.0
2023-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,660.084,12129.0,12129.0,7302.343,62182.0,62182.0
2023-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,756.56,13902.0,13902.0,8369.636,71271.0,71271.0
2023-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,691.612,12708.0,12708.0,7651.13,65152.0,65152.0
2023-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,557.649,10247.0,10247.0,6169.133,52532.0,52532.0
2023-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,354.856,6521.0,6521.0,3925.679,33429.0,33429.0
2023-11-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,354.188,6508.0,6508.0,3918.294,33365.0,33365.0
2023-12-01,,,,,,,1.903,35.0,35.0,,,,,,,,,,503.003,9242.0,9242.0,5564.599,47385.0,47385.0
2024-01-01,,,,,,,13.745,302.0,302.0,,,,,,,,,,269.561,5987.0,5987.0,5838.179,49935.0,49935.0
2024-02-01,,,,,,,8.816,197.0,197.0,,,,,,,,,,245.272,5448.0,5448.0,5312.122,45436.0,45436.0
2024-03-01,,,,,,,6.997,157.0,157.0,,,,,,,,,,153.297,3405.0,3405.0,3320.119,28397.0,28397.0
2024-04-01,,,,,,,5.621,128.0,128.0,,,,,,,,,,97.421,2164.0,2164.0,2109.956,18047.0,18047.0
2024-05-01,,,,,,,6.839,151.0,151.0,,,,,,,,,,290.106,6443.0,6443.0,6283.126,53741.0,53741.0
2024-06-01,,,,,,,4.715,104.0,104.0,,,,,,,,,,293.943,6528.0,6528.0,6366.235,54451.0,54451.0
2024-07-01,,,,,,,4.643,104.0,104.0,,,,,,,,,,415.616,9231.0,9231.0,9001.432,76991.0,76991.0
2024-08-01,,,,,,,5.63,128.0,128.0,,,,,,,,,,420.971,9350.0,9350.0,9117.401,77982.0,77982.0
2024-09-01,,,,,,,4.222,93.0,93.0,,,,,,,,,,293.813,6526.0,6526.0,6363.409,54427.0,54427.0
2024-10-01,,,,,,,6.385,139.0,139.0,,,,,,,,,,165.338,3672.0,3672.0,3580.891,30628.0,30628.0
2024-11-01,,,,,,,6.214,139.0,139.0,,,,,,,,,,190.724,4236.0,4236.0,4130.701,35331.0,35331.0
2024-12-01,,,,,,,5.822,128.0,128.0,,,,,,,,,,251.289,5581.0,5581.0,5442.429,46550.0,46550.0
