measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2009-01-01,319.855,6146.0,6146.0,75.699,1454.0,1454.0
2009-02-01,386.685,7429.0,7429.0,69.652,1338.0,1338.0
2009-03-01,419.701,8063.0,8063.0,64.811,1245.0,1245.0
2009-04-01,381.06800000000004,7321.0,7321.0,55.674,1070.0,1070.0
2009-05-01,401.47200000000004,7713.0,7713.0,56.563,1087.0,1087.0
2009-06-01,427.291,8209.0,8209.0,52.424,1007.0,1007.0
2009-07-01,439.637,8446.0,8446.0,95.926,1843.0,1843.0
2009-08-01,390.194,7496.0,7496.0,98.364,1890.0,1890.0
2009-09-01,409.90700000000004,7875.0,7875.0,103.078,1980.0,1980.0
2009-10-01,420.87100000000004,8086.0,8086.0,80.60600000000001,1549.0,1549.0
2009-11-01,403.634,7754.0,7754.0,73.61,1414.0,1414.0
2009-12-01,421.785,8103.0,8103.0,84.49300000000001,1623.0,1623.0
