measured_on,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2004-01-01,3129.1580000000004,32981.0,32981.0
2004-02-01,6743.897,71080.0,71080.0
2004-03-01,10834.214,114192.0,114192.0
2004-04-01,19494.203,205468.0,205468.0
2004-05-01,34589.043,364568.0,364568.0
2004-06-01,21548.144,227117.0,227117.0
2004-07-01,22293.192,234970.0,234970.0
2004-08-01,28039.912,295540.0,295540.0
2004-09-01,14479.636,152615.0,152615.0
2004-10-01,4416.928,46554.0,46554.0
2004-11-01,15443.685000000001,162776.0,162776.0
2004-12-01,20162.99,212517.0,212517.0
2005-01-01,13427.625,148528.13,148528.13
2005-02-01,11903.939,131674.04,131674.04
2005-03-01,14205.264,157129.88,157129.88
2005-04-01,14563.881000000001,161096.68,161096.68
2005-05-01,11814.793,130687.97,130687.97
2005-06-01,20100.453,222338.84,222338.84
2005-07-01,25902.263,286514.88,286514.88
2005-08-01,27693.394,306327.28,306327.28
2005-09-01,18319.434,202638.31,202638.31
2005-10-01,12668.843,140134.95,140134.95
2005-11-01,11371.715,125786.92,125786.92
2005-12-01,12286.395,135904.54,135904.54
2006-01-01,2716.0,31441.0,31441.0
2006-02-01,1812.0,20171.0,20171.0
2006-03-01,665.0,6982.0,6982.0
2006-04-01,668.0,7037.0,7037.0
2006-05-01,3031.0,25446.0,25446.0
2006-06-01,9815.0,104981.0,104981.0
2006-07-01,20357.0,219582.0,219582.0
2006-08-01,22567.0,228340.0,228340.0
2006-09-01,1865.0,20564.0,20564.0
2006-10-01,571.0,5903.0,5903.0
2006-11-01,2195.0,78608.0,78608.0
2006-12-01,8585.0,88807.0,88807.0
2007-01-01,646.0,6779.0,6779.0
2007-02-01,643.0,6669.0,6669.0
2007-03-01,4293.0,44405.0,44405.0
2007-04-01,2720.0,28328.0,28328.0
2007-05-01,1702.0,28809.0,28809.0
2007-06-01,23628.0,249850.0,249850.0
2007-07-01,27010.0,276238.0,276238.0
2007-08-01,42175.0,450087.0,450087.0
2007-09-01,12313.0,131084.0,131084.0
2007-10-01,8981.0,95615.0,95615.0
2007-11-01,14629.0,151124.0,151124.0
2007-12-01,5481.0,57042.0,57042.0
2008-01-01,2066.0,22139.0,22139.0
2008-02-01,1248.0,12858.0,12858.0
2008-03-01,697.0,7162.0,7162.0
2008-04-01,1365.0,14464.0,14464.0
2008-05-01,3618.0,38124.0,38124.0
2008-06-01,29666.0,232178.0,232178.0
2008-07-01,37088.0,389103.0,389103.0
2008-08-01,18466.0,196618.0,196618.0
2008-09-01,14043.0,148446.0,148446.0
2008-10-01,2093.0,22024.0,22024.0
2008-11-01,940.0,10270.0,10270.0
2008-12-01,1079.0,11425.0,11425.0
2009-01-01,991.0,10611.0,10611.0
2009-02-01,636.0,6581.0,6581.0
2009-03-01,1892.0,19847.0,19847.0
2009-04-01,2775.0,33613.0,33613.0
2009-05-01,1194.0,14107.0,14107.0
2009-06-01,1622.0,18083.0,18083.0
2009-07-01,3142.0,35567.0,35567.0
2009-08-01,31360.0,351368.0,351368.0
2009-09-01,870.0,10045.0,10045.0
2009-10-01,1737.0,19557.0,19557.0
