measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,17054.0,176218.98,176218.98
2001-02-01,15202.0,157082.27,157082.27
2001-03-01,10542.0,108930.49,108930.49
2001-04-01,49666.0,513198.78,513198.78
2001-05-01,34169.0,353068.28,353068.28
2001-06-01,21261.0,219689.91,219689.91
2001-07-01,14691.0,151802.1,151802.1
2001-08-01,7864.0,81258.71,81258.71
2001-09-01,5762.0,59538.75,59538.75
2001-10-01,6067.0,62690.31,62690.31
2001-11-01,10944.0,113084.35,113084.35
2001-12-01,14084.0,145529.97,145529.97
2002-01-01,14849.0,151058.88,151058.88
2002-02-01,17366.0,176664.32,176664.32
2002-03-01,27039.0,275067.75,275067.75
2002-04-01,60575.0,616229.48,616229.48
2002-05-01,42795.0,435353.54,435353.54
2002-06-01,47388.0,482078.12,482078.12
2002-07-01,13019.0,132442.29,132442.29
2002-08-01,8008.0,81465.38,81465.38
2002-09-01,6442.0,65534.47,65534.47
2002-10-01,10663.0,108474.7,108474.7
2002-11-01,11619.0,118200.09,118200.09
2002-12-01,11619.0,118200.09,118200.09
2003-01-01,11900.0,121867.9,121867.9
2003-02-01,8400.0,86024.4,86024.4
2003-03-01,15670.0,160476.47,160476.47
2003-04-01,34244.0,350692.8,350692.8
2003-05-01,36455.0,373335.66,373335.66
2003-06-01,13811.0,141438.45,141438.45
2003-07-01,6234.0,63842.39,63842.39
2003-08-01,9321.0,95456.36,95456.36
2003-09-01,6009.0,61538.17,61538.17
2003-10-01,26243.0,268754.56,268754.56
2003-11-01,47079.0,482136.04,482136.04
2003-12-01,44171.0,452355.21,452355.21
2004-01-01,24983.0,250379.63,250379.63
2004-02-01,11166.0,111905.65,111905.65
2004-03-01,16167.0,162025.67,162025.67
2004-04-01,50519.0,506301.42,506301.42
2004-05-01,30485.0,305520.67,305520.67
2004-06-01,8840.0,88594.48,88594.48
2004-07-01,11543.0,115683.95,115683.95
2004-08-01,17964.0,180035.21,180035.21
2004-09-01,25564.0,256202.41,256202.41
2004-10-01,8367.0,83854.07,83854.07
2004-11-01,12568.0,125956.5,125956.5
2004-12-01,20387.0,204318.51,204318.51
2005-02-01,10090.0,100889.91,100889.91
2005-03-01,9703.0,97020.3,97020.3
2005-04-01,64335.0,643285.67,643285.67
2005-05-01,42011.0,420067.99,420067.99
2005-06-01,35320.0,353164.68,353164.68
2005-07-01,17532.0,175302.47,175302.47
2005-08-01,6045.0,60443.96,60443.96
2005-09-01,10877.0,108759.12,108759.12
2005-10-01,56593.0,565873.41,565873.41
2005-11-01,54783.0,547775.22,547775.22
2005-12-01,31663.0,316598.34,316598.34
2006-01-01,44345.0,439858.0,439858.0
2006-02-01,28159.0,279309.0,279309.0
2006-03-01,20489.0,203230.0,203230.0
2006-04-01,33881.0,336066.0,336066.0
2006-05-01,35643.0,353543.0,353543.0
2006-06-01,43905.0,435494.0,435494.0
2006-07-01,22837.0,226520.0,226520.0
2006-08-01,26883.0,266652.0,266652.0
2006-09-01,10410.0,103257.0,103257.0
2006-10-01,34951.0,346679.0,346679.0
2006-11-01,35225.0,349397.0,349397.0
2006-12-01,31458.0,312032.0,312032.0
2007-01-01,29794.0,294484.0,294484.0
2007-02-01,11527.0,113933.0,113933.0
2007-03-01,20169.0,199350.0,199350.0
2007-04-01,57084.0,564218.0,564218.0
2007-05-01,61625.0,609102.0,609102.0
2007-06-01,14997.0,148230.0,148230.0
2007-07-01,13718.0,135589.0,135589.0
2007-08-01,11454.0,113211.0,113211.0
2007-09-01,7962.0,78696.0,78696.0
2007-10-01,20207.0,199726.0,199726.0
2007-11-01,36078.0,356595.0,356595.0
2007-12-01,20829.0,205874.0,205874.0
