measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2022-06-01,15185.922,142295.0,142295.0
2022-07-01,17894.964,167679.0,167679.0
2022-08-01,17988.111,168552.0,168552.0
2022-09-01,15162.898,142079.0,142079.0
2022-10-01,11718.907,109808.0,109808.0
2022-11-01,10983.845,102920.0,102920.0
2022-12-01,12189.353,114217.0,114217.0
2023-01-01,5654.602,59191.0,59191.0
2023-02-01,6795.33,71133.0,71133.0
2023-03-01,9098.409,95241.0,95241.0
2023-04-01,10662.407,111613.0,111613.0
2023-05-01,12081.143,126463.0,126463.0
2023-06-01,18150.244,189994.0,189994.0
2023-07-01,19763.761,206884.0,206884.0
2023-08-01,27658.424,289524.0,289524.0
2023-09-01,18721.449,195973.0,195973.0
2023-10-01,10017.04,104857.0,104857.0
2023-11-01,9382.907,98219.0,98219.0
2023-12-01,4193.284,43894.0,43894.0
2024-01-01,12666.983,98106.0,98106.0
2024-02-01,8745.523,67735.0,67735.0
2024-03-01,9924.54,76866.0,76866.0
2024-04-01,9324.342,72217.0,72217.0
2024-05-01,12458.35,96490.0,96490.0
2024-06-01,14055.24,108859.0,108859.0
2024-07-01,15192.599,117667.0,117667.0
2024-08-01,17166.616,132957.0,132957.0
2024-09-01,14243.634,110317.0,110317.0
2024-10-01,12338.122,95559.0,95559.0
2024-11-01,9884.464,76556.0,76556.0
2024-12-01,10603.587,82125.0,82125.0
