measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2015-12-01,199.0,2500.0,2500.0
2016-01-01,472.61,5768.0,5768.0
2016-02-01,558.4,6816.0,6816.0
2016-03-01,377.431,4607.0,4607.0
2016-04-01,259.486,3167.0,3167.0
2016-05-01,481.319,5875.0,5875.0
2016-06-01,681.469,8318.0,8318.0
2016-07-01,546.86,6675.0,6675.0
2016-08-01,536.87,6553.0,6553.0
2016-09-01,640.086,7812.0,7812.0
2016-10-01,559.818,6833.0,6833.0
2016-11-01,484.585,5915.0,5915.0
2016-12-01,587.066,7165.0,7165.0
2017-01-01,550.986,6635.0,6635.0
2017-02-01,503.629,6064.0,6064.0
2017-03-01,543.785,6547.0,6547.0
2017-04-01,508.358,6121.0,6121.0
2017-05-01,535.079,6442.0,6442.0
2017-06-01,526.098,6334.0,6334.0
2017-07-01,539.321,6493.0,6493.0
2017-08-01,541.835,6524.0,6524.0
2017-09-01,501.308,6036.0,6036.0
2017-10-01,513.184,6179.0,6179.0
2017-11-01,534.414,6434.0,6434.0
2017-12-01,556.003,6694.0,6694.0
2018-01-01,492.817,6143.0,6143.0
2018-02-01,463.858,5781.0,5781.0
2018-03-01,500.638,6240.0,6240.0
2018-04-01,467.747,5830.0,5830.0
2018-05-01,470.581,5865.0,5865.0
2018-06-01,476.618,5940.0,5940.0
2018-07-01,490.435,6113.0,6113.0
2018-08-01,492.413,6137.0,6137.0
2018-09-01,445.312,5550.0,5550.0
2018-10-01,486.945,6069.0,6069.0
2018-11-01,483.653,6028.0,6028.0
2018-12-01,505.983,6306.0,6306.0
2019-01-01,490.062,6091.0,6091.0
2019-02-01,441.285,5485.0,5485.0
2019-03-01,474.319,5896.0,5896.0
2019-04-01,447.365,5561.0,5561.0
2019-05-01,462.571,5750.0,5750.0
2019-06-01,466.65,5800.0,5800.0
2019-07-01,480.662,5974.0,5974.0
2019-08-01,487.825,6063.0,6063.0
2019-09-01,457.709,5689.0,5689.0
2019-10-01,470.038,5842.0,5842.0
2019-11-01,462.317,5746.0,5746.0
2019-12-01,491.197,6105.0,6105.0
2020-01-01,599.573,7027.0,7027.0
2020-02-01,548.842,6433.0,6433.0
2020-03-01,603.827,7077.0,7077.0
2020-04-01,567.813,6655.0,6655.0
2020-05-01,585.362,6861.0,6861.0
2020-06-01,536.624,6289.0,6289.0
2020-07-01,575.871,6749.0,6749.0
2020-08-01,583.137,6835.0,6835.0
2020-09-01,547.552,6418.0,6418.0
2020-10-01,554.555,6500.0,6500.0
2020-11-01,543.612,6371.0,6371.0
2020-12-01,579.232,6789.0,6789.0
2021-01-01,498.722,6191.0,6191.0
2021-02-01,438.594,5445.0,5445.0
2021-03-01,498.39,6187.0,6187.0
2021-04-01,466.616,5793.0,5793.0
2021-05-01,478.921,5945.0,5945.0
2021-06-01,461.964,5735.0,5735.0
2021-07-01,473.176,5874.0,5874.0
2021-08-01,468.595,5817.0,5817.0
2021-09-01,457.819,5683.0,5683.0
2021-10-01,459.952,5710.0,5710.0
2021-11-01,443.195,5502.0,5502.0
2021-12-01,493.056,6121.0,6121.0
2022-01-01,341.903,4137.0,4137.0
2022-02-01,311.562,3771.0,3771.0
2022-03-01,342.267,4142.0,4142.0
2022-04-01,322.409,3902.0,3902.0
2022-05-01,325.027,3934.0,3934.0
2022-06-01,328.132,3971.0,3971.0
2022-07-01,337.835,4089.0,4089.0
2022-08-01,332.244,4021.0,4021.0
2022-09-01,312.795,3786.0,3786.0
2022-10-01,324.898,3932.0,3932.0
2022-11-01,317.167,3839.0,3839.0
2022-12-01,328.761,3979.0,3979.0
2023-01-01,371.044,4885.0,4885.0
2023-02-01,329.98,4344.0,4344.0
2023-03-01,357.123,4701.0,4701.0
2023-04-01,331.334,4362.0,4362.0
2023-05-01,373.369,4915.0,4915.0
2023-06-01,361.758,4762.0,4762.0
2023-07-01,368.904,4856.0,4856.0
2023-08-01,368.663,4853.0,4853.0
2023-09-01,341.604,4497.0,4497.0
2023-10-01,366.643,4827.0,4827.0
2023-11-01,366.26,4822.0,4822.0
2023-12-01,393.318,5178.0,5178.0
2024-01-01,408.724,5447.0,5447.0
2024-02-01,380.23,5067.0,5067.0
2024-03-01,395.419,5270.0,5270.0
2024-04-01,368.273,4908.0,4908.0
2024-05-01,404.511,5391.0,5391.0
2024-06-01,376.044,5011.0,5011.0
2024-07-01,396.43,5283.0,5283.0
2024-08-01,406.893,5423.0,5423.0
2024-09-01,383.552,5112.0,5112.0
2024-10-01,391.89,5223.0,5223.0
2024-11-01,385.307,5135.0,5135.0
2024-12-01,392.727,5234.0,5234.0
