measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2021-06-01,12.025,0.0,0.0
2021-07-01,12.249,0.0,0.0
2021-08-01,11.988,0.0,0.0
2021-09-01,11.807,0.0,0.0
2021-10-01,10.898,0.0,0.0
2021-11-01,9.894,0.0,0.0
2021-12-01,11.139,0.0,0.0
2022-01-01,1.232,0.0,0.0
2022-02-01,1.088,0.0,0.0
2022-03-01,1.263,0.0,0.0
2022-04-01,1.289,0.0,0.0
2022-05-01,1.461,0.0,0.0
2022-06-01,1.397,0.0,0.0
2022-07-01,1.422,0.0,0.0
2022-08-01,1.421,0.0,0.0
2022-09-01,1.36,0.0,0.0
2022-10-01,1.334,0.0,0.0
2022-11-01,1.336,0.0,0.0
2022-12-01,1.397,0.0,0.0
2023-01-01,-8.0,0.0,0.0
2023-02-01,-14.0,0.0,0.0
2023-03-01,-13.0,0.0,0.0
2023-04-01,-22.0,0.0,0.0
2023-05-01,-9.0,0.0,0.0
2023-06-01,-17.0,0.0,0.0
2023-07-01,-21.0,0.0,0.0
2023-08-01,-13.0,0.0,0.0
2023-09-01,-9.0,0.0,0.0
2023-10-01,-8.0,0.0,0.0
2023-11-01,-11.0,0.0,0.0
2023-12-01,-13.0,0.0,0.0
2024-01-01,-21.0,0.0,0.0
2024-02-01,-15.0,0.0,0.0
2024-03-01,-11.0,0.0,0.0
2024-04-01,-7.0,0.0,0.0
2024-05-01,-7.0,0.0,0.0
2024-06-01,-17.0,0.0,0.0
2024-07-01,-23.0,0.0,0.0
2024-08-01,-12.0,0.0,0.0
2024-09-01,-9.0,0.0,0.0
2024-10-01,-8.0,0.0,0.0
2024-11-01,-18.0,0.0,0.0
2024-12-01,-160.0,0.0,0.0
