measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2001-01-01,7.609,88.0,88.0,202.982,2014.0,2014.0
2001-02-01,6.361000000000001,74.0,74.0,169.667,1684.0,1684.0
2001-03-01,5.9,68.0,68.0,157.39,1562.0,1562.0
2001-04-01,5.468,63.0,63.0,145.862,1447.0,1447.0
2001-05-01,6.548,76.0,76.0,174.681,1733.0,1733.0
2001-06-01,7.001,81.0,81.0,186.763,1853.0,1853.0
2001-07-01,7.833,91.0,91.0,208.93200000000002,2073.0,2073.0
2001-08-01,7.784000000000001,90.0,90.0,207.63,2060.0,2060.0
2001-09-01,7.12,83.0,83.0,189.93800000000002,1885.0,1885.0
2001-10-01,6.915,80.0,80.0,184.46800000000002,1830.0,1830.0
2001-11-01,5.613,65.0,65.0,149.74,1486.0,1486.0
2001-12-01,5.846,68.0,68.0,155.948,1547.0,1547.0
2002-01-01,7.975,92.0,92.0,376.53,3571.0,3571.0
2002-02-01,7.641,88.0,88.0,360.755,3421.0,3421.0
2002-03-01,7.297000000000001,84.0,84.0,344.497,3267.0,3267.0
2002-04-01,7.279,84.0,84.0,343.682,3259.0,3259.0
2002-05-01,6.3260000000000005,73.0,73.0,298.683,2832.0,2832.0
2002-06-01,8.014000000000001,92.0,92.0,378.355,3588.0,3588.0
2002-07-01,9.323,108.0,108.0,440.168,4174.0,4174.0
2002-08-01,8.551,99.0,99.0,403.695,3828.0,3828.0
2002-09-01,7.651000000000001,88.0,88.0,361.22200000000004,3425.0,3425.0
2002-10-01,7.514,87.0,87.0,354.73900000000003,3364.0,3364.0
2002-11-01,7.949000000000001,92.0,92.0,375.286,3559.0,3559.0
2002-12-01,8.48,98.0,98.0,400.387,3797.0,3797.0
2003-01-01,9.814,382.0,382.0,71.721,1559.0,1559.0
2003-02-01,8.526,332.0,332.0,62.308,1354.0,1354.0
2003-03-01,7.642,297.0,297.0,55.848000000000006,1214.0,1214.0
2003-04-01,6.658,259.0,259.0,48.654,1057.0,1057.0
2003-05-01,7.372000000000001,287.0,287.0,53.873000000000005,1171.0,1171.0
2003-06-01,7.68,299.0,299.0,56.126000000000005,1220.0,1220.0
2003-07-01,10.487,408.0,408.0,76.63600000000001,1666.0,1666.0
2003-08-01,10.272,400.0,400.0,75.068,1632.0,1632.0
2003-09-01,8.584,334.0,334.0,62.728,1363.0,1363.0
2003-10-01,8.221,320.0,320.0,60.074000000000005,1306.0,1306.0
2003-11-01,9.046000000000001,352.0,352.0,66.105,1437.0,1437.0
2003-12-01,9.696,377.0,377.0,70.858,1540.0,1540.0
2004-01-01,-10.037,271.0,271.0,-28.308,469.0,469.0
2004-02-01,-5.742,155.0,155.0,-28.138,466.0,466.0
2004-03-01,-3.5330000000000004,95.0,95.0,-32.199,534.0,534.0
2004-04-01,-2.4010000000000002,65.0,65.0,-31.266000000000002,518.0,518.0
2004-05-01,-2.4410000000000003,66.0,66.0,-34.722,575.0,575.0
2004-06-01,-2.305,62.0,62.0,-35.31,585.0,585.0
2004-07-01,-2.6270000000000002,71.0,71.0,-37.233000000000004,617.0,617.0
2004-08-01,-3.3760000000000003,91.0,91.0,-34.505,572.0,572.0
2004-09-01,-3.444,93.0,93.0,-32.361000000000004,536.0,536.0
2004-10-01,-3.3840000000000003,91.0,91.0,-32.231,534.0,534.0
2004-11-01,-3.09,83.0,83.0,-29.368000000000002,487.0,487.0
2004-12-01,-6.62,179.0,179.0,-28.358,470.0,470.0
2005-01-01,6.126,364.87,364.87,16.439,745.13,745.13
2005-02-01,2.105,125.36,125.36,13.151,596.11,596.11
2005-03-01,2.333,138.94,138.94,18.25,827.22,827.22
2005-04-01,2.826,168.3,168.3,17.324,785.24,785.24
2005-05-01,2.624,156.31,156.31,16.566000000000003,750.88,750.88
2005-06-01,3.406,202.87,202.87,31.271,1417.44,1417.44
2005-07-01,3.467,206.5,206.5,41.167,1865.99,1865.99
2005-08-01,4.073,242.59,242.59,40.895,1853.68,1853.68
2005-09-01,2.666,158.8,158.8,24.76,1122.28,1122.28
2005-10-01,2.9610000000000003,176.35,176.35,17.556,795.77,795.77
2005-11-01,2.38,141.77,141.77,15.386000000000001,697.43,697.43
2005-12-01,5.033,299.77,299.77,19.234,871.84,871.84
2006-01-01,4.231,254.0,254.0,15.808000000000002,603.0,603.0
2006-02-01,2.214,133.0,133.0,17.87,681.0,681.0
2006-03-01,1.86,112.0,112.0,23.548000000000002,898.0,898.0
2006-04-01,3.5620000000000003,214.0,214.0,19.487000000000002,743.0,743.0
2006-05-01,3.33,200.0,200.0,25.669,979.0,979.0
2006-06-01,3.027,182.0,182.0,33.065,1261.0,1261.0
2006-07-01,4.384,263.0,263.0,59.168000000000006,2256.0,2256.0
2006-08-01,4.253,255.0,255.0,52.576,2005.0,2005.0
2006-09-01,1.9540000000000002,117.0,117.0,30.926000000000002,1179.0,1179.0
2006-10-01,2.064,124.0,124.0,33.499,1277.0,1277.0
2006-11-01,2.43,146.0,146.0,22.521,859.0,859.0
2006-12-01,2.693,162.0,162.0,22.862000000000002,872.0,872.0
2007-01-01,13.475,507.0,507.0,42.961,1619.0,1619.0
2007-02-01,6.228000000000001,233.0,233.0,33.496,1262.0,1262.0
2007-03-01,1.223,47.0,47.0,14.297,539.0,539.0
2007-04-01,0.9810000000000001,35.0,35.0,7.667000000000001,289.0,289.0
2007-05-01,16.834,635.0,635.0,22.391000000000002,844.0,844.0
2007-06-01,12.976,489.0,489.0,18.534000000000002,698.0,698.0
2007-07-01,1.358,52.0,52.0,63.974000000000004,2411.0,2411.0
2007-08-01,8.683,326.0,326.0,64.616,2435.0,2435.0
2007-09-01,1.1640000000000001,47.0,47.0,12.446,469.0,469.0
2007-10-01,0.46,17.0,17.0,8.637,325.0,325.0
2007-11-01,6.269,239.0,239.0,3.92,148.0,148.0
2007-12-01,1.7710000000000001,64.0,64.0,6.64,250.0,250.0
2008-01-01,10.199,111.0,111.0,30.078000000000003,323.0,323.0
2008-02-01,1.685,17.0,17.0,9.221,99.0,99.0
2008-03-01,6.5760000000000005,70.0,70.0,23.183,249.0,249.0
2008-04-01,3.996,41.0,41.0,6.48,70.0,70.0
2008-05-01,1.3840000000000001,17.0,17.0,5.007000000000001,54.0,54.0
2008-06-01,0.59,6.0,6.0,31.289,337.0,337.0
2008-07-01,1.794,17.0,17.0,86.224,927.0,927.0
2008-08-01,6.402,70.0,70.0,102.99600000000001,1108.0,1108.0
2008-09-01,12.212,134.0,134.0,13.959000000000001,150.0,150.0
2008-10-01,30.866000000000003,332.0,332.0,19.512,210.0,210.0
2008-11-01,4.796,52.0,52.0,39.217,422.0,422.0
2008-12-01,4.5280000000000005,47.0,47.0,40.806000000000004,439.0,439.0
2009-01-01,1.47,17.0,17.0,20.224,214.0,214.0
2009-02-01,5.098,52.0,52.0,6.359,68.0,68.0
2009-03-01,0.6890000000000001,6.0,6.0,16.336000000000002,173.0,173.0
2009-04-01,3.466,35.0,35.0,17.862000000000002,190.0,190.0
2009-05-01,26.652,284.0,284.0,14.747,157.0,157.0
2009-06-01,10.969000000000001,116.0,116.0,45.642,485.0,485.0
2009-07-01,18.86,203.0,203.0,66.906,711.0,711.0
2009-08-01,14.007000000000001,151.0,151.0,67.738,719.0,719.0
2009-09-01,14.885,157.0,157.0,18.359,195.0,195.0
2009-10-01,5.123,52.0,52.0,10.463000000000001,111.0,111.0
2009-11-01,9.305,99.0,99.0,6.297000000000001,67.0,67.0
2009-12-01,9.623000000000001,104.0,104.0,41.92,445.0,445.0
2010-01-01,11.434000000000001,122.0,122.0,10.796000000000001,117.0,117.0
2010-02-01,13.43,145.0,145.0,6.489,69.0,69.0
2010-03-01,1.81,17.0,17.0,7.941000000000001,85.0,85.0
2010-04-01,2.468,29.0,29.0,5.561,59.0,59.0
2010-05-01,14.592,157.0,157.0,11.886000000000001,127.0,127.0
2010-06-01,9.700000000000001,104.0,104.0,35.632000000000005,381.0,381.0
2010-07-01,0.999,12.0,12.0,61.525000000000006,658.0,658.0
2010-08-01,3.484,35.0,35.0,96.07900000000001,1028.0,1028.0
2010-09-01,1.355,12.0,12.0,10.6,113.0,113.0
2010-10-01,7.418,81.0,81.0,8.863,95.0,95.0
2010-11-01,23.59,255.0,255.0,7.963,85.0,85.0
2010-12-01,6.765000000000001,70.0,70.0,6.62,71.0,71.0
2011-01-01,11.562,128.0,128.0,4.869,52.0,52.0
2011-02-01,3.622,41.0,41.0,4.378,47.0,47.0
2011-03-01,18.486,197.0,197.0,11.716,125.0,125.0
2011-04-01,12.667,133.0,133.0,4.839,52.0,52.0
2011-05-01,6.817,75.0,75.0,6.161,66.0,66.0
2011-06-01,12.714,133.0,133.0,17.284,185.0,185.0
2011-07-01,6.977,75.0,75.0,74.294,795.0,795.0
2011-08-01,3.595,41.0,41.0,47.321,506.0,506.0
2011-09-01,1.685,17.0,17.0,12.255,131.0,131.0
2011-10-01,5.043,52.0,52.0,4.525,48.0,48.0
2011-11-01,7.278,75.0,75.0,4.737,51.0,51.0
2011-12-01,7.158,75.0,75.0,3.017,32.0,32.0
2012-01-01,6.607,75.0,75.0,1.977,20.0,20.0
2012-02-01,12.193,128.0,128.0,1.571,17.0,17.0
2012-03-01,8.726,93.0,93.0,2.686,28.0,28.0
2012-04-01,26.515,278.0,278.0,7.437,79.0,79.0
2012-05-01,18.903,203.0,203.0,20.527,218.0,218.0
2012-06-01,5.049,52.0,52.0,44.223,469.0,469.0
2012-07-01,5.555,58.0,58.0,105.038,1114.0,1114.0
2012-08-01,4.669,52.0,52.0,38.941,413.0,413.0
2012-09-01,5.649,58.0,58.0,7.54,80.0,80.0
2012-10-01,4.513,46.0,46.0,4.427,47.0,47.0
2012-11-01,5.741,58.0,58.0,4.926,52.0,52.0
2012-12-01,3.096,35.0,35.0,1.491,16.0,16.0
2013-01-01,7.032,87.0,87.0,1.361,14.0,14.0
2013-02-01,4.217,46.0,46.0,1.861,20.0,20.0
2013-03-01,11.296,116.0,116.0,3.163,33.0,33.0
2013-04-01,56.664,592.0,592.0,3.997,42.0,42.0
2013-05-01,20.169,209.0,209.0,7.329,77.0,77.0
2013-06-01,4.006,41.0,41.0,12.433,130.0,130.0
2013-07-01,3.396,35.0,35.0,35.222,369.0,369.0
2013-08-01,6.345,64.0,64.0,38.917,408.0,408.0
2013-09-01,7.352,75.0,75.0,17.604,185.0,185.0
2013-10-01,24.195,255.0,255.0,4.541,48.0,48.0
2013-11-01,16.311,168.0,168.0,10.145,106.0,106.0
2013-12-01,9.977,104.0,104.0,7.467,78.0,78.0
2014-01-01,9.786,104.0,104.0,2.601,29.0,29.0
2014-02-01,4.054,46.0,46.0,2.324,25.0,25.0
2014-03-01,27.27,296.0,296.0,3.997,43.0,43.0
2014-04-01,5.605,58.0,58.0,14.291,154.0,154.0
2014-05-01,11.529,122.0,122.0,21.221,229.0,229.0
2014-06-01,2.448,29.0,29.0,7.655,82.0,82.0
2014-07-01,11.004,116.0,116.0,14.142,152.0,152.0
2014-08-01,3.931,41.0,41.0,17.366,187.0,187.0
2014-09-01,5.481,58.0,58.0,5.305,57.0,57.0
2014-10-01,19.47,209.0,209.0,8.878,96.0,96.0
2014-11-01,13.751,151.0,151.0,5.79,62.0,62.0
2014-12-01,6.823,75.0,75.0,7.278,78.0,78.0
2015-01-01,2.733,29.0,29.0,4.853,49.0,49.0
2015-02-01,4.023,41.0,41.0,1.497,15.0,15.0
2015-03-01,5.782,58.0,58.0,3.844,39.0,39.0
2015-04-01,8.36,87.0,87.0,6.013,62.0,62.0
2015-05-01,2.741,29.0,29.0,4.269,44.0,44.0
2015-06-01,6.389,64.0,64.0,15.934,163.0,163.0
2015-07-01,21.55,220.0,220.0,31.986,328.0,328.0
2015-08-01,5.896,58.0,58.0,19.876,204.0,204.0
2015-09-01,2.003,23.0,23.0,10.579,108.0,108.0
2015-10-01,3.171,35.0,35.0,2.601,27.0,27.0
2015-11-01,14.823,151.0,151.0,3.71,38.0,38.0
2015-12-01,5.226,52.0,52.0,3.141,32.0,32.0
2016-01-01,1.863,29.0,29.0,1.638,17.0,17.0
2016-02-01,5.019,52.0,52.0,1.972,21.0,21.0
2016-03-01,2.225,23.0,23.0,3.211,34.0,34.0
2016-04-01,8.693,93.0,93.0,8.347,89.0,89.0
2016-05-01,3.406,35.0,35.0,5.218,55.0,55.0
2016-06-01,7.604,81.0,81.0,25.925,275.0,275.0
2016-07-01,12.343,133.0,133.0,19.13,203.0,203.0
2016-08-01,14.726,157.0,157.0,19.111,203.0,203.0
2016-09-01,7.354,75.0,75.0,4.734,50.0,50.0
2016-10-01,6.283,64.0,64.0,9.242,98.0,98.0
2016-11-01,1.881,17.0,17.0,13.656,145.0,145.0
2016-12-01,4.622,46.0,46.0,3.797,40.0,40.0
2017-01-01,4.776,58.0,58.0,4.505,48.0,48.0
2017-02-01,2.604,29.0,29.0,2.935,31.0,31.0
2017-03-01,3.348,35.0,35.0,5.753,60.0,60.0
2017-04-01,4.06,41.0,41.0,6.317,66.0,66.0
2017-05-01,4.328,46.0,46.0,5.017,53.0,53.0
2017-06-01,2.973,29.0,29.0,10.06,105.0,105.0
2017-07-01,2.337,23.0,23.0,27.325,286.0,286.0
2017-08-01,1.934,17.0,17.0,17.213,180.0,180.0
2017-09-01,3.027,29.0,29.0,9.099,95.0,95.0
2017-10-01,3.514,35.0,35.0,6.796,71.0,71.0
2017-11-01,5.495,58.0,58.0,4.84,51.0,51.0
2017-12-01,5.362,58.0,58.0,5.382,56.0,56.0
2018-01-01,7.078,75.0,75.0,4.395,46.0,46.0
2018-02-01,5.297,58.0,58.0,3.828,41.0,41.0
2018-03-01,7.737,81.0,81.0,7.116,77.0,77.0
2018-04-01,5.503,58.0,58.0,5.645,61.0,61.0
2018-05-01,7.114,75.0,75.0,22.407,242.0,242.0
2018-06-01,9.953,110.0,110.0,18.709,202.0,202.0
2018-07-01,4.243,46.0,46.0,26.815,289.0,289.0
2018-08-01,5.778,64.0,64.0,18.051,195.0,195.0
2018-09-01,6.221,70.0,70.0,6.776,73.0,73.0
2018-10-01,6.694,70.0,70.0,19.239,208.0,208.0
2018-11-01,6.477,70.0,70.0,12.481,135.0,135.0
2018-12-01,6.926,75.0,75.0,5.517,60.0,60.0
2019-01-01,5.08,58.0,58.0,1.904,19.0,19.0
2019-02-01,4.73,46.0,46.0,5.161,52.0,52.0
2019-03-01,6.836,70.0,70.0,5.24,53.0,53.0
2019-04-01,3.978,41.0,41.0,6.781,68.0,68.0
2019-05-01,7.008,70.0,70.0,14.736,148.0,148.0
2019-06-01,6.001,58.0,58.0,10.942,110.0,110.0
2019-07-01,3.582,35.0,35.0,14.542,146.0,146.0
2019-08-01,4.723,46.0,46.0,17.137,172.0,172.0
2019-09-01,5.422,52.0,52.0,8.44,85.0,85.0
2019-10-01,5.74,58.0,58.0,2.737,28.0,28.0
2019-11-01,5.022,52.0,52.0,2.728,27.0,27.0
2019-12-01,5.361,52.0,52.0,6.169,62.0,62.0
2020-01-01,1.064,17.0,17.0,3.505,38.0,38.0
2020-02-01,1.106,12.0,12.0,2.199,24.0,24.0
2020-03-01,0.945,12.0,12.0,1.549,17.0,17.0
2020-04-01,1.071,12.0,12.0,1.313,14.0,14.0
2020-05-01,1.235,12.0,12.0,1.43,16.0,16.0
2020-06-01,1.488,17.0,17.0,3.88,42.0,42.0
2020-07-01,0.759,6.0,6.0,5.267,57.0,57.0
2020-08-01,1.231,12.0,12.0,3.163,34.0,34.0
2020-09-01,0.943,12.0,12.0,2.007,22.0,22.0
2020-10-01,1.176,12.0,12.0,3.001,33.0,33.0
2020-11-01,1.58,17.0,17.0,1.349,15.0,15.0
2020-12-01,1.26,12.0,12.0,1.479,16.0,16.0
