measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2018-01-01,-2.935,0.0,0.0,54.233,494.0,494.0
2018-02-01,-2.438,0.0,0.0,50.408,459.0,459.0
2018-03-01,-2.738,0.0,0.0,84.558,770.0,770.0
2018-04-01,-2.775,0.0,0.0,84.142,766.0,766.0
2018-05-01,-2.767,0.0,0.0,97.424,887.0,887.0
2018-06-01,-2.665,0.0,0.0,108.21,985.0,985.0
2018-07-01,-2.763,0.0,0.0,115.171,1049.0,1049.0
2018-08-01,-2.735,0.0,0.0,100.129,912.0,912.0
2018-09-01,-2.522,0.0,0.0,66.379,604.0,604.0
2018-10-01,-2.489,0.0,0.0,61.29,558.0,558.0
2018-11-01,-2.32,0.0,0.0,47.672,434.0,434.0
2018-12-01,-2.853,0.0,0.0,45.384,413.0,413.0
2019-01-01,-5.165,0.0,0.0,51.87,462.0,462.0
2019-02-01,-3.99,0.0,0.0,62.076,553.0,553.0
2019-03-01,-4.114,0.0,0.0,87.48,779.0,779.0
2019-04-01,-4.635,0.0,0.0,83.082,740.0,740.0
2019-05-01,-4.966,0.0,0.0,90.801,809.0,809.0
2019-06-01,-4.983,0.0,0.0,98.976,881.0,881.0
2019-07-01,-4.879,0.0,0.0,110.912,988.0,988.0
2019-08-01,-5.379,0.0,0.0,99.476,886.0,886.0
2019-09-01,-5.034,0.0,0.0,85.22,759.0,759.0
2019-10-01,-5.259,0.0,0.0,61.105,544.0,544.0
2019-11-01,-5.196,0.0,0.0,58.557,521.0,521.0
2019-12-01,-5.4,0.0,0.0,36.445,325.0,325.0
2020-01-01,-3.41,0.0,0.0,48.994,430.0,430.0
2020-02-01,-2.905,0.0,0.0,55.045,483.0,483.0
2020-03-01,-3.431,0.0,0.0,78.838,691.0,691.0
2020-04-01,-3.113,0.0,0.0,81.983,719.0,719.0
2020-05-01,-3.259,0.0,0.0,107.293,941.0,941.0
2020-06-01,-2.974,0.0,0.0,112.628,987.0,987.0
2020-07-01,-3.331,0.0,0.0,106.078,930.0,930.0
2020-08-01,-3.184,0.0,0.0,91.656,804.0,804.0
2020-09-01,-3.041,0.0,0.0,84.216,738.0,738.0
2020-10-01,-3.216,0.0,0.0,60.815,533.0,533.0
2020-11-01,-2.985,0.0,0.0,55.805,489.0,489.0
2020-12-01,-3.151,0.0,0.0,38.649,339.0,339.0
2021-01-01,0.0,0.0,0.0,49.742,440.0,440.0
2021-02-01,0.0,0.0,0.0,29.621,262.0,262.0
2021-03-01,0.0,0.0,0.0,97.125,859.0,859.0
2021-04-01,0.0,0.0,0.0,95.774,847.0,847.0
2021-05-01,0.0,0.0,0.0,108.334,958.0,958.0
2021-06-01,0.0,0.0,0.0,107.884,954.0,954.0
2021-07-01,0.0,0.0,0.0,103.652,917.0,917.0
2021-08-01,0.0,0.0,0.0,90.665,802.0,802.0
2021-09-01,0.0,0.0,0.0,81.909,724.0,724.0
2021-10-01,0.0,0.0,0.0,65.635,580.0,580.0
2021-11-01,0.0,0.0,0.0,56.744,502.0,502.0
2021-12-01,0.0,0.0,0.0,50.915,450.0,450.0
2022-01-01,0.0,0.0,0.0,50.34,172.0,172.0
2022-02-01,0.0,0.0,0.0,61.451,210.0,210.0
2022-03-01,0.0,0.0,0.0,82.31,281.0,281.0
2022-04-01,0.0,0.0,0.0,97.409,332.0,332.0
2022-05-01,0.0,0.0,0.0,99.934,341.0,341.0
2022-06-01,0.0,0.0,0.0,103.563,353.0,353.0
2022-07-01,0.0,0.0,0.0,105.359,359.0,359.0
2022-08-01,0.0,0.0,0.0,107.97,368.0,368.0
2022-09-01,0.0,0.0,0.0,90.305,308.0,308.0
2022-10-01,0.0,0.0,0.0,74.81,255.0,255.0
2022-11-01,0.0,0.0,0.0,59.478,203.0,203.0
2022-12-01,0.0,0.0,0.0,45.071,154.0,154.0
2023-01-01,0.0,0.0,0.0,36.0,123.0,123.0
2023-02-01,0.0,0.0,0.0,60.0,205.0,205.0
2023-03-01,0.0,0.0,0.0,89.0,304.0,304.0
2023-04-01,0.0,0.0,0.0,105.0,358.0,358.0
2023-05-01,0.0,0.0,0.0,142.0,485.0,485.0
2023-06-01,0.0,0.0,0.0,105.0,358.0,358.0
2023-07-01,0.0,0.0,0.0,120.0,409.0,409.0
2023-08-01,0.0,0.0,0.0,105.0,358.0,358.0
2023-09-01,0.0,0.0,0.0,84.0,287.0,287.0
2023-10-01,0.0,0.0,0.0,70.0,239.0,239.0
2023-11-01,0.0,0.0,0.0,59.0,201.0,201.0
2023-12-01,0.0,0.0,0.0,35.0,119.0,119.0
2024-01-01,0.0,0.0,0.0,22.0,75.0,75.0
2024-02-01,0.0,0.0,0.0,61.0,208.0,208.0
2024-03-01,0.0,0.0,0.0,81.0,276.0,276.0
2024-04-01,0.0,0.0,0.0,94.0,321.0,321.0
2024-05-01,0.0,0.0,0.0,108.0,368.0,368.0
2024-06-01,0.0,0.0,0.0,125.0,427.0,427.0
2024-07-01,0.0,0.0,0.0,120.0,409.0,409.0
2024-08-01,0.0,0.0,0.0,86.0,293.0,293.0
2024-09-01,0.0,0.0,0.0,88.0,300.0,300.0
2024-10-01,0.0,0.0,0.0,92.0,314.0,314.0
2024-11-01,0.0,0.0,0.0,57.0,194.0,194.0
2024-12-01,0.0,0.0,0.0,33.0,113.0,113.0
