measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2022-03-01,0.0,0.0,0.0,383.547,1309.0,1309.0
2022-04-01,0.0,0.0,0.0,448.344,1530.0,1530.0
2022-05-01,0.0,0.0,0.0,447.124,1526.0,1526.0
2022-06-01,0.0,0.0,0.0,474.247,1618.0,1618.0
2022-07-01,0.0,0.0,0.0,490.269,1673.0,1673.0
2022-08-01,0.0,0.0,0.0,487.986,1665.0,1665.0
2022-09-01,0.0,0.0,0.0,412.914,1409.0,1409.0
2022-10-01,0.0,0.0,0.0,402.167,1372.0,1372.0
2022-11-01,0.0,0.0,0.0,288.989,986.0,986.0
2022-12-01,0.0,0.0,0.0,220.413,752.0,752.0
2023-01-01,0.0,0.0,0.0,-1.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,222.0,757.0,757.0
2023-03-01,0.0,0.0,0.0,577.0,1969.0,1969.0
2023-04-01,0.0,0.0,0.0,815.0,2781.0,2781.0
2023-05-01,0.0,0.0,0.0,1257.0,4289.0,4289.0
2023-06-01,0.0,0.0,0.0,994.0,3392.0,3392.0
2023-07-01,0.0,0.0,0.0,940.0,3207.0,3207.0
2023-08-01,0.0,0.0,0.0,915.0,3122.0,3122.0
2023-09-01,0.0,0.0,0.0,823.0,2808.0,2808.0
2023-10-01,0.0,0.0,0.0,418.0,1426.0,1426.0
2023-11-01,0.0,0.0,0.0,317.0,1082.0,1082.0
2023-12-01,0.0,0.0,0.0,154.0,525.0,525.0
2024-01-01,0.0,0.0,0.0,130.0,444.0,444.0
2024-02-01,0.0,0.0,0.0,527.0,1798.0,1798.0
2024-03-01,0.0,0.0,0.0,705.0,2405.0,2405.0
2024-04-01,0.0,0.0,0.0,799.0,2726.0,2726.0
2024-05-01,0.0,0.0,0.0,1103.0,3763.0,3763.0
2024-06-01,0.0,0.0,0.0,1000.0,3412.0,3412.0
2024-07-01,0.0,0.0,0.0,585.0,1996.0,1996.0
2024-08-01,0.0,0.0,0.0,68.0,232.0,232.0
2024-09-01,0.0,0.0,0.0,846.0,2887.0,2887.0
2024-10-01,0.0,0.0,0.0,694.0,2368.0,2368.0
2024-11-01,0.0,0.0,0.0,378.0,1290.0,1290.0
2024-12-01,0.0,0.0,0.0,122.0,416.0,416.0
