measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2024-01-01,114.0,389.0,389.0
2024-02-01,243.0,829.0,829.0
2024-03-01,452.0,1542.0,1542.0
2024-04-01,378.0,1290.0,1290.0
2024-05-01,494.0,1686.0,1686.0
2024-06-01,414.0,1413.0,1413.0
2024-07-01,486.0,1658.0,1658.0
2024-08-01,400.0,1365.0,1365.0
2024-09-01,639.0,2180.0,2180.0
2024-10-01,391.0,1334.0,1334.0
2024-11-01,127.0,433.0,433.0
2024-12-01,93.0,317.0,317.0
