measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,-66.0,0.0,0.0
2003-02-01,0.0,0.0,0.0,-58.0,0.0,0.0
2003-03-01,0.0,0.0,0.0,-53.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,-41.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,,,
2003-07-01,0.0,0.0,0.0,2755.0,56426.0,56426.0
2003-08-01,0.0,0.0,0.0,2390.0,44236.0,44236.0
2003-09-01,0.0,0.0,0.0,-33.0,0.0,0.0
2003-10-01,0.0,0.0,0.0,-37.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,195.0,4386.0,4386.0
2003-12-01,0.0,0.0,0.0,-57.0,0.0,0.0
2004-01-01,0.0,0.0,0.0,22.654,688.0,688.0
2004-02-01,0.0,0.0,0.0,30.378,922.0,922.0
2004-03-01,0.0,0.0,0.0,135.92100000000002,4126.0,4126.0
2004-04-01,0.0,0.0,0.0,46.866,1423.0,1423.0
2004-05-01,0.0,0.0,0.0,204.78300000000002,6216.0,6216.0
2004-06-01,0.0,0.0,0.0,203.95100000000002,6191.0,6191.0
2004-07-01,0.0,0.0,0.0,298.029,9046.0,9046.0
2004-08-01,0.0,0.0,0.0,392.07300000000004,11901.0,11901.0
2004-09-01,0.0,0.0,0.0,142.953,4339.0,4339.0
2004-10-01,0.0,0.0,0.0,8.209,249.0,249.0
2004-11-01,0.0,0.0,0.0,28.542,866.0,866.0
2004-12-01,0.0,0.0,0.0,27.641000000000002,839.0,839.0
2005-01-01,0.0,0.0,0.0,230.78400000000002,4582.73,4582.73
2005-02-01,0.0,0.0,0.0,191.584,3804.32,3804.32
2005-03-01,0.0,0.0,0.0,237.26100000000002,4711.34,4711.34
2005-04-01,0.0,0.0,0.0,233.775,4642.13,4642.13
2005-05-01,0.0,0.0,0.0,275.583,5472.32,5472.32
2005-06-01,0.0,0.0,0.0,347.79400000000004,6906.21,6906.21
2005-07-01,0.0,0.0,0.0,435.89,8655.55,8655.55
2005-08-01,0.0,0.0,0.0,451.53400000000005,8966.21,8966.21
2005-09-01,0.0,0.0,0.0,343.589,6822.73,6822.73
2005-10-01,0.0,0.0,0.0,274.486,5450.53,5450.53
2005-11-01,0.0,0.0,0.0,234.18200000000002,4650.2,4650.2
2005-12-01,0.0,0.0,0.0,228.538,4538.12,4538.12
2006-01-01,0.0,0.0,0.0,329.603,5987.0,5987.0
2006-02-01,0.0,0.0,0.0,391.04400000000004,7103.0,7103.0
2006-03-01,0.0,0.0,0.0,446.021,8102.0,8102.0
2006-04-01,0.0,0.0,0.0,498.884,9062.0,9062.0
2006-05-01,0.0,0.0,0.0,577.8330000000001,10496.0,10496.0
2006-06-01,0.0,0.0,0.0,736.316,13375.0,13375.0
2006-07-01,0.0,0.0,0.0,925.71,16815.0,16815.0
2006-08-01,0.0,0.0,0.0,937.384,17027.0,17027.0
2006-09-01,0.0,0.0,0.0,637.798,11585.0,11585.0
2006-10-01,0.0,0.0,0.0,577.47,10489.0,10489.0
2006-11-01,0.0,0.0,0.0,428.86100000000005,7790.0,7790.0
2006-12-01,0.0,0.0,0.0,447.077,8121.0,8121.0
2007-01-01,0.0,0.0,0.0,58.391000000000005,1692.0,1692.0
2007-02-01,0.0,0.0,0.0,172.643,5002.0,5002.0
2007-03-01,0.0,0.0,0.0,104.147,3017.0,3017.0
2007-04-01,0.0,0.0,0.0,48.705,1411.0,1411.0
2007-05-01,0.0,0.0,0.0,447.588,12967.0,12967.0
2007-06-01,0.0,0.0,0.0,770.428,22320.0,22320.0
2007-07-01,0.0,0.0,0.0,1435.04,41573.0,41573.0
2007-08-01,0.0,0.0,0.0,2595.813,75201.0,75201.0
2007-09-01,0.0,0.0,0.0,685.068,19846.0,19846.0
2007-10-01,0.0,0.0,0.0,413.945,11992.0,11992.0
2007-11-01,0.0,0.0,0.0,55.681000000000004,1613.0,1613.0
2007-12-01,0.0,0.0,0.0,441.552,12792.0,12792.0
2008-01-01,0.0,0.0,0.0,-56.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,-48.0,726.0,726.0
2008-03-01,0.0,0.0,0.0,-52.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,142.0,1950.0,1950.0
2008-05-01,0.0,0.0,0.0,-45.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,356.0,9243.0,9243.0
2008-07-01,0.0,0.0,0.0,2558.0,34627.0,34627.0
2008-08-01,0.0,0.0,0.0,1615.0,32061.0,32061.0
2008-09-01,0.0,0.0,0.0,-43.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,-66.0,0.0,0.0
2009-01-01,,,,-70.0,0.0,0.0
2009-02-01,,,,-57.0,0.0,0.0
2009-03-01,,,,-58.0,0.0,0.0
2009-04-01,,,,-50.0,0.0,0.0
2009-05-01,,,,337.0,10352.0,10352.0
2009-06-01,,,,12001.0,198770.0,198770.0
2009-07-01,,,,944.0,16659.0,16659.0
2009-08-01,,,,4090.0,65198.0,65198.0
2009-09-01,,,,-38.0,0.0,0.0
2009-10-01,,,,95.0,2161.0,2161.0
2009-11-01,,,,-39.0,876.0,876.0
2009-12-01,,,,-68.0,0.0,0.0
2010-01-01,,,,1.0,950.0,950.0
2010-02-01,,,,-62.0,0.0,0.0
2010-03-01,,,,-37.0,316.0,316.0
2010-04-01,,,,-44.0,0.0,0.0
2010-05-01,,,,164.0,4317.0,4317.0
