measured_on,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Generation,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Quantity Consumed For Electricity,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Total Fuel Consumed,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2005-05-01,3222.4080000000004,52691.82,52691.82,0.0,0.0,0.0
2005-06-01,3192.4750000000004,52202.37,52202.37,0.0,0.0,0.0
2005-07-01,3305.637,54052.76,54052.76,0.0,0.0,0.0
2005-08-01,3290.6960000000004,53808.46,53808.46,0.0,0.0,0.0
2005-09-01,3099.8140000000003,50687.21,50687.21,0.0,0.0,0.0
2005-10-01,3129.032,51164.98,51164.98,0.0,0.0,0.0
2005-11-01,3151.464,51531.78,51531.78,0.0,0.0,0.0
2005-12-01,3158.492,51646.7,51646.7,0.0,0.0,0.0
2006-01-01,2565.2760000000003,41547.0,41547.0,41.693000000000005,579.0,579.0
2006-02-01,2370.705,38395.0,38395.0,38.53,535.0,535.0
2006-03-01,2615.0460000000003,42353.0,42353.0,42.502,591.0,591.0
2006-04-01,1924.0410000000002,31161.0,31161.0,31.271,435.0,435.0
2006-05-01,2352.304,38097.0,38097.0,38.231,531.0,531.0
2006-06-01,2464.1310000000003,39909.0,39909.0,40.049,557.0,557.0
2006-07-01,2557.359,41418.0,41418.0,41.564,578.0,578.0
2006-08-01,2541.98,41169.0,41169.0,41.314,574.0,574.0
2006-09-01,2431.465,39380.0,39380.0,39.518,549.0,549.0
2006-10-01,2523.0660000000003,40863.0,40863.0,41.007000000000005,570.0,570.0
2006-11-01,2548.265,41271.0,41271.0,41.416000000000004,576.0,576.0
2006-12-01,2455.3610000000003,39767.0,39767.0,39.906,555.0,555.0
2007-01-01,3882.6130000000003,44486.0,44486.0,151.133,3275.0,3275.0
2007-02-01,3216.7870000000003,36857.0,36857.0,125.215,2713.0,2713.0
2007-03-01,3972.041,45511.0,45511.0,154.614,3350.0,3350.0
2007-04-01,2579.637,29557.0,29557.0,100.414,2176.0,2176.0
2007-05-01,3613.0530000000003,41397.0,41397.0,140.64,3048.0,3048.0
2007-06-01,3762.199,43106.0,43106.0,146.446,3173.0,3173.0
2007-07-01,3792.436,43453.0,43453.0,147.62300000000002,3199.0,3199.0
2007-08-01,3826.6240000000003,43844.0,43844.0,148.953,3228.0,3228.0
2007-09-01,3855.692,44177.0,44177.0,150.085,3252.0,3252.0
2007-10-01,3956.337,45331.0,45331.0,154.002,3337.0,3337.0
2007-11-01,4066.2610000000004,46590.0,46590.0,158.281,3430.0,3430.0
2007-12-01,4074.32,46682.0,46682.0,158.595,3437.0,3437.0
2008-01-01,2417.466,39438.0,39438.0,74.79,1352.0,1352.0
2008-02-01,2376.0820000000003,38762.0,38762.0,73.51,1330.0,1330.0
2008-03-01,2300.721,37533.0,37533.0,71.179,1288.0,1288.0
2008-04-01,2259.446,36860.0,36860.0,69.902,1265.0,1265.0
2008-05-01,2458.68,40110.0,40110.0,76.066,1376.0,1376.0
2008-06-01,2456.068,40067.0,40067.0,75.985,1374.0,1374.0
2008-07-01,2535.731,41367.0,41367.0,78.449,1419.0,1419.0
2008-08-01,2618.818,42723.0,42723.0,81.02,1466.0,1466.0
2008-09-01,2354.514,38411.0,38411.0,72.843,1318.0,1318.0
2008-10-01,2551.9010000000003,41631.0,41631.0,78.95,1428.0,1428.0
2008-11-01,2571.943,41958.0,41958.0,79.57000000000001,1440.0,1440.0
2008-12-01,2609.63,42573.0,42573.0,80.736,1461.0,1461.0
2009-01-01,1984.621,27654.0,27654.0,158.221,2365.0,2365.0
2009-02-01,1814.154,25278.0,25278.0,144.631,2161.0,2161.0
2009-03-01,2364.216,32942.0,32942.0,188.483,2816.0,2816.0
2009-04-01,2409.7290000000003,33576.0,33576.0,192.11200000000002,2870.0,2870.0
2009-05-01,2440.015,33998.0,33998.0,194.526,2906.0,2906.0
2009-06-01,2258.751,31473.0,31473.0,180.075,2690.0,2690.0
2009-07-01,2405.2470000000003,33514.0,33514.0,191.755,2865.0,2865.0
2009-08-01,2282.1220000000003,31798.0,31798.0,181.93900000000002,2718.0,2718.0
2009-09-01,2206.969,30751.0,30751.0,175.947,2629.0,2629.0
2009-10-01,2212.489,30828.0,30828.0,176.387,2635.0,2635.0
2009-11-01,2080.998,28996.0,28996.0,165.904,2479.0,2479.0
2009-12-01,2295.6890000000003,31987.0,31987.0,183.02,2734.0,2734.0
2010-01-01,2363.125,32331.0,32331.0,417.557,6631.0,6631.0
2010-02-01,2643.848,36171.0,36171.0,467.16200000000003,7417.0,7417.0
2010-03-01,3012.416,41214.0,41214.0,532.287,8451.0,8451.0
2010-04-01,3036.23,41540.0,41540.0,536.495,8518.0,8518.0
2010-05-01,2914.688,39877.0,39877.0,515.019,8177.0,8177.0
2010-06-01,3043.592,41640.0,41640.0,537.796,8538.0,8538.0
2010-07-01,3010.554,41188.0,41188.0,531.958,8446.0,8446.0
2010-08-01,2999.248,41034.0,41034.0,529.96,8414.0,8414.0
2010-09-01,2970.777,40644.0,40644.0,524.9300000000001,8335.0,8335.0
2010-10-01,3067.684,41970.0,41970.0,542.053,8606.0,8606.0
2010-11-01,3081.739,42162.0,42162.0,544.5360000000001,8646.0,8646.0
2010-12-01,3080.099,42140.0,42140.0,544.2470000000001,8641.0,8641.0
2011-01-01,2194.228,37447.0,37447.0,153.622,2975.0,2975.0
2011-02-01,1501.296,25621.0,25621.0,105.109,2036.0,2036.0
2011-03-01,2455.118,41899.0,41899.0,171.889,3329.0,3329.0
2011-04-01,2381.89,40650.0,40650.0,166.762,3229.0,3229.0
2011-05-01,2243.99,38296.0,38296.0,157.107,3043.0,3043.0
2011-06-01,2312.806,39471.0,39471.0,161.925,3136.0,3136.0
2011-07-01,2393.646,40850.0,40850.0,167.585,3245.0,3245.0
2011-08-01,2370.491,40455.0,40455.0,165.964,3214.0,3214.0
2011-09-01,2314.761,39504.0,39504.0,162.062,3138.0,3138.0
2011-10-01,2442.61,41686.0,41686.0,171.013,3312.0,3312.0
2011-11-01,2336.011,39867.0,39867.0,163.55,3167.0,3167.0
2011-12-01,2491.153,42514.0,42514.0,174.412,3378.0,3378.0
2012-01-01,2134.704,38038.0,38038.0,114.494,2274.0,2274.0
2012-02-01,2186.024,38952.0,38952.0,117.247,2329.0,2329.0
2012-03-01,2385.637,42508.0,42508.0,127.954,2542.0,2542.0
2012-04-01,2253.315,40151.0,40151.0,120.856,2401.0,2401.0
2012-05-01,2418.166,43088.0,43088.0,129.698,2576.0,2576.0
2012-06-01,2329.666,41511.0,41511.0,124.952,2482.0,2482.0
2012-07-01,2403.475,42826.0,42826.0,128.91,2561.0,2561.0
2012-08-01,2325.811,41443.0,41443.0,124.745,2478.0,2478.0
2012-09-01,2324.128,41413.0,41413.0,124.654,2476.0,2476.0
2012-10-01,2514.901,44812.0,44812.0,134.887,2679.0,2679.0
2012-11-01,2431.392,43324.0,43324.0,130.408,2590.0,2590.0
2012-12-01,2408.781,42921.0,42921.0,129.195,2566.0,2566.0
2013-01-01,1874.294,35043.0,35043.0,0.0,0.0,0.0
2013-02-01,1698.454,31755.0,31755.0,0.0,0.0,0.0
2013-03-01,2199.758,41128.0,41128.0,0.0,0.0,0.0
2013-04-01,2170.215,40576.0,40576.0,0.0,0.0,0.0
2013-05-01,2194.395,41028.0,41028.0,0.0,0.0,0.0
2013-06-01,2035.808,38063.0,38063.0,0.0,0.0,0.0
2013-07-01,2126.171,39752.0,39752.0,0.0,0.0,0.0
2013-08-01,2114.785,39540.0,39540.0,0.0,0.0,0.0
2013-09-01,2065.727,38622.0,38622.0,0.0,0.0,0.0
2013-10-01,2226.464,41627.0,41627.0,0.0,0.0,0.0
2013-11-01,2067.292,38651.0,38651.0,0.0,0.0,0.0
2013-12-01,2159.637,40378.0,40378.0,0.0,0.0,0.0
2014-01-01,2224.55,42821.0,42821.0,0.0,0.0,0.0
2014-02-01,1975.029,38018.0,38018.0,0.0,0.0,0.0
2014-03-01,2501.252,48147.0,48147.0,0.0,0.0,0.0
2014-04-01,2429.171,46760.0,46760.0,0.0,0.0,0.0
2014-05-01,2535.984,48816.0,48816.0,0.0,0.0,0.0
2014-06-01,2270.294,43702.0,43702.0,0.0,0.0,0.0
2014-07-01,2504.32,48207.0,48207.0,0.0,0.0,0.0
2014-08-01,2452.541,47210.0,47210.0,0.0,0.0,0.0
2014-09-01,2416.368,46513.0,46513.0,0.0,0.0,0.0
2014-10-01,2523.058,48567.0,48567.0,0.0,0.0,0.0
2014-11-01,2466.892,47486.0,47486.0,0.0,0.0,0.0
2014-12-01,2392.541,46055.0,46055.0,0.0,0.0,0.0
2015-01-01,2029.445,37515.0,37515.0,,,
2015-02-01,1638.614,30290.0,30290.0,,,
2015-03-01,1736.68,32103.0,32103.0,,,
2015-04-01,2088.849,38613.0,38613.0,,,
2015-05-01,2095.464,38735.0,38735.0,,,
2015-06-01,1914.202,35384.0,35384.0,,,
2015-07-01,2030.658,37537.0,37537.0,,,
2015-08-01,2124.405,39270.0,39270.0,,,
2015-09-01,2029.105,37509.0,37509.0,,,
2015-10-01,2099.519,38810.0,38810.0,,,
2015-11-01,2004.43,37052.0,37052.0,,,
2015-12-01,2033.629,37592.0,37592.0,,,
2016-01-01,2299.004,47519.0,47519.0,,,
2016-02-01,2262.476,46763.0,46763.0,,,
2016-03-01,2196.807,45406.0,45406.0,,,
2016-04-01,2297.458,47486.0,47486.0,,,
2016-05-01,2522.984,52148.0,52148.0,,,
2016-06-01,2091.817,43236.0,43236.0,,,
2016-07-01,2350.732,48588.0,48588.0,,,
2016-08-01,2386.437,49326.0,49326.0,,,
2016-09-01,2459.171,50829.0,50829.0,,,
2016-10-01,2274.921,47021.0,47021.0,,,
2016-11-01,2185.157,45166.0,45166.0,,,
2016-12-01,2481.036,51281.0,51281.0,,,
2017-01-01,2142.466,39734.0,39734.0,,,
2017-02-01,1738.887,32249.0,32249.0,,,
2017-03-01,1934.128,35870.0,35870.0,,,
2017-04-01,1935.783,35901.0,35901.0,,,
2017-05-01,2182.115,40469.0,40469.0,,,
2017-06-01,2237.67,41499.0,41499.0,,,
2017-07-01,2129.937,39501.0,39501.0,,,
2017-08-01,2291.877,42505.0,42505.0,,,
2017-09-01,2146.08,39801.0,39801.0,,,
2017-10-01,1808.277,33536.0,33536.0,,,
2017-11-01,1957.865,36311.0,36311.0,,,
2017-12-01,2079.915,38574.0,38574.0,,,
2018-01-01,1609.745,33029.0,33029.0,,,
2018-02-01,1625.671,33355.0,33355.0,,,
2018-03-01,1702.226,34926.0,34926.0,,,
2018-04-01,1558.195,31971.0,31971.0,,,
2018-05-01,1803.368,37001.0,37001.0,,,
2018-06-01,1742.912,35761.0,35761.0,,,
2018-07-01,1728.105,35457.0,35457.0,,,
2018-08-01,1722.77,35348.0,35348.0,,,
2018-09-01,1650.505,33865.0,33865.0,,,
2018-10-01,1703.594,34954.0,34954.0,,,
2018-11-01,1708.678,35059.0,35059.0,,,
2018-12-01,1833.231,37614.0,37614.0,,,
2019-01-01,1481.035,31826.0,31826.0,,,
2019-02-01,1223.52,26292.0,26292.0,,,
2019-03-01,1420.131,30517.0,30517.0,,,
2019-04-01,1355.753,29134.0,29134.0,,,
2019-05-01,1210.007,26002.0,26002.0,,,
2019-06-01,1222.654,26273.0,26273.0,,,
2019-07-01,1321.366,28395.0,28395.0,,,
2019-08-01,1453.725,31239.0,31239.0,,,
2019-09-01,1397.597,30033.0,30033.0,,,
2019-10-01,1410.051,30300.0,30300.0,,,
2019-11-01,1393.856,29952.0,29952.0,,,
2019-12-01,1471.305,31616.0,31616.0,,,
2020-01-01,1380.847,34448.0,34448.0,,,
2020-02-01,1178.284,29395.0,29395.0,,,
2020-03-01,1308.115,32634.0,32634.0,,,
2020-04-01,1274.459,31794.0,31794.0,,,
2020-05-01,1313.49,32768.0,32768.0,,,
2020-06-01,973.269,24280.0,24280.0,,,
2020-07-01,1263.775,31528.0,31528.0,,,
2020-08-01,1334.733,33297.0,33297.0,,,
2020-09-01,1299.545,32420.0,32420.0,,,
2020-10-01,1344.193,33534.0,33534.0,,,
2020-11-01,1312.883,32753.0,32753.0,,,
2020-12-01,1324.407,33040.0,33040.0,,,
2021-01-01,944.001,26049.0,26049.0,,,
2021-02-01,867.272,23932.0,23932.0,,,
2021-03-01,948.893,26184.0,26184.0,,,
2021-04-01,828.399,22859.0,22859.0,,,
2021-05-01,934.915,25798.0,25798.0,,,
2021-06-01,911.267,25146.0,25146.0,,,
2021-07-01,966.947,26682.0,26682.0,,,
2021-08-01,924.27,25505.0,25505.0,,,
2021-09-01,901.611,24879.0,24879.0,,,
2021-10-01,964.293,26609.0,26609.0,,,
2021-11-01,894.243,24676.0,24676.0,,,
2021-12-01,1007.889,27812.0,27812.0,,,
2022-01-01,10.247,238.0,238.0,,,
2022-02-01,8.526,198.0,198.0,,,
2022-03-01,8.851,205.0,205.0,,,
2022-04-01,10.539,244.0,244.0,,,
2022-05-01,10.515,244.0,244.0,,,
2022-06-01,10.774,250.0,250.0,,,
2022-07-01,10.31,239.0,239.0,,,
2022-08-01,9.999,232.0,232.0,,,
2022-09-01,10.184,236.0,236.0,,,
2022-10-01,10.531,244.0,244.0,,,
2022-11-01,10.137,235.0,235.0,,,
2022-12-01,10.387,241.0,241.0,,,
2023-01-01,0.0,0.0,0.0,,,
2023-02-01,0.0,0.0,0.0,,,
2023-03-01,0.0,0.0,0.0,,,
2023-04-01,0.0,0.0,0.0,,,
2023-05-01,0.0,0.0,0.0,,,
2023-06-01,0.0,0.0,0.0,,,
2023-07-01,0.0,0.0,0.0,,,
2023-08-01,0.0,0.0,0.0,,,
2023-09-01,0.0,0.0,0.0,,,
2023-10-01,0.0,0.0,0.0,,,
2023-11-01,0.0,0.0,0.0,,,
2023-12-01,0.0,0.0,0.0,,,
