measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,648.0,10548.0,10548.0
2003-02-01,756.0,11092.0,11092.0
2003-03-01,1910.0,28367.0,28367.0
2003-04-01,112.0,1784.0,1784.0
2003-06-01,1831.0,28343.0,28343.0
2003-07-01,2933.0,46268.0,46268.0
2003-08-01,1656.0,21434.0,21434.0
2003-09-01,11.0,211.0,211.0
2003-10-01,6.0,88.0,88.0
2003-11-01,0.0,0.0,0.0
2003-12-01,231.0,3264.0,3264.0
2004-01-01,1596.534,24382.0,24382.0
2004-02-01,661.767,10106.0,10106.0
2004-03-01,203.99800000000002,3115.0,3115.0
2004-04-01,387.36600000000004,5916.0,5916.0
2004-05-01,746.9920000000001,11408.0,11408.0
2004-06-01,277.305,4235.0,4235.0
2004-07-01,146.614,2239.0,2239.0
2004-08-01,142.709,2179.0,2179.0
2004-09-01,60.989000000000004,931.0,931.0
2004-10-01,57.284000000000006,875.0,875.0
2004-11-01,95.64,1461.0,1461.0
2004-12-01,958.802,14643.0,14643.0
2005-01-01,2489.155,37732.48,37732.48
2005-02-01,572.9540000000001,8685.27,8685.27
2005-03-01,491.66400000000004,7453.01,7453.01
2005-04-01,491.94300000000004,7457.24,7457.24
2005-05-01,495.999,7518.72,7518.72
2005-06-01,600.8340000000001,9107.89,9107.89
2005-07-01,1137.912,17249.32,17249.32
2005-08-01,1007.859,15277.87,15277.87
2005-09-01,560.796,8500.96,8500.96
2005-10-01,786.245,11918.49,11918.49
2005-11-01,529.426,8025.43,8025.43
2005-12-01,1450.2140000000002,21983.43,21983.43
2006-01-01,365.735,5560.0,5560.0
2006-02-01,191.37800000000001,2909.0,2909.0
2006-03-01,160.75900000000001,2444.0,2444.0
2006-04-01,307.94100000000003,4681.0,4681.0
2006-05-01,287.84700000000004,4376.0,4376.0
2006-06-01,261.63300000000004,3977.0,3977.0
2006-07-01,378.982,5761.0,5761.0
2006-08-01,367.61,5589.0,5589.0
2006-09-01,168.886,2567.0,2567.0
2006-10-01,178.398,2712.0,2712.0
2006-11-01,210.07,3194.0,3194.0
2006-12-01,232.76,3538.0,3538.0
