measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2019-07-01,0.158,6.0,6.0,1.026,12.0,12.0
2019-08-01,0.194,6.0,6.0,1.261,12.0,12.0
2019-09-01,0.364,6.0,6.0,2.366,29.0,29.0
2019-10-01,0.632,12.0,12.0,4.108,46.0,46.0
2019-11-01,0.455,6.0,6.0,2.957,35.0,35.0
2019-12-01,0.291,6.0,6.0,1.895,23.0,23.0
2020-01-01,0.158,6.0,6.0,0.418,6.0,6.0
2020-02-01,0.206,6.0,6.0,0.55,6.0,6.0
2020-03-01,0.019,0.0,0.0,0.049,0.0,0.0
2020-04-01,0.085,0.0,0.0,0.227,0.0,0.0
2020-05-01,0.542,12.0,12.0,1.446,17.0,17.0
2020-06-01,0.359,6.0,6.0,0.958,12.0,12.0
2020-07-01,0.15,6.0,6.0,0.4,6.0,6.0
2020-08-01,0.634,12.0,12.0,1.69,17.0,17.0
2020-09-01,0.156,6.0,6.0,0.417,6.0,6.0
2020-10-01,0.192,6.0,6.0,0.513,6.0,6.0
2020-11-01,0.11,0.0,0.0,0.293,6.0,6.0
2020-12-01,0.389,6.0,6.0,1.039,12.0,12.0
2021-01-01,0.0,0.0,0.0,5.786,35.0,35.0
2021-02-01,0.0,0.0,0.0,5.037,29.0,29.0
2021-03-01,0.0,0.0,0.0,1.666,12.0,12.0
2021-04-01,0.0,0.0,0.0,11.785,70.0,70.0
2021-05-01,0.0,0.0,0.0,2.631,17.0,17.0
2021-06-01,0.0,0.0,0.0,11.128,64.0,64.0
2021-07-01,0.0,0.0,0.0,3.487,17.0,17.0
2021-08-01,0.0,0.0,0.0,3.178,17.0,17.0
2021-09-01,0.0,0.0,0.0,2.812,17.0,17.0
2021-10-01,0.0,0.0,0.0,6.247,35.0,35.0
2021-11-01,0.0,0.0,0.0,5.309,29.0,29.0
2021-12-01,2.0,12.0,12.0,7.934,46.0,46.0
2022-01-01,0.0,0.0,0.0,1.007,12.0,12.0
2022-02-01,0.0,0.0,0.0,1.61,17.0,17.0
2022-03-01,0.0,0.0,0.0,1.46,17.0,17.0
2022-04-01,0.0,0.0,0.0,0.792,6.0,6.0
2022-05-01,,,,1.267,12.0,12.0
2022-06-01,,,,2.614,23.0,23.0
2022-07-01,,,,0.998,12.0,12.0
2022-08-01,,,,2.79,29.0,29.0
2022-09-01,,,,4.19,41.0,41.0
2022-10-01,,,,3.613,35.0,35.0
2022-11-01,,,,2.31,23.0,23.0
2022-12-01,,,,2.349,23.0,23.0
2023-01-01,0.0,0.0,0.0,5.913,52.0,52.0
2023-02-01,0.0,0.0,0.0,4.116,41.0,41.0
2023-03-01,0.0,0.0,0.0,4.118,41.0,41.0
2023-04-01,0.0,0.0,0.0,4.783,46.0,46.0
2023-05-01,0.0,0.0,0.0,3.01,29.0,29.0
2023-06-01,0.0,0.0,0.0,7.621,75.0,75.0
2023-07-01,0.0,0.0,0.0,4.506,41.0,41.0
2023-08-01,0.0,0.0,0.0,7.005,70.0,70.0
2023-09-01,0.0,0.0,0.0,3.097,29.0,29.0
2023-10-01,0.0,0.0,0.0,3.251,29.0,29.0
2023-11-01,0.0,0.0,0.0,6.464,64.0,64.0
2023-12-01,0.0,0.0,0.0,2.116,17.0,17.0
2024-01-01,0.0,0.0,0.0,2.499,35.0,35.0
2024-02-01,0.0,0.0,0.0,1.068,12.0,12.0
2024-03-01,0.0,0.0,0.0,1.177,17.0,17.0
2024-04-01,0.0,0.0,0.0,2.011,29.0,29.0
2024-05-01,0.0,0.0,0.0,2.729,35.0,35.0
2024-06-01,0.0,0.0,0.0,0.959,12.0,12.0
2024-07-01,0.0,0.0,0.0,2.565,35.0,35.0
2024-08-01,0.0,0.0,0.0,3.048,41.0,41.0
2024-09-01,0.0,0.0,0.0,1.756,23.0,23.0
2024-10-01,0.0,0.0,0.0,0.856,12.0,12.0
2024-11-01,0.0,0.0,0.0,2.069,29.0,29.0
2024-12-01,0.0,0.0,0.0,2.263,29.0,29.0
