measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,9.009,166.0,166.0,32.659,207.0,207.0
2003-02-01,8.434000000000001,155.0,155.0,30.574,194.0,194.0
2003-03-01,8.148,150.0,150.0,29.538,187.0,187.0
2003-04-01,7.8020000000000005,144.0,144.0,28.282,179.0,179.0
2003-05-01,7.916,146.0,146.0,28.694000000000003,182.0,182.0
2003-06-01,8.26,152.0,152.0,29.943,190.0,190.0
2003-07-01,9.525,175.0,175.0,34.529,219.0,219.0
2003-08-01,9.657,178.0,178.0,35.008,222.0,222.0
2003-09-01,8.368,154.0,154.0,30.336000000000002,192.0,192.0
2003-10-01,8.677,160.0,160.0,31.455,199.0,199.0
2003-11-01,8.906,164.0,164.0,32.285,204.0,204.0
2003-12-01,9.296000000000001,171.0,171.0,33.697,213.0,213.0
2004-01-01,2.225,36.0,36.0,2.48,25.0,25.0
2004-02-01,0.063,1.0,1.0,0.7190000000000001,7.0,7.0
2004-03-01,0.7030000000000001,11.0,11.0,0.5720000000000001,6.0,6.0
2004-04-01,0.084,1.0,1.0,1.351,14.0,14.0
2004-05-01,0.632,10.0,10.0,2.569,26.0,26.0
2004-06-01,2.49,40.0,40.0,1.274,13.0,13.0
2004-07-01,2.0620000000000003,33.0,33.0,7.0440000000000005,71.0,71.0
2004-08-01,0.0,0.0,0.0,0.8470000000000001,9.0,9.0
2004-09-01,0.786,13.0,13.0,2.718,27.0,27.0
2004-10-01,0.307,5.0,5.0,0.516,5.0,5.0
2004-11-01,0.035,1.0,1.0,0.683,7.0,7.0
2004-12-01,1.614,26.0,26.0,3.226,33.0,33.0
2005-01-01,1.991,37.05,37.05,51.612,518.66,518.66
2005-02-01,0.684,12.73,12.73,17.732,178.2,178.2
2005-03-01,0.758,14.11,14.11,19.654,197.51,197.51
2005-04-01,0.918,17.09,17.09,23.806,239.24,239.24
2005-05-01,0.8530000000000001,15.87,15.87,22.11,222.19,222.19
2005-06-01,1.107,20.6,20.6,28.697000000000003,288.38,288.38
2005-07-01,1.127,20.97,20.97,29.21,293.54,293.54
2005-08-01,1.324,24.63,24.63,34.315,344.84,344.84
2005-09-01,0.867,16.13,16.13,22.463,225.73,225.73
2005-10-01,0.9620000000000001,17.91,17.91,24.945,250.68,250.68
2005-11-01,0.774,14.4,14.4,20.054000000000002,201.53,201.53
2005-12-01,1.6360000000000001,30.44,30.44,42.403,426.12,426.12
2006-01-01,4.583,132.0,132.0,20.567,213.0,213.0
2006-02-01,2.398,69.0,69.0,10.762,111.0,111.0
2006-03-01,2.015,58.0,58.0,9.04,94.0,94.0
2006-04-01,3.859,112.0,112.0,17.317,179.0,179.0
2006-05-01,3.607,104.0,104.0,16.187,168.0,168.0
2006-06-01,3.2790000000000004,95.0,95.0,14.713000000000001,152.0,152.0
2006-07-01,4.7490000000000006,137.0,137.0,21.312,221.0,221.0
2006-08-01,4.607,133.0,133.0,20.672,214.0,214.0
2006-09-01,2.117,61.0,61.0,9.497,98.0,98.0
2006-10-01,2.236,65.0,65.0,10.032,104.0,104.0
2006-11-01,2.633,76.0,76.0,11.813,122.0,122.0
2006-12-01,2.9170000000000003,84.0,84.0,13.089,135.0,135.0
2007-01-01,1.4420000000000002,30.0,30.0,31.713,301.0,301.0
2007-02-01,3.092,65.0,65.0,68.034,643.0,643.0
2007-03-01,0.504,12.0,12.0,11.081000000000001,106.0,106.0
2007-04-01,0.35700000000000004,6.0,6.0,7.859,77.0,77.0
2007-05-01,0.441,12.0,12.0,9.694,94.0,94.0
2007-06-01,0.47,12.0,12.0,10.343,100.0,100.0
2007-07-01,0.372,6.0,6.0,8.19,77.0,77.0
2007-08-01,0.033,0.0,0.0,0.7260000000000001,6.0,6.0
2007-09-01,0.12,0.0,0.0,2.633,24.0,24.0
2007-10-01,0.105,0.0,0.0,2.31,24.0,24.0
2007-11-01,0.40800000000000003,6.0,6.0,8.979000000000001,83.0,83.0
2007-12-01,0.656,12.0,12.0,14.438,136.0,136.0
2008-01-01,2.263,41.0,41.0,2.748,24.0,24.0
2008-02-01,2.8930000000000002,47.0,47.0,3.5130000000000003,35.0,35.0
2008-03-01,1.1440000000000001,18.0,18.0,1.389,12.0,12.0
2008-04-01,1.2810000000000001,24.0,24.0,1.5550000000000002,18.0,18.0
2008-05-01,0.529,12.0,12.0,0.643,6.0,6.0
2008-06-01,0.525,6.0,6.0,0.637,6.0,6.0
2008-07-01,0.249,6.0,6.0,0.302,6.0,6.0
2008-08-01,0.303,6.0,6.0,0.368,6.0,6.0
2008-09-01,0.441,6.0,6.0,0.535,6.0,6.0
2008-10-01,0.341,6.0,6.0,0.41400000000000003,6.0,6.0
2008-11-01,1.139,18.0,18.0,1.3840000000000001,12.0,12.0
2008-12-01,2.8920000000000003,47.0,47.0,3.512,35.0,35.0
2009-01-01,3.665,53.0,53.0,8.701,94.0,94.0
2009-02-01,0.626,12.0,12.0,1.488,18.0,18.0
2009-03-01,0.37,6.0,6.0,0.879,6.0,6.0
2009-04-01,0.526,12.0,12.0,1.25,12.0,12.0
2009-05-01,0.368,6.0,6.0,0.875,6.0,6.0
2009-06-01,0.35900000000000004,6.0,6.0,0.8530000000000001,6.0,6.0
2009-07-01,0.279,6.0,6.0,0.663,6.0,6.0
2009-08-01,0.35200000000000004,6.0,6.0,0.8360000000000001,6.0,6.0
2009-09-01,0.281,6.0,6.0,0.667,6.0,6.0
2009-10-01,0.41300000000000003,6.0,6.0,0.9810000000000001,12.0,12.0
2009-11-01,0.203,6.0,6.0,0.48300000000000004,6.0,6.0
2009-12-01,0.558,12.0,12.0,1.324,12.0,12.0
2010-01-01,0.8180000000000001,12.0,12.0,1.1440000000000001,12.0,12.0
2010-02-01,0.518,6.0,6.0,0.7260000000000001,6.0,6.0
2010-03-01,0.137,0.0,0.0,0.192,0.0,0.0
2010-04-01,0.364,6.0,6.0,0.51,6.0,6.0
2010-05-01,0.542,12.0,12.0,0.759,6.0,6.0
2010-06-01,0.302,6.0,6.0,0.42300000000000004,6.0,6.0
2010-07-01,0.317,6.0,6.0,0.444,6.0,6.0
2010-08-01,0.4,6.0,6.0,0.56,6.0,6.0
2010-09-01,0.40800000000000003,6.0,6.0,0.5710000000000001,6.0,6.0
2010-10-01,0.608,12.0,12.0,0.8510000000000001,6.0,6.0
2010-11-01,0.278,6.0,6.0,0.389,6.0,6.0
2010-12-01,0.308,6.0,6.0,0.431,6.0,6.0
2011-01-01,0.232,6.0,6.0,0.696,6.0,6.0
2011-02-01,0.255,6.0,6.0,0.765,6.0,6.0
2011-03-01,0.411,6.0,6.0,1.232,17.0,17.0
2011-04-01,0.409,6.0,6.0,1.226,12.0,12.0
2011-05-01,0.193,6.0,6.0,0.579,6.0,6.0
2011-06-01,0.13,0.0,0.0,0.389,6.0,6.0
2011-07-01,0.312,6.0,6.0,0.937,12.0,12.0
2011-08-01,0.164,0.0,0.0,0.492,6.0,6.0
2011-09-01,0.209,6.0,6.0,0.628,6.0,6.0
2011-10-01,0.065,0.0,0.0,0.196,0.0,0.0
2011-11-01,0.359,6.0,6.0,1.076,12.0,12.0
2011-12-01,2.261,35.0,35.0,6.784,75.0,75.0
2012-01-01,0.031,0.0,0.0,0.064,0.0,0.0
2012-02-01,0.323,6.0,6.0,0.647,6.0,6.0
2012-03-01,0.077,0.0,0.0,0.153,0.0,0.0
2012-04-01,0.081,0.0,0.0,0.161,0.0,0.0
2012-05-01,1.022,29.0,29.0,2.044,41.0,41.0
2012-06-01,0.525,12.0,12.0,1.05,12.0,12.0
2012-07-01,1.277,23.0,23.0,2.554,29.0,29.0
2012-08-01,0.124,0.0,0.0,0.247,0.0,0.0
2012-09-01,0.087,0.0,0.0,0.173,0.0,0.0
2012-10-01,0.273,6.0,6.0,0.546,6.0,6.0
2012-11-01,0.113,0.0,0.0,0.227,0.0,0.0
2012-12-01,0.067,0.0,0.0,0.134,0.0,0.0
2013-01-01,0.253,6.0,6.0,1.016,12.0,12.0
2013-02-01,0.026,0.0,0.0,0.102,0.0,0.0
2013-03-01,0.068,0.0,0.0,0.271,0.0,0.0
2013-04-01,0.073,0.0,0.0,0.292,6.0,6.0
2013-05-01,0.254,6.0,6.0,1.016,12.0,12.0
2013-06-01,0.193,6.0,6.0,0.771,6.0,6.0
2013-07-01,0.221,6.0,6.0,0.885,12.0,12.0
2013-08-01,0.069,0.0,0.0,0.276,0.0,0.0
2013-09-01,0.553,6.0,6.0,2.211,23.0,23.0
2013-10-01,0.341,6.0,6.0,1.364,12.0,12.0
2013-11-01,0.256,6.0,6.0,1.025,12.0,12.0
2013-12-01,0.693,12.0,12.0,2.771,29.0,29.0
2014-01-01,0.0,0.0,0.0,8.391,87.0,87.0
2014-02-01,0.0,0.0,0.0,4.718,46.0,46.0
2014-03-01,0.0,0.0,0.0,9.008,93.0,93.0
2014-04-01,0.0,0.0,0.0,1.274,12.0,12.0
2014-05-01,0.0,0.0,0.0,1.221,12.0,12.0
2014-06-01,0.0,0.0,0.0,1.442,17.0,17.0
2014-07-01,0.0,0.0,0.0,1.151,12.0,12.0
2014-08-01,0.0,0.0,0.0,0.576,6.0,6.0
2014-09-01,0.0,0.0,0.0,0.354,6.0,6.0
2014-10-01,0.0,0.0,0.0,0.976,12.0,12.0
2014-11-01,0.0,0.0,0.0,0.67,6.0,6.0
2014-12-01,3.0,52.0,52.0,1.219,12.0,12.0
2015-01-01,0.122,0.0,0.0,0.491,6.0,6.0
2015-02-01,0.411,6.0,6.0,1.644,23.0,23.0
2015-03-01,0.633,17.0,17.0,2.531,23.0,23.0
2015-04-01,0.086,0.0,0.0,0.345,6.0,6.0
2015-05-01,0.395,6.0,6.0,1.579,17.0,17.0
2015-06-01,0.165,0.0,0.0,0.659,6.0,6.0
2015-07-01,0.173,0.0,0.0,0.693,6.0,6.0
2015-08-01,0.199,6.0,6.0,0.796,6.0,6.0
2015-09-01,0.295,6.0,6.0,1.179,12.0,12.0
2015-10-01,0.146,0.0,0.0,0.585,6.0,6.0
2015-11-01,0.192,6.0,6.0,0.767,6.0,6.0
2015-12-01,0.183,0.0,0.0,0.731,6.0,6.0
2016-01-01,0.467,6.0,6.0,0.8,6.0,6.0
2016-02-01,0.383,6.0,6.0,0.656,6.0,6.0
2016-03-01,0.17,6.0,6.0,0.291,6.0,6.0
2016-04-01,0.308,6.0,6.0,0.528,6.0,6.0
2016-05-01,0.367,6.0,6.0,0.629,6.0,6.0
2016-06-01,0.798,12.0,12.0,1.368,12.0,12.0
2016-07-01,1.209,23.0,23.0,2.073,23.0,23.0
2016-08-01,0.645,12.0,12.0,1.105,12.0,12.0
2016-09-01,0.23,6.0,6.0,0.395,6.0,6.0
2016-10-01,1.068,17.0,17.0,1.831,17.0,17.0
2016-11-01,0.342,6.0,6.0,0.587,6.0,6.0
2016-12-01,1.013,17.0,17.0,1.737,17.0,17.0
2017-01-01,0.434,6.0,6.0,0.0,0.0,0.0
2017-02-01,0.161,6.0,6.0,0.0,0.0,0.0
2017-03-01,0.056,0.0,0.0,0.0,0.0,0.0
2017-04-01,0.399,6.0,6.0,0.0,0.0,0.0
2017-05-01,0.28,6.0,6.0,0.0,0.0,0.0
2017-06-01,1.068,29.0,29.0,0.0,0.0,0.0
2017-07-01,0.726,12.0,12.0,0.0,0.0,0.0
2017-08-01,0.369,6.0,6.0,0.0,0.0,0.0
2017-09-01,0.315,6.0,6.0,0.0,0.0,0.0
2017-10-01,0.693,12.0,12.0,0.0,0.0,0.0
2017-11-01,0.335,6.0,6.0,0.0,0.0,0.0
2017-12-01,0.164,6.0,6.0,10.0,6.0,6.0
2018-01-01,1.972,35.0,35.0,2.56,17.0,17.0
2018-02-01,1.27,23.0,23.0,1.647,17.0,17.0
2018-03-01,1.405,23.0,23.0,1.823,17.0,17.0
2018-04-01,1.878,29.0,29.0,2.436,23.0,23.0
2018-05-01,4.952,81.0,81.0,6.424,64.0,64.0
2018-06-01,7.585,128.0,128.0,9.841,99.0,99.0
2018-07-01,1.652,29.0,29.0,2.143,23.0,23.0
2018-08-01,4.435,75.0,75.0,5.753,58.0,58.0
2018-09-01,3.57,58.0,58.0,4.631,46.0,46.0
2018-10-01,5.031,81.0,81.0,6.527,64.0,64.0
2018-11-01,2.133,35.0,35.0,2.767,29.0,29.0
2018-12-01,1.117,17.0,17.0,1.448,12.0,12.0
2019-01-01,0.141,0.0,0.0,0.918,12.0,12.0
2019-02-01,0.451,6.0,6.0,2.932,35.0,35.0
2019-03-01,0.106,0.0,0.0,0.691,6.0,6.0
2019-04-01,0.347,6.0,6.0,2.254,23.0,23.0
2019-05-01,0.587,17.0,17.0,3.813,41.0,41.0
2019-06-01,0.274,6.0,6.0,1.779,17.0,17.0
