measured_on,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Other-Combined Cycle Combustion Turbine Part Generation,Other-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Other-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Other-Combined Cycle Steam Part Generation,Other-Combined Cycle Steam Part Quantity Consumed For Electricity,Other-Combined Cycle Steam Part Total Fuel Consumed
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-08-01,15829.0,172782.0,172782.0,8338.0,0.0,0.0,,,,,,
2011-09-01,55712.0,605699.0,605699.0,29355.0,109.0,109.0,,,,,,
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-11-01,54670.0,604403.0,604403.0,28796.0,0.0,0.0,,,,,,
2011-12-01,38967.0,428505.0,428505.0,20525.0,0.0,0.0,,,,,,
2012-01-01,7869.0,87686.0,87686.0,4145.0,0.0,0.0,,,,,,
2012-02-01,43111.0,470607.0,470607.0,22707.0,0.0,0.0,,,,,,
2012-03-01,3996.0,43228.0,43228.0,2105.0,0.0,0.0,,,,,,
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2012-08-01,27281.0,313650.0,313650.0,16129.0,2319.0,2319.0,,,,,,
2012-09-01,73295.0,801623.0,801623.0,40898.0,21310.0,21310.0,,,,,,
2012-10-01,71966.0,781210.0,781210.0,37906.0,0.0,0.0,,,,,,
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-02-01,17886.0,196110.0,196110.0,9421.0,0.0,0.0,,,,,,
2013-03-01,28576.0,318658.0,318658.0,15052.0,0.0,0.0,,,,,,
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2013-06-01,12829.0,143418.0,143418.0,6757.0,0.0,0.0,,,,,,
2013-07-01,81445.0,891867.0,891867.0,42899.0,0.0,0.0,,,,,,
2013-08-01,112166.0,1223359.0,1223359.0,59080.0,0.0,0.0,,,,,,
2013-09-01,95275.0,1046577.0,1046577.0,50201.0,185.0,185.0,,,,,,
2013-10-01,52821.0,576977.0,576977.0,27822.0,0.0,0.0,,,,,,
2013-11-01,30299.0,330526.0,330526.0,15959.0,0.0,0.0,,,,,,
2013-12-01,115937.0,1266040.0,1266040.0,61066.0,0.0,0.0,,,,,,
2014-01-01,82367.0,899446.0,899446.0,43384.0,0.0,0.0,,,,,,
2014-02-01,47399.0,517087.0,517087.0,24966.0,0.0,0.0,,,,,,
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-05-01,6369.0,71865.0,71865.0,3355.0,0.0,0.0,,,,,,
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2014-07-01,47659.0,525111.0,525111.0,25704.0,7159.0,7159.0,,,,,,
2014-08-01,106198.0,1158154.0,1158154.0,56381.0,4409.0,4409.0,,,,,,
2014-09-01,54189.0,1110867.0,1110867.0,101774.0,7328.0,7328.0,,,,,,
2014-10-01,23203.0,253853.0,253853.0,12295.0,1021.0,1021.0,,,,,,
2014-11-01,23527.0,253325.0,253325.0,12250.0,0.0,0.0,,,,,,
2014-12-01,17733.0,196179.0,196179.0,9340.0,0.0,0.0,,,,,,
2015-01-01,61.0,769.0,769.0,32.0,0.0,0.0,,,,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-05-01,76308.0,834563.0,834563.0,40490.0,3261.0,3261.0,,,,,,
2015-06-01,114032.0,1241663.0,1241663.0,64312.0,37799.0,37799.0,,,,,,
2015-07-01,116717.0,1271077.0,1271077.0,67428.0,50220.0,50220.0,,,,,,
2015-08-01,115165.0,1252324.0,1252324.0,64722.0,34321.0,34321.0,,,,,,
2015-09-01,114946.0,1245139.0,1245139.0,62972.0,21215.0,21215.0,,,,,,
2015-10-01,119271.0,1291176.0,1291176.0,65001.0,20049.0,20049.0,,,,,,
2015-11-01,91680.0,986654.0,986654.0,48623.0,2935.0,2935.0,,,,,,
2015-12-01,57649.0,626809.0,626809.0,30631.0,2263.0,2263.0,,,,,,
2016-01-01,87303.0,948472.0,948472.0,46651.0,5874.0,5874.0,,,,,,
2016-02-01,36047.0,391746.0,391746.0,19199.0,1737.0,1737.0,,,,,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-05-01,440.0,8971.0,8971.0,232.0,0.0,0.0,,,,,,
2016-06-01,89261.0,973176.0,973176.0,49667.0,23042.0,23042.0,,,,,,
2016-07-01,72750.0,788916.0,788916.0,41226.0,24839.0,24839.0,,,,,,
2016-08-01,117692.0,1273362.0,1273362.0,66743.0,39931.0,39931.0,,,,,,
2016-09-01,107523.0,1176430.0,1176430.0,59025.0,20078.0,20078.0,,,,,,
2016-10-01,48.0,568.0,568.0,26.0,0.0,0.0,,,,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016-12-01,28642.0,311808.0,311808.0,15087.0,0.0,0.0,,,,,,
2017-01-01,78404.0,847558.0,847558.0,41297.0,0.0,0.0,,,,,,
2017-02-01,31973.0,342514.0,342514.0,16852.0,89.0,89.0,,,,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-06-01,1171.0,18915.0,18915.0,617.0,0.0,0.0,,,,,,
2017-07-01,110124.0,1184510.0,1184510.0,58602.0,5093.0,5093.0,,,,,,
2017-08-01,121481.0,1300709.0,1300709.0,65551.0,13307.0,13307.0,,,,,,
2017-09-01,42292.0,453771.0,453771.0,22981.0,5572.0,5572.0,,,,,,
2017-10-01,44030.0,471378.0,471378.0,23202.0,92.0,92.0,,,,,,
2017-11-01,85721.0,908606.0,908606.0,45151.0,0.0,0.0,,,,,,
2017-12-01,93008.0,997016.0,997016.0,48989.0,0.0,0.0,,,,,,
2018-01-01,16692.0,176855.0,176855.0,8792.0,0.0,0.0,,,,,,
2018-02-01,17355.0,185852.0,185852.0,9141.0,0.0,0.0,,,,,,
2018-03-01,16863.0,180694.0,180694.0,8882.0,0.0,0.0,,,,,,
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2018-07-01,96963.0,1036280.0,1036280.0,52420.0,11147.0,11147.0,,,,,,
2018-08-01,121482.0,1291963.0,1291963.0,65611.0,13000.0,13000.0,,,,,,
2018-09-01,118998.0,1261383.0,1261383.0,63082.0,3353.0,3353.0,,,,,,
2018-10-01,44966.0,478794.0,478794.0,23737.0,440.0,440.0,,,,,,
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2018-12-01,29199.0,310089.0,310089.0,15379.0,0.0,0.0,,,,,,
2019-01-01,126721.0,1342145.0,1342145.0,66759.0,111.0,111.0,,,,,,
2019-02-01,33230.0,354369.0,354369.0,17503.0,0.0,0.0,,,,,,
2019-03-01,41245.0,437957.0,437957.0,21724.0,0.0,0.0,,,,,,
2019-04-01,24522.0,262408.0,262408.0,12916.0,0.0,0.0,,,,,,
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019-06-01,67242.0,721257.0,721257.0,35718.0,2647.0,2647.0,,,,,,
2019-07-01,122049.0,1305420.0,1305420.0,65232.0,7469.0,7469.0,,,,,,
2019-08-01,121385.0,1303212.0,1303212.0,65710.0,14735.0,14735.0,,,,,,
2019-09-01,118398.0,1267515.0,1267515.0,63142.0,6917.0,6917.0,,,,,,
2019-10-01,78427.0,844581.0,844581.0,41331.0,189.0,189.0,,,,,,
2019-11-01,25373.0,270974.0,270974.0,13365.0,0.0,0.0,,,,,,
2019-12-01,118910.0,1268523.0,1268523.0,62632.0,0.0,0.0,,,,,,
2020-01-01,65725.0,701518.0,701518.0,34640.0,181.0,181.0,,,,,,
2020-02-01,40267.0,435230.0,435230.0,21209.0,0.0,0.0,,,,,,
2020-03-01,114860.0,1228267.0,1228267.0,60499.0,0.0,0.0,,,,,,
2020-04-01,89376.0,953188.0,953188.0,47076.0,0.0,0.0,,,,,,
2020-05-01,4393.0,48567.0,48567.0,2314.0,0.0,0.0,,,,,,
2020-06-01,1588.0,20149.0,20149.0,846.0,85.0,85.0,,,,,,
2020-07-01,21004.0,235175.0,235175.0,11637.0,4592.0,4592.0,,,,,,
2020-08-01,81466.0,892503.0,892503.0,44182.0,9601.0,9601.0,,,,,,
2020-09-01,117431.0,1266104.0,1266104.0,63785.0,15220.0,15220.0,,,,,,
2020-10-01,31518.0,339023.0,339023.0,16902.0,2102.0,2102.0,,,,,,
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-12-01,58391.0,689785.0,689785.0,30755.0,0.0,0.0,,,,,,
2021-01-01,61.0,901.0,901.0,53.0,0.0,0.0,,,,,,
2021-02-01,32980.0,357144.0,357144.0,17371.0,0.0,0.0,,,,,,
2021-03-01,70308.0,762819.0,762819.0,37048.0,115.0,115.0,,,,,,
2021-04-01,12129.0,129210.0,129210.0,6388.0,0.0,0.0,,,,,,
2021-05-01,44906.0,487611.0,487611.0,23694.0,330.0,330.0,,,,,,
2021-06-01,71711.0,776566.0,776566.0,40210.0,18209.0,18209.0,,,,,,
2021-07-01,112495.0,1222261.0,1222261.0,61598.0,17106.0,17106.0,,,,,,
2021-08-01,119648.0,1299180.0,1299180.0,65575.0,20484.0,20484.0,,,,,,
2021-09-01,117810.0,1271752.0,1271752.0,63501.0,10951.0,10951.0,,,,,,
2021-10-01,123616.0,1332098.0,1332098.0,65608.0,4371.0,4371.0,,,,,,
2021-11-01,80393.0,867559.0,867559.0,42532.0,1645.0,1645.0,,,,,,
2021-12-01,52427.0,575223.0,575223.0,27614.0,0.0,0.0,,,,,,
2022-01-01,31928.0,348351.0,348351.0,16844.0,221.0,221.0,,,,,,
2022-02-01,27390.0,299287.0,299287.0,14449.0,201.0,201.0,,,,,,
2022-03-01,20495.0,222014.0,222014.0,10846.0,463.0,463.0,,,,,,
2022-04-01,57366.0,622229.0,622229.0,30358.0,1053.0,1053.0,,,,,,
2022-05-01,0.0,21.0,21.0,0.0,0.0,0.0,,,,,,
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2022-07-01,72054.0,793312.0,793312.0,41425.0,27441.0,27441.0,,,,,,
2022-08-01,106942.0,1174535.0,1174535.0,60771.0,33407.0,33407.0,,,,,,
2022-09-01,116588.0,1276099.0,1276099.0,68065.0,52703.0,52703.0,,,,,,
2022-10-01,122168.0,1333061.0,1333061.0,73917.0,84997.0,84997.0,,,,,,
2022-11-01,122041.0,1324680.0,1324680.0,68643.0,37644.0,37644.0,,,,,,
2022-12-01,125115.0,1360138.0,1360138.0,71634.0,49183.0,49183.0,,,,,,
2023-01-01,124223.0,1352194.0,1352194.0,71662.0,50643.0,50643.0,,,,,,
2023-02-01,112919.0,1221864.0,1221864.0,60630.0,9970.0,9970.0,,,,,,
2023-03-01,123838.0,1348286.0,1348286.0,71235.0,48205.0,48205.0,,,,,,
2023-04-01,51954.0,564788.0,564788.0,29655.0,17682.0,17682.0,,,,,,
2023-05-01,1552.0,27372.0,27372.0,817.0,0.0,0.0,,,,,,
2023-06-01,74268.0,820062.0,820062.0,39264.0,8093.0,8093.0,,,,,,
2023-07-01,116173.0,1271378.0,1271378.0,64788.0,29753.0,29753.0,,,,,,
2023-08-01,109833.0,1208141.0,1208141.0,60034.0,18566.0,18566.0,,,,,,
2023-09-01,98397.0,1082675.0,1082675.0,51906.0,662.0,662.0,,,,,,
2023-10-01,121569.0,1319585.0,1319585.0,64909.0,7921.0,7921.0,,,,,,
2023-11-01,120312.0,1305749.0,1305749.0,65943.0,23823.0,23823.0,,,,,,
2023-12-01,121052.0,1317354.0,1317354.0,67120.0,29319.0,29319.0,,,,,,
2024-01-01,81186.0,887099.0,887099.0,46198.0,29556.0,29556.0,,,,,,
2024-02-01,113985.0,1238600.0,1238600.0,65454.0,50421.0,50421.0,,,,,,
2024-03-01,117721.0,1285566.0,1285566.0,66408.0,37299.0,37299.0,,,,,,
2024-04-01,114352.0,1248661.0,1248661.0,64716.0,38413.0,38413.0,,,,,,
2024-05-01,35373.0,385220.0,385220.0,20188.0,13178.0,13178.0,,,,,,
2024-06-01,23612.0,286784.0,286784.0,13654.0,11575.0,11575.0,,,,,,
2024-07-01,117237.0,1284234.0,1284234.0,69006.0,61392.0,61392.0,,,,,,
2024-08-01,96384.0,1055937.0,1055937.0,56168.0,47739.0,47739.0,,,,,,
2024-09-01,112590.0,1232887.0,1232887.0,64805.0,48378.0,48378.0,,,,,,
2024-10-01,119476.0,1303007.0,1303007.0,67976.0,43057.0,43057.0,,,,,,
2024-11-01,89583.0,992040.0,992040.0,47650.0,4083.0,4083.0,,,,,,
2024-12-01,74461.0,815538.0,815538.0,39468.0,2212.0,2212.0,,,,,,
