measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,7783.0,64141.0,79966.0,0.0,0.0,0.0
2003-02-01,6665.0,58872.0,72831.0,0.0,0.0,0.0
2003-03-01,12048.0,103219.0,120411.0,0.0,0.0,0.0
2003-04-01,5157.49,50038.0,63250.0,0.0,0.0,0.0
2003-05-01,4027.44,33642.0,47029.0,0.0,0.0,0.0
2003-06-01,11085.16,92942.0,103627.0,0.0,0.0,0.0
2003-07-01,12566.35,104686.0,118450.0,0.0,0.0,0.0
2003-08-01,8346.85,65195.0,79884.0,0.0,0.0,0.0
2003-09-01,14283.25,120171.0,133205.0,0.0,0.0,0.0
2003-10-01,18310.69,158480.0,170767.0,0.0,0.0,0.0
2003-11-01,14183.34,121477.0,133592.0,0.0,0.0,0.0
2003-12-01,7993.77,69043.0,82809.0,0.0,0.0,0.0
2004-01-01,5962.319,53439.19,71494.98,1116.5420000000001,0.0,0.0
2004-02-01,6011.359,53387.96,72083.02,1060.7160000000001,0.0,0.0
2004-03-01,5884.83,52969.78,70565.79,1131.851,0.0,0.0
2004-04-01,5976.752,53839.02,71668.04,1155.073,0.0,0.0
2004-05-01,5178.529,47201.58,62096.44,1074.063,0.0,0.0
2004-06-01,5653.523,50543.54,67792.15,1041.7630000000001,0.0,0.0
2004-07-01,7986.909000000001,72115.52,95772.1,1565.9270000000001,0.0,0.0
2004-08-01,8238.527,74377.73,98789.29,1613.9730000000002,0.0,0.0
2004-09-01,7631.035000000001,68712.91,91504.78,1471.07,0.0,0.0
2004-10-01,7282.1410000000005,65666.61,87321.14,1416.433,0.0,0.0
2004-11-01,6867.085,61699.4,82344.15,1305.971,0.0,0.0
2004-12-01,7487.791,67393.58,89787.12,1439.549,0.0,0.0
2005-01-01,5465.6720000000005,49189.55,64938.02,1050.257,0.0,0.0
2005-02-01,4933.339,44398.7,58613.33,947.9670000000001,0.0,0.0
2005-03-01,5324.072,47915.19,63255.66,1023.048,0.0,0.0
2005-04-01,5349.642,48145.31,63559.46,1027.962,0.0,0.0
2005-05-01,5875.544,52878.28,69807.73,1129.016,0.0,0.0
2005-06-01,7546.794000000001,67919.08,89663.97,1450.1560000000002,0.0,0.0
2005-07-01,9663.81,86971.64,114816.38,1856.952,0.0,0.0
2005-08-01,10014.783,90130.3,118986.31,1924.393,0.0,0.0
2005-09-01,7553.285000000001,67977.49,89741.08,1451.403,0.0,0.0
2005-10-01,5862.808,52763.67,69656.42,1126.569,0.0,0.0
2005-11-01,5231.025000000001,47077.79,62150.15,1005.1690000000001,0.0,0.0
2005-12-01,5968.445000000001,53714.37,70911.49,1146.8680000000002,0.0,0.0
2006-01-01,6320.053,56641.49,75024.37,1183.0030000000002,0.0,0.0
2006-02-01,5572.231000000001,49939.37,66147.08,1043.0240000000001,0.0,0.0
2006-03-01,6171.999000000001,55314.61,73266.84,1155.29,0.0,0.0
2006-04-01,5880.692,52703.86,69808.79,1100.7630000000001,0.0,0.0
2006-05-01,6854.432000000001,61430.7,81367.9,1283.03,0.0,0.0
2006-06-01,7265.367,65113.57,86246.05,1359.949,0.0,0.0
2006-07-01,8180.483,73315.01,97109.24,1531.2430000000002,0.0,0.0
2006-08-01,8450.937,75738.87,100319.76,1581.8670000000002,0.0,0.0
2006-09-01,6881.062,61669.36,81684.01,1288.0140000000001,0.0,0.0
2006-10-01,7213.33,64647.2,85628.31,1350.209,0.0,0.0
2006-11-01,6093.217000000001,54608.54,72331.63,1140.5430000000001,0.0,0.0
2006-12-01,6832.876,61237.5,81112.01,1278.995,0.0,0.0
2007-01-01,5573.496,52987.0,62170.0,1164.704,0.0,0.0
2007-02-01,5069.713000000001,48209.0,56551.0,1060.817,0.0,0.0
2007-03-01,4689.61,45608.0,52311.0,1110.208,0.0,0.0
2007-04-01,4667.91,45401.0,52069.0,1105.66,0.0,0.0
2007-05-01,5206.67,50054.0,58078.0,1158.554,0.0,0.0
2007-06-01,6156.0380000000005,58579.0,68668.0,1293.3680000000002,0.0,0.0
2007-07-01,8385.865,78485.0,93541.0,1594.928,0.0,0.0
