measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2022-03-01,-99.72,0.0,0.0
2022-04-01,-82.658,0.0,0.0
2022-05-01,-128.282,0.0,0.0
2022-06-01,-107.141,0.0,0.0
2022-07-01,-96.505,0.0,0.0
2022-08-01,-86.112,0.0,0.0
2022-09-01,-64.253,0.0,0.0
2022-10-01,-87.873,0.0,0.0
2022-11-01,-90.811,0.0,0.0
2022-12-01,-70.645,0.0,0.0
2023-01-01,-49.0,0.0,0.0
2023-02-01,-87.0,0.0,0.0
2023-03-01,-133.0,0.0,0.0
2023-04-01,-163.0,0.0,0.0
2023-05-01,-140.0,0.0,0.0
2023-06-01,-149.0,0.0,0.0
2023-07-01,-157.0,0.0,0.0
2023-08-01,-137.0,0.0,0.0
2023-09-01,-116.0,0.0,0.0
2023-10-01,-130.0,0.0,0.0
2023-11-01,-117.0,0.0,0.0
2023-12-01,-142.0,0.0,0.0
2024-01-01,-100.0,0.0,0.0
2024-02-01,-100.0,0.0,0.0
2024-03-01,-111.0,0.0,0.0
2024-04-01,-132.0,0.0,0.0
2024-05-01,-69.0,0.0,0.0
2024-06-01,-118.0,0.0,0.0
2024-07-01,-120.0,0.0,0.0
2024-08-01,-112.0,0.0,0.0
2024-09-01,-88.0,0.0,0.0
2024-10-01,-109.0,0.0,0.0
2024-11-01,-87.0,0.0,0.0
2024-12-01,-99.0,0.0,0.0
