measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,99.0,1022.97,1022.97
2001-02-01,103.0,1064.3,1064.3
2001-03-01,169.0,1746.28,1746.28
2001-04-01,195.0,2014.94,2014.94
2001-05-01,190.0,1963.27,1963.27
2001-06-01,39.0,402.99,402.99
2001-07-01,96.0,991.97,991.97
2001-08-01,39.0,402.99,402.99
2001-09-01,36.0,371.99,371.99
2001-10-01,64.0,661.31,661.31
2001-11-01,109.0,1126.3,1126.3
2001-12-01,102.0,1053.97,1053.97
2002-01-01,56.0,569.69,569.69
2002-02-01,55.0,559.52,559.52
2002-03-01,42.0,427.27,427.27
2002-04-01,22.0,223.81,223.81
2002-05-01,0.0,0.0,0.0
2002-06-01,26.0,264.5,264.5
2002-07-01,14.0,142.42,142.42
2002-08-01,2.0,20.35,20.35
2002-09-01,0.0,0.0,0.0
2002-10-01,0.0,0.0,0.0
2002-11-01,0.0,0.0,0.0
2002-12-01,0.0,0.0,0.0
