measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2018-01-01,41.253,385.0,385.0
2018-02-01,0.866,6.0,6.0
2018-03-01,0.863,6.0,6.0
2018-04-01,0.686,6.0,6.0
2018-05-01,0.163,0.0,0.0
2018-06-01,0.419,6.0,6.0
2018-07-01,0.386,6.0,6.0
2018-08-01,0.333,6.0,6.0
2018-09-01,0.382,6.0,6.0
2018-10-01,0.413,6.0,6.0
2018-11-01,0.434,6.0,6.0
2018-12-01,0.802,6.0,6.0
2019-01-01,44.412,435.0,435.0
2019-02-01,9.188,88.0,88.0
2019-03-01,0.152,0.0,0.0
2019-04-01,0.076,0.0,0.0
2019-05-01,0.121,0.0,0.0
2019-06-01,0.08,0.0,0.0
2019-07-01,0.038,0.0,0.0
2019-08-01,0.073,0.0,0.0
2019-09-01,0.321,6.0,6.0
2019-10-01,0.085,0.0,0.0
2019-11-01,0.167,0.0,0.0
2019-12-01,6.287,61.0,61.0
2020-01-01,0.724,28.0,28.0
2020-02-01,0.544,28.0,28.0
2020-03-01,0.46,22.0,22.0
2020-04-01,0.327,17.0,17.0
2020-05-01,0.692,33.0,33.0
2020-06-01,0.287,11.0,11.0
2020-07-01,0.477,22.0,22.0
2020-08-01,0.193,11.0,11.0
2020-09-01,0.502,22.0,22.0
2020-10-01,0.287,11.0,11.0
2020-11-01,0.694,33.0,33.0
2020-12-01,0.813,39.0,39.0
2021-01-01,0.213,22.0,22.0
2021-02-01,1.76,237.0,237.0
2021-03-01,0.264,39.0,39.0
2021-04-01,2.096,286.0,286.0
2021-05-01,0.082,11.0,11.0
2021-06-01,0.075,11.0,11.0
2021-07-01,0.067,11.0,11.0
2021-08-01,0.011,0.0,0.0
2021-09-01,0.151,22.0,22.0
2021-10-01,0.192,28.0,28.0
2021-11-01,0.282,39.0,39.0
2021-12-01,0.807,110.0,110.0
2022-01-01,12.8,270.0,270.0
2022-02-01,1.445,28.0,28.0
2022-03-01,0.103,0.0,0.0
2022-04-01,0.064,0.0,0.0
2022-05-01,0.187,6.0,6.0
2022-06-01,0.023,0.0,0.0
2022-07-01,0.03,0.0,0.0
2022-08-01,0.021,0.0,0.0
2022-09-01,0.033,0.0,0.0
2022-10-01,0.078,0.0,0.0
2022-11-01,0.237,6.0,6.0
2022-12-01,7.979,160.0,160.0
2023-01-01,1.256,11.0,11.0
2023-02-01,28.264,259.0,259.0
2023-03-01,0.984,11.0,11.0
2023-04-01,0.463,6.0,6.0
2023-05-01,0.895,11.0,11.0
2023-06-01,0.14,0.0,0.0
2023-07-01,0.179,0.0,0.0
2023-08-01,0.208,0.0,0.0
2023-09-01,0.397,6.0,6.0
2023-10-01,0.699,6.0,6.0
2023-11-01,0.335,6.0,6.0
2023-12-01,0.18,0.0,0.0
2024-01-01,4.466,171.0,171.0
2024-02-01,0.211,6.0,6.0
2024-03-01,1.331,53.0,53.0
2024-04-01,0.321,12.0,12.0
2024-05-01,0.162,6.0,6.0
2024-06-01,0.131,6.0,6.0
2024-07-01,0.261,12.0,12.0
2024-08-01,0.173,6.0,6.0
2024-09-01,0.162,6.0,6.0
2024-10-01,0.292,12.0,12.0
2024-11-01,0.41,18.0,18.0
2024-12-01,3.08,118.0,118.0
