measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2001-01-01,64355.0,648886.0,898886.0
2001-02-01,68142.0,650887.0,900887.0
2001-03-01,28644.42,199862.0,449862.0
2001-04-01,69396.74,699923.0,949923.0
2001-05-01,59507.56,588158.0,838158.0
2001-06-01,53653.04,615877.0,865877.0
2001-07-01,63652.96,750898.0,1000898.0
2001-08-01,54606.58,543467.0,793467.0
2001-09-01,29726.34,219916.0,469916.0
2001-10-01,70816.76,750568.0,1000568.0
2001-11-01,59393.88,599161.0,849161.0
2001-12-01,70540.4,799126.0,1049126.0
2002-01-01,66645.0,680187.0,1131680.0
2002-02-01,47492.0,484709.0,647273.0
2002-03-01,56878.0,580504.0,1042594.0
2002-04-01,51120.72,521744.0,710656.0
2002-05-01,65705.08,445469.0,876655.0
2002-06-01,42470.26,433457.0,622449.0
2002-07-01,57616.16,588038.0,823477.0
2002-08-01,58474.64,596799.0,847054.0
2002-09-01,65687.44,670414.0,937514.0
2002-10-01,55081.88,562172.0,838780.0
2002-11-01,0.0,0.0,0.0
2002-12-01,0.0,0.0,0.0
