measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2012-11-01,,,,91.535,909.0,909.0
2012-12-01,,,,140.986,1397.0,1397.0
2013-01-01,,,,150.624,1487.0,1487.0
2013-02-01,,,,103.925,1015.0,1015.0
2013-03-01,,,,105.12,1027.0,1027.0
2013-04-01,,,,121.251,1184.0,1184.0
2013-05-01,,,,122.199,1195.0,1195.0
2013-06-01,,,,87.756,858.0,858.0
2013-07-01,,,,83.092,813.0,813.0
2013-08-01,,,,81.983,802.0,802.0
2013-09-01,,,,96.215,942.0,942.0
2013-10-01,,,,92.586,903.0,903.0
2013-11-01,,,,120.678,1178.0,1178.0
2013-12-01,,,,136.571,1335.0,1335.0
2014-01-01,,,,129.063,1268.0,1268.0
2014-02-01,,,,122.457,1206.0,1206.0
2014-03-01,,,,119.541,1178.0,1178.0
2014-04-01,,,,112.317,1105.0,1105.0
2014-05-01,,,,94.834,937.0,937.0
2014-06-01,,,,56.525,555.0,555.0
2014-07-01,,,,99.931,987.0,987.0
2014-08-01,,,,80.401,791.0,791.0
2014-09-01,,,,94.595,931.0,931.0
2014-10-01,,,,125.046,1234.0,1234.0
2014-11-01,,,,91.4,903.0,903.0
2014-12-01,,,,118.89,1172.0,1172.0
2015-01-01,,,,127.668,1184.0,1184.0
2015-02-01,,,,112.593,1038.0,1038.0
2015-03-01,,,,113.265,1043.0,1043.0
2015-04-01,,,,117.302,1083.0,1083.0
2015-05-01,,,,94.272,870.0,870.0
2015-06-01,,,,93.921,864.0,864.0
2015-07-01,,,,97.6,898.0,898.0
2015-08-01,,,,110.807,1021.0,1021.0
2015-09-01,,,,99.795,920.0,920.0
2015-10-01,,,,114.173,1055.0,1055.0
2015-11-01,,,,79.831,735.0,735.0
2015-12-01,0.0,0.0,0.0,76.773,707.0,707.0
2016-01-01,0.0,0.0,0.0,104.352,949.0,971.0
2016-02-01,0.0,0.0,0.0,115.805,1053.0,1077.0
2016-03-01,0.0,0.0,0.0,109.592,996.0,1015.0
2016-04-01,0.0,0.0,0.0,89.749,816.0,836.0
2016-05-01,0.0,0.0,0.0,81.868,744.0,763.0
2016-06-01,0.0,0.0,0.0,82.35,749.0,763.0
2016-07-01,0.0,0.0,0.0,68.889,626.0,640.0
2016-08-01,0.0,0.0,0.0,90.285,821.0,836.0
2016-09-01,0.0,0.0,0.0,91.995,836.0,853.0
2016-10-01,0.0,0.0,0.0,105.641,960.0,982.0
2016-11-01,0.0,0.0,0.0,147.414,1340.0,1369.0
2016-12-01,0.0,0.0,0.0,199.06,1810.0,1851.0
2017-01-01,0.0,0.0,0.0,119.891,1092.0,1105.0
2017-02-01,0.0,0.0,0.0,96.804,882.0,898.0
2017-03-01,0.0,0.0,0.0,111.462,1015.0,1032.0
2017-04-01,0.0,0.0,0.0,102.766,936.0,954.0
2017-05-01,0.0,0.0,0.0,102.655,935.0,954.0
2017-06-01,0.0,0.0,0.0,108.275,986.0,1004.0
2017-07-01,0.0,0.0,0.0,110.338,1005.0,1027.0
2017-08-01,0.0,0.0,0.0,113.973,1038.0,1060.0
2017-09-01,0.0,0.0,0.0,113.364,1033.0,1055.0
2017-10-01,0.0,0.0,0.0,115.704,1054.0,1072.0
2017-11-01,0.0,0.0,0.0,102.48,934.0,954.0
2017-12-01,0.0,0.0,0.0,104.288,950.0,971.0
2018-01-01,0.0,0.0,0.0,103.441,940.0,1032.0
2018-02-01,0.0,0.0,0.0,96.471,877.0,959.0
2018-03-01,0.0,0.0,0.0,96.485,877.0,959.0
2018-04-01,0.0,0.0,0.0,97.461,886.0,971.0
2018-05-01,0.0,0.0,0.0,111.516,1014.0,1111.0
2018-06-01,0.0,0.0,0.0,104.112,946.0,1038.0
2018-07-01,0.0,0.0,0.0,112.186,1020.0,1116.0
2018-08-01,0.0,0.0,0.0,114.561,1041.0,1144.0
2018-09-01,0.0,0.0,0.0,116.615,1060.0,1161.0
2018-10-01,0.0,0.0,0.0,122.444,1113.0,1223.0
2018-11-01,0.0,0.0,0.0,110.17,1001.0,1100.0
2018-12-01,0.0,0.0,0.0,105.538,959.0,1055.0
2019-01-01,0.0,0.0,0.0,88.616,807.0,881.0
2019-02-01,0.0,0.0,0.0,98.497,897.0,976.0
2019-03-01,0.0,0.0,0.0,97.612,889.0,971.0
2019-04-01,0.0,0.0,0.0,89.704,817.0,892.0
2019-05-01,0.0,0.0,0.0,97.628,889.0,971.0
2019-06-01,0.0,0.0,0.0,83.887,764.0,836.0
2019-07-01,0.0,0.0,0.0,95.549,870.0,948.0
2019-08-01,0.0,0.0,0.0,105.792,964.0,1049.0
2019-09-01,0.0,0.0,0.0,125.62,1144.0,1245.0
2019-10-01,0.0,0.0,0.0,132.025,1203.0,1313.0
2019-11-01,0.0,0.0,0.0,100.286,913.0,999.0
2019-12-01,0.0,0.0,0.0,133.784,1219.0,1330.0
2020-01-01,151.593,1384.0,1414.0,0.0,0.0,0.0
2020-02-01,98.276,897.0,920.0,0.0,0.0,0.0
2020-03-01,99.219,906.0,931.0,0.0,0.0,0.0
2020-04-01,95.211,869.0,892.0,0.0,0.0,0.0
2020-05-01,80.618,736.0,757.0,0.0,0.0,0.0
2020-06-01,101.502,927.0,948.0,0.0,0.0,0.0
2020-07-01,132.31,1208.0,1240.0,0.0,0.0,0.0
2020-08-01,135.566,1238.0,1268.0,0.0,0.0,0.0
2020-09-01,86.203,787.0,808.0,0.0,0.0,0.0
2020-10-01,103.176,942.0,965.0,0.0,0.0,0.0
2020-11-01,80.012,731.0,752.0,0.0,0.0,0.0
2020-12-01,79.314,724.0,741.0,0.0,0.0,0.0
2021-01-01,96.806,884.0,948.0,0.0,0.0,0.0
2021-02-01,107.194,979.0,1055.0,0.0,0.0,0.0
2021-03-01,115.931,1059.0,1139.0,0.0,0.0,0.0
2021-04-01,111.439,1018.0,1100.0,0.0,0.0,0.0
2021-05-01,57.713,527.0,567.0,0.0,0.0,0.0
2021-06-01,77.471,708.0,763.0,0.0,0.0,0.0
2021-07-01,75.709,692.0,746.0,0.0,0.0,0.0
2021-08-01,109.182,997.0,1077.0,0.0,0.0,0.0
2021-09-01,141.413,1292.0,1391.0,0.0,0.0,0.0
2021-10-01,140.496,1283.0,1386.0,0.0,0.0,0.0
2021-11-01,109.699,1002.0,1083.0,0.0,0.0,0.0
2021-12-01,121.947,1114.0,1201.0,0.0,0.0,0.0
2022-01-01,122.552,1117.0,1189.0,0.0,0.0,0.0
2022-02-01,101.069,921.0,987.0,0.0,0.0,0.0
2022-03-01,117.041,1067.0,1144.0,0.0,0.0,0.0
2022-04-01,104.052,949.0,1015.0,0.0,0.0,0.0
2022-05-01,97.511,889.0,954.0,0.0,0.0,0.0
2022-06-01,118.755,1083.0,1161.0,0.0,0.0,0.0
2022-07-01,108.163,986.0,1055.0,0.0,0.0,0.0
2022-08-01,72.745,663.0,712.0,0.0,0.0,0.0
2022-09-01,85.216,777.0,830.0,0.0,0.0,0.0
2022-10-01,95.614,872.0,931.0,0.0,0.0,0.0
2022-11-01,90.776,828.0,886.0,0.0,0.0,0.0
2022-12-01,123.506,1126.0,1206.0,0.0,0.0,0.0
2023-01-01,137.225,1250.0,1408.0,0.0,0.0,0.0
2023-02-01,106.531,970.0,1088.0,0.0,0.0,0.0
2023-03-01,100.535,916.0,1027.0,0.0,0.0,0.0
2023-04-01,118.843,1082.0,1212.0,0.0,0.0,0.0
2023-05-01,117.433,1070.0,1201.0,0.0,0.0,0.0
2023-06-01,101.113,921.0,1032.0,0.0,0.0,0.0
2023-07-01,95.744,872.0,976.0,0.0,0.0,0.0
2023-08-01,99.657,908.0,1015.0,0.0,0.0,0.0
2023-09-01,86.433,787.0,881.0,0.0,0.0,0.0
2023-10-01,98.045,893.0,1004.0,0.0,0.0,0.0
2023-11-01,123.647,1126.0,1262.0,0.0,0.0,0.0
2023-12-01,135.794,1237.0,1386.0,0.0,0.0,0.0
2024-01-01,115.459,1052.0,1161.0,0.0,0.0,0.0
2024-02-01,103.97,948.0,1043.0,0.0,0.0,0.0
2024-03-01,125.311,1142.0,1257.0,0.0,0.0,0.0
2024-04-01,132.022,1203.0,1324.0,0.0,0.0,0.0
2024-05-01,77.394,705.0,774.0,0.0,0.0,0.0
2024-06-01,138.175,1260.0,1386.0,0.0,0.0,0.0
2024-07-01,81.054,739.0,813.0,0.0,0.0,0.0
2024-08-01,117.047,1067.0,1172.0,0.0,0.0,0.0
2024-09-01,77.734,709.0,780.0,0.0,0.0,0.0
2024-10-01,123.421,1125.0,1240.0,0.0,0.0,0.0
2024-11-01,120.737,1101.0,1212.0,0.0,0.0,0.0
2024-12-01,102.676,936.0,1032.0,0.0,0.0,0.0
