measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,-146.0,0.0,0.0
2024-04-01,-392.0,0.0,0.0
2024-05-01,-436.0,0.0,0.0
2024-06-01,-260.0,0.0,0.0
2024-07-01,-177.0,0.0,0.0
2024-08-01,-193.0,0.0,0.0
2024-09-01,-197.0,0.0,0.0
2024-10-01,-251.0,0.0,0.0
2024-11-01,-151.0,0.0,0.0
2024-12-01,-205.0,0.0,0.0
