measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2022-01-01,1314.257,8769.0,8769.0
2022-02-01,1091.182,7281.0,7281.0
2022-03-01,1009.633,6736.0,6736.0
2022-04-01,1034.202,6900.0,6900.0
2022-05-01,949.056,6332.0,6332.0
2022-06-01,1290.78,8612.0,8612.0
2022-07-01,1724.352,11505.0,11505.0
2022-08-01,2080.66,13882.0,13882.0
2022-09-01,1906.919,12723.0,12723.0
2022-10-01,1751.212,11684.0,11684.0
2022-11-01,1608.187,10730.0,10730.0
2022-12-01,1777.56,11860.0,11860.0
2023-01-01,1486.189,10017.0,10017.0
2023-02-01,1265.945,8533.0,8533.0
2023-03-01,1216.736,8201.0,8201.0
2023-04-01,950.525,6407.0,6407.0
2023-05-01,615.65,4150.0,4150.0
2023-06-01,809.91,5459.0,5459.0
2023-07-01,1874.783,12636.0,12636.0
2023-08-01,1891.694,12750.0,12750.0
2023-09-01,1338.993,9025.0,9025.0
2023-10-01,1635.159,11021.0,11021.0
2023-11-01,1536.049,10353.0,10353.0
2023-12-01,1729.367,11656.0,11656.0
2024-01-01,1561.0,10722.0,10722.0
2024-02-01,1468.0,10052.0,10052.0
2024-03-01,1564.0,10701.0,10701.0
2024-04-01,1507.0,10312.0,10312.0
2024-05-01,1582.0,10802.0,10802.0
2024-06-01,1540.0,10518.0,10518.0
2024-07-01,1575.0,10819.0,10819.0
2024-08-01,1565.0,10803.0,10803.0
2024-09-01,1498.0,10419.0,10419.0
2024-10-01,1102.0,7995.0,7995.0
2024-11-01,1422.0,10058.0,10058.0
2024-12-01,1488.0,10750.0,10750.0
