measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2014-12-01,0.0,0.0,0.0
2015-01-01,1296.355,12081.0,12081.0
2015-02-01,1825.045,17008.0,17008.0
2015-03-01,2473.481,23050.0,23050.0
2015-04-01,3028.097,28219.0,28219.0
2015-05-01,3055.296,28472.0,28472.0
2015-06-01,3108.064,28964.0,28964.0
2015-07-01,2980.654,27777.0,27777.0
2015-08-01,3193.82,29763.0,29763.0
2015-09-01,2547.562,23741.0,23741.0
2015-10-01,2260.875,21069.0,21069.0
2015-11-01,2048.01,19085.0,19085.0
2015-12-01,1722.741,16054.0,16054.0
2016-01-01,1802.611,16642.0,16642.0
2016-02-01,2209.355,20397.0,20397.0
2016-03-01,2579.93,23818.0,23818.0
2016-04-01,2782.534,25688.0,25688.0
2016-05-01,3405.648,31441.0,31441.0
2016-06-01,3310.824,30566.0,30566.0
2016-07-01,3427.616,31644.0,31644.0
2016-08-01,2736.211,25261.0,25261.0
2016-09-01,2532.393,23379.0,23379.0
2016-10-01,2503.213,23110.0,23110.0
2016-11-01,2012.015,18575.0,18575.0
2016-12-01,1954.65,18045.0,18045.0
2017-01-01,1800.046,16584.0,16584.0
2017-02-01,2070.702,19077.0,19077.0
2017-03-01,3586.668,33044.0,33044.0
2017-04-01,3899.894,35930.0,35930.0
2017-05-01,4042.519,37244.0,37244.0
2017-06-01,4575.21,42151.0,42151.0
2017-07-01,2725.444,25110.0,25110.0
2017-08-01,3437.243,31667.0,31667.0
2017-09-01,3559.437,32793.0,32793.0
2017-10-01,3255.035,29989.0,29989.0
2017-11-01,1918.161,17672.0,17672.0
2017-12-01,1768.641,16294.0,16294.0
2018-01-01,2046.352,18630.0,18630.0
2018-02-01,2188.214,19922.0,19922.0
2018-03-01,2825.231,25721.0,25721.0
2018-04-01,3363.421,30621.0,30621.0
2018-05-01,4242.657,38625.0,38625.0
2018-06-01,4142.792,37716.0,37716.0
2018-07-01,3659.66,33318.0,33318.0
2018-08-01,3703.96,33721.0,33721.0
2018-09-01,3564.571,32452.0,32452.0
2018-10-01,2550.033,23216.0,23216.0
2018-11-01,2209.704,20117.0,20117.0
2018-12-01,1491.405,13578.0,13578.0
2019-01-01,1970.862,17551.0,17551.0
2019-02-01,1942.999,17302.0,17302.0
2019-03-01,3099.534,27601.0,27601.0
2019-04-01,3685.739,32822.0,32822.0
2019-05-01,3862.987,34400.0,34400.0
2019-06-01,4373.405,38945.0,38945.0
2019-07-01,3856.925,34346.0,34346.0
2019-08-01,4177.415,37200.0,37200.0
2019-09-01,3365.535,29970.0,29970.0
2019-10-01,3464.196,30849.0,30849.0
2019-11-01,1954.225,17402.0,17402.0
2019-12-01,1553.178,13831.0,13831.0
2020-01-01,2326.687,20398.0,20398.0
2020-02-01,2686.899,23556.0,23556.0
2020-03-01,3031.646,26578.0,26578.0
2020-04-01,4052.566,35529.0,35529.0
2020-05-01,4389.703,38485.0,38485.0
2020-06-01,4193.924,36768.0,36768.0
2020-07-01,4202.519,36843.0,36843.0
2020-08-01,3863.634,33872.0,33872.0
2020-09-01,3490.888,30605.0,30605.0
2020-10-01,3290.962,28852.0,28852.0
2020-11-01,2350.284,20605.0,20605.0
2020-12-01,2086.288,18290.0,18290.0
2021-01-01,2273.342,20105.0,20105.0
2021-02-01,2886.245,25526.0,25526.0
2021-03-01,3578.902,31652.0,31652.0
2021-04-01,4016.762,35524.0,35524.0
2021-05-01,4769.2,42179.0,42179.0
2021-06-01,4284.135,37889.0,37889.0
2021-07-01,3474.215,30726.0,30726.0
2021-08-01,3850.927,34058.0,34058.0
2021-09-01,3428.325,30320.0,30320.0
2021-10-01,3266.841,28892.0,28892.0
2021-11-01,2412.056,21332.0,21332.0
2021-12-01,1823.05,16123.0,16123.0
2022-01-01,2385.394,8139.0,8139.0
2022-02-01,2753.862,9396.0,9396.0
2022-03-01,3458.674,11801.0,11801.0
2022-04-01,3886.298,13260.0,13260.0
2022-05-01,4501.687,15360.0,15360.0
2022-06-01,4299.921,14671.0,14671.0
2022-07-01,3853.641,13149.0,13149.0
2022-08-01,3694.107,12604.0,12604.0
2022-09-01,3402.511,11609.0,11609.0
2022-10-01,3326.567,11350.0,11350.0
2022-11-01,2453.973,8373.0,8373.0
2022-12-01,1877.365,6406.0,6406.0
2023-01-01,2900.0,9895.0,9895.0
2023-02-01,2918.0,9956.0,9956.0
2023-03-01,3722.0,12699.0,12699.0
2023-04-01,4170.0,14228.0,14228.0
2023-05-01,3870.0,13204.0,13204.0
2023-06-01,3830.0,13068.0,13068.0
2023-07-01,3476.0,11860.0,11860.0
2023-08-01,3166.0,10802.0,10802.0
2023-09-01,3337.0,11386.0,11386.0
2023-10-01,3424.0,11683.0,11683.0
2023-11-01,1510.0,5152.0,5152.0
2023-12-01,885.0,3020.0,3020.0
2024-01-01,1727.0,5893.0,5893.0
2024-02-01,3180.0,10850.0,10850.0
2024-03-01,3692.0,12597.0,12597.0
2024-04-01,4107.0,14013.0,14013.0
2024-05-01,4140.0,14126.0,14126.0
2024-06-01,3160.0,10782.0,10782.0
2024-07-01,3367.0,11488.0,11488.0
2024-08-01,3133.0,10690.0,10690.0
2024-09-01,3825.0,13051.0,13051.0
2024-10-01,3739.0,12757.0,12757.0
2024-11-01,3088.0,10536.0,10536.0
2024-12-01,2950.0,10065.0,10065.0
