measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,112.0,382.0,382.0
2024-02-01,172.0,587.0,587.0
2024-03-01,220.0,751.0,751.0
2024-04-01,239.0,815.0,815.0
2024-05-01,252.0,860.0,860.0
2024-06-01,279.0,952.0,952.0
2024-07-01,272.0,928.0,928.0
2024-08-01,256.0,873.0,873.0
2024-09-01,218.0,744.0,744.0
2024-10-01,229.0,781.0,781.0
2024-11-01,140.0,478.0,478.0
2024-12-01,108.0,368.0,368.0
