measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2022-11-01,334.77,1142.0,1142.0
2022-12-01,189.23,646.0,646.0
2023-01-01,271.0,925.0,925.0
2023-02-01,799.0,2726.0,2726.0
2023-03-01,901.0,3074.0,3074.0
2023-04-01,1324.0,4517.0,4517.0
2023-05-01,1587.0,5415.0,5415.0
2023-06-01,1572.0,5364.0,5364.0
2023-07-01,1723.0,5879.0,5879.0
2023-08-01,1478.0,5043.0,5043.0
2023-09-01,1169.0,3989.0,3989.0
2023-10-01,767.0,2617.0,2617.0
2023-11-01,713.0,2433.0,2433.0
2023-12-01,330.0,1126.0,1126.0
2024-01-01,298.0,1017.0,1017.0
2024-02-01,901.0,3074.0,3074.0
2024-03-01,1108.0,3780.0,3780.0
2024-04-01,1302.0,4442.0,4442.0
2024-05-01,1688.0,5759.0,5759.0
2024-06-01,1666.0,5684.0,5684.0
2024-07-01,1641.0,5599.0,5599.0
2024-08-01,1593.0,5435.0,5435.0
2024-09-01,1346.0,4593.0,4593.0
2024-10-01,1141.0,3893.0,3893.0
2024-11-01,407.0,1389.0,1389.0
2024-12-01,316.0,1078.0,1078.0
