measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2022-01-01,68.071,990.0,990.0
2022-02-01,60.606,883.0,883.0
2022-03-01,48.261,703.0,703.0
2022-04-01,50.309,733.0,733.0
2022-05-01,74.32,1082.0,1082.0
2022-06-01,90.468,1318.0,1318.0
2022-07-01,106.607,1553.0,1553.0
2022-08-01,107.162,1561.0,1561.0
2022-09-01,90.331,1315.0,1315.0
2022-10-01,69.814,1016.0,1016.0
2022-11-01,65.435,953.0,953.0
2022-12-01,72.616,1057.0,1057.0
2023-01-01,70.459,1044.0,1044.0
2023-02-01,66.455,984.0,984.0
2023-03-01,65.586,972.0,972.0
2023-04-01,63.341,938.0,938.0
2023-05-01,90.432,1339.0,1339.0
2023-06-01,104.465,1548.0,1548.0
2023-07-01,114.566,1697.0,1697.0
2023-08-01,126.099,1868.0,1868.0
2023-09-01,106.231,1573.0,1573.0
2023-10-01,78.414,1162.0,1162.0
2023-11-01,72.701,1076.0,1076.0
2023-12-01,77.251,1145.0,1145.0
2024-01-01,69.296,1020.0,1020.0
2024-02-01,47.843,704.0,704.0
2024-03-01,54.292,799.0,799.0
2024-04-01,51.009,751.0,751.0
2024-05-01,68.154,1004.0,1004.0
2024-06-01,76.889,1133.0,1133.0
2024-07-01,83.111,1224.0,1224.0
2024-08-01,93.91,1384.0,1384.0
2024-09-01,77.92,1148.0,1148.0
2024-10-01,67.496,995.0,995.0
2024-11-01,54.073,797.0,797.0
2024-12-01,58.007,854.0,854.0
