measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2018-01-01,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0
2019-01-01,609.886,4405.0,4405.0
2019-02-01,583.0,4210.0,4210.0
2019-03-01,542.744,3919.0,3919.0
2019-04-01,477.573,3449.0,3449.0
2019-05-01,462.975,3343.0,3343.0
2019-06-01,616.758,4453.0,4453.0
2019-07-01,1049.609,7579.0,7579.0
2019-08-01,917.577,6625.0,6625.0
2019-09-01,655.511,4734.0,4734.0
2019-10-01,552.723,3992.0,3992.0
2019-11-01,583.601,4214.0,4214.0
2019-12-01,651.043,4701.0,4701.0
2020-01-01,543.659,4187.0,4187.0
2020-02-01,510.797,3933.0,3933.0
2020-03-01,500.048,3849.0,3849.0
2020-04-01,356.812,2747.0,2747.0
2020-05-01,416.932,3210.0,3210.0
2020-06-01,663.237,5106.0,5106.0
2020-07-01,954.997,7352.0,7352.0
2020-08-01,850.64,6549.0,6549.0
2020-09-01,667.484,5139.0,5139.0
2020-10-01,499.879,3848.0,3848.0
2020-11-01,515.3,3968.0,3968.0
2020-12-01,525.215,4043.0,4043.0
2021-01-01,617.915,4533.0,4533.0
2021-02-01,519.314,3809.0,3809.0
2021-03-01,512.011,3756.0,3756.0
2021-04-01,435.476,3194.0,3194.0
2021-05-01,550.742,4039.0,4039.0
2021-06-01,782.633,5740.0,5740.0
2021-07-01,870.773,6386.0,6386.0
2021-08-01,947.442,6948.0,6948.0
2021-09-01,644.353,4726.0,4726.0
2021-10-01,637.52,4676.0,4676.0
2021-11-01,642.345,4711.0,4711.0
2021-12-01,636.476,4668.0,4668.0
2022-01-01,511.877,3828.0,3828.0
2022-02-01,470.47,3519.0,3519.0
2022-03-01,515.27,3855.0,3855.0
2022-04-01,564.17,4221.0,4221.0
2022-05-01,661.549,4949.0,4949.0
2022-06-01,693.148,5186.0,5186.0
2022-07-01,935.598,6999.0,6999.0
2022-08-01,931.952,6972.0,6972.0
2022-09-01,632.26,4730.0,4730.0
2022-10-01,594.425,4447.0,4447.0
2022-11-01,549.608,4112.0,4112.0
2022-12-01,586.673,4389.0,4389.0
2023-01-01,600.198,4286.0,4286.0
2023-02-01,541.056,3865.0,3865.0
2023-03-01,525.075,3751.0,3751.0
2023-04-01,463.912,3314.0,3314.0
2023-05-01,524.365,3746.0,3746.0
2023-06-01,697.55,4983.0,4983.0
2023-07-01,1014.871,7249.0,7249.0
2023-08-01,798.427,5703.0,5703.0
2023-09-01,720.277,5145.0,5145.0
2023-10-01,564.857,4035.0,4035.0
2023-11-01,678.235,4845.0,4845.0
2023-12-01,649.177,4637.0,4637.0
2024-01-01,692.0,5136.0,5136.0
2024-02-01,633.0,4651.0,4651.0
2024-03-01,660.0,4877.0,4877.0
2024-04-01,637.0,4725.0,4725.0
2024-05-01,646.0,4833.0,4833.0
2024-06-01,660.0,4871.0,4871.0
2024-07-01,712.0,5185.0,5185.0
2024-08-01,727.0,5200.0,5200.0
2024-09-01,734.0,5173.0,5173.0
2024-10-01,734.0,5203.0,5203.0
2024-11-01,701.0,4985.0,4985.0
2024-12-01,718.0,5083.0,5083.0
