measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-09-01,0.0,0.0,0.0,128.627,1138.0,1138.0
2021-10-01,0.0,0.0,0.0,95.059,841.0,841.0
2021-11-01,0.0,0.0,0.0,94.013,831.0,831.0
2021-12-01,0.0,0.0,0.0,50.301,445.0,445.0
2022-01-01,0.0,0.0,0.0,313.568,1070.0,1070.0
2022-02-01,0.0,0.0,0.0,206.358,704.0,704.0
2022-03-01,0.0,0.0,0.0,307.975,1051.0,1051.0
2022-04-01,0.0,0.0,0.0,376.284,1284.0,1284.0
2022-05-01,0.0,0.0,0.0,423.515,1445.0,1445.0
2022-06-01,0.0,0.0,0.0,425.987,1453.0,1453.0
2022-07-01,0.0,0.0,0.0,470.225,1604.0,1604.0
2022-08-01,0.0,0.0,0.0,414.797,1415.0,1415.0
2022-09-01,0.0,0.0,0.0,343.886,1173.0,1173.0
2022-10-01,0.0,0.0,0.0,272.585,930.0,930.0
2022-11-01,0.0,0.0,0.0,224.834,767.0,767.0
2022-12-01,0.0,0.0,0.0,145.986,498.0,498.0
2023-01-01,0.0,0.0,0.0,55.0,188.0,188.0
2023-02-01,-1.0,0.0,0.0,154.0,525.0,525.0
2023-03-01,0.0,0.0,0.0,357.0,1218.0,1218.0
2023-04-01,-2.0,0.0,0.0,371.0,1266.0,1266.0
2023-05-01,-4.0,0.0,0.0,608.0,2074.0,2074.0
2023-06-01,-1.0,0.0,0.0,117.0,399.0,399.0
2023-07-01,0.0,0.0,0.0,411.0,1402.0,1402.0
2023-08-01,0.0,0.0,0.0,461.0,1573.0,1573.0
2023-09-01,0.0,0.0,0.0,311.0,1061.0,1061.0
2023-10-01,-1.0,0.0,0.0,202.0,689.0,689.0
2023-11-01,-4.0,0.0,0.0,239.0,815.0,815.0
2023-12-01,-3.0,0.0,0.0,134.0,457.0,457.0
2024-01-01,-4.0,0.0,0.0,58.0,198.0,198.0
2024-02-01,-2.0,0.0,0.0,374.0,1276.0,1276.0
2024-03-01,-5.0,0.0,0.0,317.0,1082.0,1082.0
2024-04-01,-2.0,0.0,0.0,368.0,1256.0,1256.0
2024-05-01,0.0,0.0,0.0,521.0,1778.0,1778.0
2024-06-01,-1.0,0.0,0.0,396.0,1351.0,1351.0
2024-07-01,0.0,0.0,0.0,130.0,444.0,444.0
2024-08-01,0.0,0.0,0.0,343.0,1170.0,1170.0
2024-09-01,0.0,0.0,0.0,376.0,1283.0,1283.0
2024-10-01,0.0,0.0,0.0,373.0,1273.0,1273.0
2024-11-01,-1.0,0.0,0.0,196.0,669.0,669.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0
