measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2002-01-01,11.708,139.0,139.0,0.0,0.0,0.0
2002-02-01,11.218,133.0,133.0,0.0,0.0,0.0
2002-03-01,10.712,127.0,127.0,0.0,0.0,0.0
2002-04-01,10.687000000000001,127.0,127.0,0.0,0.0,0.0
2002-05-01,9.288,110.0,110.0,0.0,0.0,0.0
2002-06-01,11.765,139.0,139.0,0.0,0.0,0.0
2002-07-01,13.687000000000001,162.0,162.0,0.0,0.0,0.0
2002-08-01,12.553,149.0,149.0,0.0,0.0,0.0
2002-09-01,11.232000000000001,133.0,133.0,0.0,0.0,0.0
2002-10-01,11.031,131.0,131.0,0.0,0.0,0.0
2002-11-01,11.67,138.0,138.0,0.0,0.0,0.0
2002-12-01,12.45,148.0,148.0,0.0,0.0,0.0
2003-01-01,17.458000000000002,198.0,198.0,0.0,0.0,0.0
2003-02-01,15.167000000000002,172.0,172.0,0.0,0.0,0.0
2003-03-01,13.595,154.0,154.0,0.0,0.0,0.0
2003-04-01,11.844000000000001,134.0,134.0,0.0,0.0,0.0
2003-05-01,13.114,149.0,149.0,0.0,0.0,0.0
2003-06-01,13.662,155.0,155.0,0.0,0.0,0.0
2003-07-01,18.655,212.0,212.0,0.0,0.0,0.0
2003-08-01,18.273,207.0,207.0,0.0,0.0,0.0
2003-09-01,15.269,173.0,173.0,0.0,0.0,0.0
2003-10-01,14.623000000000001,166.0,166.0,0.0,0.0,0.0
2003-11-01,16.091,183.0,183.0,0.0,0.0,0.0
2003-12-01,17.248,196.0,196.0,0.0,0.0,0.0
2004-01-01,32.774,378.0,378.0,0.0,0.0,0.0
2004-02-01,18.749000000000002,216.0,216.0,0.0,0.0,0.0
2004-03-01,11.537,133.0,133.0,0.0,0.0,0.0
2004-04-01,7.841,90.0,90.0,0.0,0.0,0.0
2004-05-01,7.97,92.0,92.0,0.0,0.0,0.0
2004-06-01,7.527,87.0,87.0,0.0,0.0,0.0
2004-07-01,8.579,99.0,99.0,0.0,0.0,0.0
2004-08-01,11.023,127.0,127.0,0.0,0.0,0.0
2004-09-01,11.245,130.0,130.0,0.0,0.0,0.0
2004-10-01,11.049000000000001,127.0,127.0,0.0,0.0,0.0
2004-11-01,10.088000000000001,116.0,116.0,0.0,0.0,0.0
2004-12-01,21.617,249.0,249.0,0.0,0.0,0.0
2005-01-01,31.702,361.05,361.05,,,
2005-02-01,10.892000000000001,124.05,124.05,,,
2005-03-01,12.072000000000001,137.49,137.49,,,
2005-04-01,14.623000000000001,166.54,166.54,,,
2005-05-01,13.581000000000001,154.68,154.68,,,
2005-06-01,17.627000000000002,200.75,200.75,,,
2005-07-01,17.942,204.34,204.34,,,
2005-08-01,21.077,240.05,240.05,,,
2005-09-01,13.798,157.14,157.14,,,
2005-10-01,15.322000000000001,174.51,174.51,,,
2005-11-01,12.318000000000001,140.29,140.29,,,
2005-12-01,26.046000000000003,296.63,296.63,,,
2006-01-01,4.7010000000000005,58.0,58.0,,,
2006-02-01,2.46,30.0,30.0,,,
2006-03-01,2.0660000000000003,25.0,25.0,,,
2006-04-01,3.958,49.0,49.0,,,
2006-05-01,3.7,46.0,46.0,,,
2006-06-01,3.363,41.0,41.0,,,
2006-07-01,4.871,60.0,60.0,,,
2006-08-01,4.725,58.0,58.0,,,
2006-09-01,2.1710000000000003,27.0,27.0,,,
2006-10-01,2.293,28.0,28.0,,,
2006-11-01,2.7,33.0,33.0,,,
2006-12-01,2.992,37.0,37.0,,,
2007-01-01,19.622,238.0,238.0,0.0,0.0,0.0
2007-02-01,9.069,110.0,110.0,0.0,0.0,0.0
2007-03-01,1.78,23.0,23.0,0.0,0.0,0.0
2007-04-01,1.4280000000000002,17.0,17.0,0.0,0.0,0.0
2007-05-01,24.513,296.0,296.0,0.0,0.0,0.0
2007-06-01,18.895,226.0,226.0,0.0,0.0,0.0
2007-07-01,1.977,23.0,23.0,0.0,0.0,0.0
2007-08-01,12.644,151.0,151.0,0.0,0.0,0.0
2007-09-01,1.695,23.0,23.0,0.0,0.0,0.0
2007-10-01,0.67,6.0,6.0,0.0,0.0,0.0
2007-11-01,9.128,110.0,110.0,0.0,0.0,0.0
2007-12-01,2.579,29.0,29.0,0.0,0.0,0.0
2008-01-01,5.517,64.0,64.0,0.0,0.0,0.0
2008-02-01,0.912,12.0,12.0,0.0,0.0,0.0
2008-03-01,3.5580000000000003,41.0,41.0,0.0,0.0,0.0
2008-04-01,2.162,23.0,23.0,0.0,0.0,0.0
2008-05-01,0.749,12.0,12.0,0.0,0.0,0.0
2008-06-01,0.319,6.0,6.0,0.0,0.0,0.0
2008-07-01,0.97,12.0,12.0,0.0,0.0,0.0
2008-08-01,3.463,41.0,41.0,0.0,0.0,0.0
2008-09-01,6.607,81.0,81.0,0.0,0.0,0.0
2008-10-01,16.699,197.0,197.0,0.0,0.0,0.0
2008-11-01,2.595,29.0,29.0,0.0,0.0,0.0
2008-12-01,2.4490000000000003,29.0,29.0,0.0,0.0,0.0
2009-01-01,0.392,6.0,6.0,0.0,0.0,0.0
2009-02-01,1.358,17.0,17.0,0.0,0.0,0.0
