measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,10.569,142.0,142.0,0.0,0.0,0.0
2003-02-01,9.182,123.0,123.0,0.0,0.0,0.0
2003-03-01,8.23,110.0,110.0,0.0,0.0,0.0
2003-04-01,7.17,96.0,96.0,0.0,0.0,0.0
2003-05-01,7.939,106.0,106.0,0.0,0.0,0.0
2003-06-01,8.271,111.0,111.0,0.0,0.0,0.0
2003-07-01,11.294,151.0,151.0,0.0,0.0,0.0
2003-08-01,11.063,148.0,148.0,0.0,0.0,0.0
2003-09-01,9.244,124.0,124.0,0.0,0.0,0.0
2003-10-01,8.853,119.0,119.0,0.0,0.0,0.0
2003-11-01,9.742,131.0,131.0,0.0,0.0,0.0
2003-12-01,10.442,140.0,140.0,0.0,0.0,0.0
2004-01-01,10.447000000000001,118.0,118.0,0.0,0.0,0.0
2004-02-01,5.976,67.0,67.0,0.0,0.0,0.0
2004-03-01,3.677,42.0,42.0,0.0,0.0,0.0
2004-04-01,2.499,28.0,28.0,0.0,0.0,0.0
2004-05-01,2.54,29.0,29.0,0.0,0.0,0.0
2004-06-01,2.399,27.0,27.0,0.0,0.0,0.0
2004-07-01,2.734,31.0,31.0,0.0,0.0,0.0
2004-08-01,3.5130000000000003,40.0,40.0,0.0,0.0,0.0
2004-09-01,3.584,40.0,40.0,0.0,0.0,0.0
2004-10-01,3.5220000000000002,40.0,40.0,0.0,0.0,0.0
2004-11-01,3.216,36.0,36.0,0.0,0.0,0.0
2004-12-01,6.89,78.0,78.0,0.0,0.0,0.0
2005-01-01,9.495,113.95,113.95,0.0,0.0,0.0
2005-02-01,3.262,39.15,39.15,0.0,0.0,0.0
2005-03-01,3.616,43.39,43.39,0.0,0.0,0.0
2005-04-01,4.38,52.56,52.56,0.0,0.0,0.0
2005-05-01,4.0680000000000005,48.81,48.81,0.0,0.0,0.0
2005-06-01,5.28,63.35,63.35,0.0,0.0,0.0
2005-07-01,5.3740000000000006,64.49,64.49,0.0,0.0,0.0
2005-08-01,6.313000000000001,75.76,75.76,0.0,0.0,0.0
2005-09-01,4.133,49.59,49.59,0.0,0.0,0.0
2005-10-01,4.589,55.07,55.07,0.0,0.0,0.0
2005-11-01,3.689,44.27,44.27,0.0,0.0,0.0
2005-12-01,7.801,93.61,93.61,0.0,0.0,0.0
2006-01-01,7.1690000000000005,108.0,108.0,,,
2006-02-01,3.7510000000000003,56.0,56.0,,,
2006-03-01,3.1510000000000002,47.0,47.0,,,
2006-04-01,6.0360000000000005,91.0,91.0,,,
2006-05-01,5.642,85.0,85.0,,,
2006-06-01,5.128,77.0,77.0,,,
2006-07-01,7.429,112.0,112.0,,,
2006-08-01,7.206,108.0,108.0,,,
2006-09-01,3.31,50.0,50.0,,,
2006-10-01,3.4970000000000003,53.0,53.0,,,
2006-11-01,4.118,62.0,62.0,,,
2006-12-01,4.562,69.0,69.0,,,
2007-01-01,-2.2640000000000002,105.0,105.0,,,
2007-02-01,-1.046,50.0,50.0,,,
2007-03-01,-0.205,11.0,11.0,,,
2007-04-01,-0.165,6.0,6.0,,,
2007-05-01,-2.8280000000000003,132.0,132.0,,,
2007-06-01,-2.18,105.0,105.0,,,
2007-07-01,-0.228,11.0,11.0,,,
2007-08-01,-1.459,72.0,72.0,,,
2007-09-01,-0.196,11.0,11.0,,,
2007-10-01,-0.077,6.0,6.0,,,
2007-11-01,-1.0530000000000002,50.0,50.0,,,
2007-12-01,-0.298,17.0,17.0,,,
2008-01-01,-1.439,50.0,50.0,,,
2008-02-01,-0.23800000000000002,11.0,11.0,,,
2008-03-01,-0.928,39.0,39.0,,,
2008-04-01,-0.5640000000000001,22.0,22.0,,,
2008-05-01,-0.195,6.0,6.0,,,
2008-06-01,-0.083,6.0,6.0,,,
2008-07-01,-0.253,11.0,11.0,,,
2008-08-01,-0.904,39.0,39.0,,,
2008-09-01,-1.724,66.0,66.0,,,
2008-10-01,-4.356,176.0,176.0,,,
2008-11-01,-0.677,28.0,28.0,,,
2008-12-01,-0.639,28.0,28.0,,,
2009-01-01,-0.195,6.0,6.0,,,
2009-02-01,-0.679,11.0,11.0,,,
2009-03-01,-0.092,0.0,0.0,,,
2009-04-01,-0.462,6.0,6.0,,,
2009-05-01,-3.5490000000000004,61.0,61.0,,,
2009-06-01,-1.461,22.0,22.0,,,
2009-07-01,-2.512,44.0,44.0,,,
2009-08-01,-1.865,33.0,33.0,,,
2009-09-01,-1.982,33.0,33.0,,,
2009-10-01,-0.682,11.0,11.0,,,
2009-11-01,-1.239,22.0,22.0,,,
2009-12-01,-1.282,22.0,22.0,,,
2010-01-01,4.949,61.0,61.0,,,
2010-02-01,5.812,61.0,61.0,,,
2010-03-01,0.783,11.0,11.0,,,
2010-04-01,1.068,11.0,11.0,,,
2010-05-01,6.315,66.0,66.0,,,
2010-06-01,4.198,44.0,44.0,,,
2010-07-01,0.433,6.0,6.0,,,
2010-08-01,1.508,17.0,17.0,,,
2010-09-01,0.5860000000000001,6.0,6.0,,,
2010-10-01,3.21,33.0,33.0,,,
2010-11-01,10.21,110.0,110.0,,,
2010-12-01,2.928,33.0,33.0,,,
2011-01-01,2.015,11.0,11.0,,,
2011-02-01,0.631,6.0,6.0,,,
2011-03-01,3.22,39.0,39.0,,,
2011-04-01,2.206,28.0,28.0,,,
2011-05-01,1.187,11.0,11.0,,,
2011-06-01,2.214,28.0,28.0,,,
2011-07-01,1.215,17.0,17.0,,,
2011-08-01,0.626,6.0,6.0,,,
2011-09-01,0.293,6.0,6.0,,,
2011-10-01,0.878,11.0,11.0,,,
