measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2018-12-01,161.0,1466.0,1466.0
2019-01-01,290.42,2586.0,2586.0
2019-02-01,449.155,4000.0,4000.0
2019-03-01,637.969,5681.0,5681.0
2019-04-01,667.595,5945.0,5945.0
2019-05-01,687.976,6126.0,6126.0
2019-06-01,776.474,6915.0,6915.0
2019-07-01,935.814,8333.0,8333.0
2019-08-01,867.774,7728.0,7728.0
2019-09-01,627.286,5586.0,5586.0
2019-10-01,525.302,4678.0,4678.0
2019-11-01,312.62,2784.0,2784.0
2019-12-01,277.615,2472.0,2472.0
2020-01-01,250.118,2193.0,2193.0
2020-02-01,371.435,3256.0,3256.0
2020-03-01,546.254,4789.0,4789.0
2020-04-01,670.463,5878.0,5878.0
2020-05-01,790.371,6929.0,6929.0
2020-06-01,971.733,8519.0,8519.0
2020-07-01,933.559,8185.0,8185.0
2020-08-01,877.636,7694.0,7694.0
2020-09-01,686.839,6022.0,6022.0
2020-10-01,542.603,4757.0,4757.0
2020-11-01,368.796,3233.0,3233.0
2020-12-01,268.193,2351.0,2351.0
2021-01-01,234.351,2073.0,2073.0
2021-02-01,402.563,3560.0,3560.0
2021-03-01,831.034,7350.0,7350.0
2021-04-01,761.51,6735.0,6735.0
2021-05-01,878.946,7773.0,7773.0
2021-06-01,855.25,7564.0,7564.0
2021-07-01,750.443,6637.0,6637.0
2021-08-01,721.149,6378.0,6378.0
2021-09-01,850.303,7520.0,7520.0
2021-10-01,481.2,4256.0,4256.0
2021-11-01,345.798,3058.0,3058.0
2021-12-01,249.453,2206.0,2206.0
2022-01-01,323.985,1105.0,1105.0
2022-02-01,440.001,1501.0,1501.0
2022-03-01,603.194,2058.0,2058.0
2022-04-01,616.082,2102.0,2102.0
2022-05-01,827.14,2822.0,2822.0
2022-06-01,1033.149,3525.0,3525.0
2022-07-01,894.032,3050.0,3050.0
2022-08-01,837.73,2858.0,2858.0
2022-09-01,700.871,2391.0,2391.0
2022-10-01,634.979,2167.0,2167.0
2022-11-01,391.526,1336.0,1336.0
2022-12-01,221.311,755.0,755.0
2023-01-01,167.0,570.0,570.0
2023-02-01,468.0,1597.0,1597.0
2023-03-01,548.0,1870.0,1870.0
2023-04-01,788.0,2689.0,2689.0
2023-05-01,991.0,3381.0,3381.0
2023-06-01,937.0,3197.0,3197.0
2023-07-01,986.0,3364.0,3364.0
2023-08-01,841.0,2869.0,2869.0
2023-09-01,641.0,2187.0,2187.0
2023-10-01,474.0,1617.0,1617.0
2023-11-01,418.0,1426.0,1426.0
2023-12-01,185.0,631.0,631.0
2024-01-01,196.0,669.0,669.0
2024-02-01,557.0,1900.0,1900.0
2024-03-01,652.0,2225.0,2225.0
2024-04-01,712.0,2429.0,2429.0
2024-05-01,932.0,3180.0,3180.0
2024-06-01,932.0,3180.0,3180.0
2024-07-01,914.0,3119.0,3119.0
2024-08-01,893.0,3047.0,3047.0
2024-09-01,745.0,2542.0,2542.0
2024-10-01,647.0,2208.0,2208.0
2024-11-01,257.0,877.0,877.0
2024-12-01,217.0,740.0,740.0
