measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-10-01,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0
2022-01-01,23.042,349.0,349.0
2022-02-01,20.515,311.0,311.0
2022-03-01,16.336,247.0,247.0
2022-04-01,17.029,258.0,258.0
2022-05-01,25.157,382.0,382.0
2022-06-01,30.623,464.0,464.0
2022-07-01,36.086,547.0,547.0
2022-08-01,36.274,550.0,550.0
2022-09-01,30.577,463.0,463.0
2022-10-01,23.632,358.0,358.0
2022-11-01,22.149,336.0,336.0
2022-12-01,24.58,372.0,372.0
2023-01-01,26.727,407.0,407.0
2023-02-01,25.209,382.0,382.0
2023-03-01,24.88,377.0,377.0
2023-04-01,24.028,364.0,364.0
2023-05-01,34.305,520.0,520.0
2023-06-01,39.628,601.0,601.0
2023-07-01,43.46,659.0,659.0
2023-08-01,47.835,725.0,725.0
2023-09-01,40.298,611.0,611.0
2023-10-01,29.746,451.0,451.0
2023-11-01,27.579,418.0,418.0
2023-12-01,29.305,444.0,444.0
2024-01-01,24.193,350.0,350.0
2024-02-01,16.703,244.0,244.0
2024-03-01,18.955,276.0,276.0
2024-04-01,17.809,259.0,259.0
2024-05-01,23.794,347.0,347.0
2024-06-01,26.844,391.0,391.0
2024-07-01,29.016,422.0,422.0
2024-08-01,32.787,478.0,478.0
2024-09-01,27.204,396.0,396.0
2024-10-01,23.565,343.0,343.0
2024-11-01,18.878,275.0,275.0
2024-12-01,20.252,295.0,295.0
