measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2016-12-01,0.0,0.0,0.0
2017-01-01,226.205,2084.0,2084.0
2017-02-01,400.247,3687.0,3687.0
2017-03-01,538.278,4959.0,4959.0
2017-04-01,530.604,4888.0,4888.0
2017-05-01,697.685,6428.0,6428.0
2017-06-01,821.484,7568.0,7568.0
2017-07-01,896.508,8260.0,8260.0
2017-08-01,649.366,5983.0,5983.0
2017-09-01,586.944,5408.0,5408.0
2017-10-01,427.428,3938.0,3938.0
2017-11-01,256.025,2359.0,2359.0
2017-12-01,194.226,1789.0,1789.0
2018-01-01,445.38,4055.0,4055.0
2018-02-01,532.149,4845.0,4845.0
2018-03-01,880.299,8014.0,8014.0
2018-04-01,1063.896,9686.0,9686.0
2018-05-01,1117.379,10173.0,10173.0
2018-06-01,1023.85,9321.0,9321.0
2018-07-01,1247.841,11360.0,11360.0
2018-08-01,969.563,8827.0,8827.0
2018-09-01,797.928,7264.0,7264.0
2018-10-01,584.693,5323.0,5323.0
2018-11-01,324.788,2957.0,2957.0
2018-12-01,245.234,2233.0,2233.0
2019-01-01,288.562,2570.0,2570.0
2019-02-01,181.761,1619.0,1619.0
2019-03-01,526.926,4692.0,4692.0
2019-04-01,649.026,5780.0,5780.0
2019-05-01,810.319,7216.0,7216.0
2019-06-01,926.882,8254.0,8254.0
2019-07-01,917.143,8167.0,8167.0
2019-08-01,866.683,7718.0,7718.0
2019-09-01,577.752,5145.0,5145.0
2019-10-01,436.024,3883.0,3883.0
2019-11-01,265.424,2364.0,2364.0
2019-12-01,230.498,2053.0,2053.0
2020-01-01,242.767,2128.0,2128.0
2020-02-01,538.364,4720.0,4720.0
2020-03-01,653.19,5727.0,5727.0
2020-04-01,863.565,7571.0,7571.0
2020-05-01,898.285,7875.0,7875.0
2020-06-01,973.641,8536.0,8536.0
2020-07-01,938.853,8231.0,8231.0
2020-08-01,929.647,8150.0,8150.0
2020-09-01,655.566,5747.0,5747.0
2020-10-01,490.601,4301.0,4301.0
2020-11-01,375.454,3292.0,3292.0
2020-12-01,235.067,2061.0,2061.0
2021-01-01,298.909,2644.0,2644.0
2021-02-01,447.85,3961.0,3961.0
2021-03-01,767.551,6788.0,6788.0
2021-04-01,693.692,6135.0,6135.0
2021-05-01,880.709,7789.0,7789.0
2021-06-01,1094.481,9680.0,9680.0
2021-07-01,993.8,8789.0,8789.0
2021-08-01,914.959,8092.0,8092.0
2021-09-01,779.294,6892.0,6892.0
2021-10-01,522.754,4623.0,4623.0
2021-11-01,321.37,2842.0,2842.0
2021-12-01,204.631,1810.0,1810.0
2022-01-01,330.092,1126.0,1126.0
2022-02-01,496.634,1695.0,1695.0
2022-03-01,652.656,2227.0,2227.0
2022-04-01,552.779,1886.0,1886.0
2022-05-01,816.404,2786.0,2786.0
2022-06-01,1023.641,3493.0,3493.0
2022-07-01,995.161,3395.0,3395.0
2022-08-01,879.724,3002.0,3002.0
2022-09-01,825.559,2817.0,2817.0
2022-10-01,550.49,1878.0,1878.0
2022-11-01,296.682,1012.0,1012.0
2022-12-01,142.178,485.0,485.0
2023-01-01,249.0,850.0,850.0
2023-02-01,490.0,1672.0,1672.0
2023-03-01,700.0,2388.0,2388.0
2023-04-01,810.0,2764.0,2764.0
2023-05-01,1057.0,3606.0,3606.0
2023-06-01,1061.0,3620.0,3620.0
2023-07-01,1164.0,3972.0,3972.0
2023-08-01,1051.0,3586.0,3586.0
2023-09-01,711.0,2426.0,2426.0
2023-10-01,541.0,1846.0,1846.0
2023-11-01,386.0,1317.0,1317.0
2023-12-01,209.0,713.0,713.0
2024-01-01,150.0,512.0,512.0
2024-02-01,507.0,1730.0,1730.0
2024-03-01,764.0,2607.0,2607.0
2024-04-01,765.0,2610.0,2610.0
2024-05-01,1017.0,3470.0,3470.0
2024-06-01,948.0,3235.0,3235.0
2024-07-01,1054.0,3596.0,3596.0
2024-08-01,992.0,3385.0,3385.0
2024-09-01,968.0,3303.0,3303.0
2024-10-01,700.0,2388.0,2388.0
2024-11-01,297.0,1013.0,1013.0
2024-12-01,150.0,512.0,512.0
