measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,200.0,3528.0,3528.0
2003-02-01,233.0,4741.0,4741.0
2003-03-01,1412.0,14586.0,14586.0
2003-04-01,-160.0,0.0,0.0
2003-05-01,-69.0,0.0,0.0
2003-06-01,502.0,5579.0,5579.0
2003-07-01,-156.0,0.0,0.0
2003-08-01,1985.0,28433.0,28433.0
2003-09-01,-80.0,0.0,0.0
2003-10-01,-118.0,0.0,0.0
2003-11-01,-162.0,0.0,0.0
2003-12-01,-167.0,0.0,0.0
2004-01-01,372.205,9242.0,9242.0
2004-02-01,154.28,3831.0,3831.0
2004-03-01,47.559000000000005,1181.0,1181.0
2004-04-01,90.308,2242.0,2242.0
2004-05-01,174.149,4324.0,4324.0
2004-06-01,64.649,1605.0,1605.0
2004-07-01,34.181000000000004,849.0,849.0
2004-08-01,33.27,826.0,826.0
2004-09-01,14.219000000000001,353.0,353.0
2004-10-01,13.355,332.0,332.0
2004-11-01,22.297,554.0,554.0
2004-12-01,223.52900000000002,5550.0,5550.0
2005-01-01,1711.573,23826.14,23826.14
2005-02-01,393.97,5484.31,5484.31
2005-03-01,338.074,4706.2,4706.2
2005-04-01,338.266,4708.86,4708.86
2005-05-01,341.055,4747.69,4747.69
2005-06-01,413.141,5751.17,5751.17
2005-07-01,782.442,10892.07,10892.07
2005-08-01,693.015,9647.2,9647.2
2005-09-01,385.61,5367.92,5367.92
2005-10-01,540.631,7525.92,7525.92
2005-11-01,364.03900000000004,5067.65,5067.65
2005-12-01,997.1840000000001,13881.41,13881.41
2006-01-01,948.538,13042.0,13042.0
2006-02-01,496.34,6824.0,6824.0
2006-03-01,416.93,5733.0,5733.0
2006-04-01,798.648,10981.0,10981.0
2006-05-01,746.535,10264.0,10264.0
2006-06-01,678.548,9330.0,9330.0
2006-07-01,982.893,13514.0,13514.0
2006-08-01,953.4010000000001,13109.0,13109.0
2006-09-01,438.00800000000004,6022.0,6022.0
2006-10-01,462.678,6362.0,6362.0
2006-11-01,544.817,7491.0,7491.0
2006-12-01,603.665,8300.0,8300.0
2007-01-01,331.773,4331.0,4331.0
2007-02-01,1307.79,17070.0,17070.0
2007-03-01,694.5120000000001,9065.0,9065.0
2007-04-01,132.463,1729.0,1729.0
2007-05-01,176.08800000000002,2297.0,2297.0
2007-06-01,556.991,7272.0,7272.0
2007-07-01,304.065,3967.0,3967.0
2007-08-01,363.90200000000004,4752.0,4752.0
2007-09-01,240.197,3135.0,3135.0
2007-10-01,155.453,2028.0,2028.0
2007-11-01,107.748,1406.0,1406.0
2007-12-01,260.019,3393.0,3393.0
2008-01-01,573.577,7870.0,7870.0
2008-02-01,459.08500000000004,6305.0,6305.0
2008-03-01,149.67700000000002,2057.0,2057.0
2008-04-01,102.983,1412.0,1412.0
2008-05-01,105.66300000000001,1453.0,1453.0
2008-06-01,425.60400000000004,5842.0,5842.0
2008-07-01,198.45000000000002,2725.0,2725.0
2008-08-01,123.14500000000001,1694.0,1694.0
2008-09-01,153.52800000000002,2110.0,2110.0
2008-10-01,72.152,990.0,990.0
2008-11-01,154.618,2121.0,2121.0
2008-12-01,296.51800000000003,4073.0,4073.0
2009-01-01,242.27100000000002,3364.0,3364.0
2009-02-01,46.727000000000004,649.0,649.0
2009-03-01,57.411,796.0,796.0
2009-04-01,21.494,298.0,298.0
2009-05-01,20.365,281.0,281.0
2009-06-01,18.022000000000002,252.0,252.0
2009-07-01,28.282,392.0,392.0
2009-08-01,24.226000000000003,333.0,333.0
2009-09-01,15.463000000000001,216.0,216.0
2009-10-01,16.094,222.0,222.0
2009-11-01,19.067,263.0,263.0
2009-12-01,18.578,257.0,257.0
2010-01-01,645.2230000000001,8652.0,8652.0
2010-02-01,206.95100000000002,2773.0,2773.0
2010-03-01,207.20700000000002,2779.0,2779.0
2010-04-01,154.097,2065.0,2065.0
2010-05-01,171.542,2299.0,2299.0
2010-06-01,367.57,4932.0,4932.0
2010-07-01,1139.757,15280.0,15280.0
2010-08-01,463.235,6213.0,6213.0
2010-09-01,210.204,2820.0,2820.0
2010-10-01,134.531,1802.0,1802.0
2010-11-01,143.906,1931.0,1931.0
2010-12-01,486.77700000000004,6529.0,6529.0
2011-01-01,237.286,3218.0,3218.0
2011-02-01,90.271,1223.0,1223.0
2011-03-01,170.355,2311.0,2311.0
2011-04-01,153.007,2077.0,2077.0
2011-05-01,225.628,3060.0,3060.0
2011-06-01,136.976,1860.0,1860.0
2011-07-01,272.843,3703.0,3703.0
2011-08-01,91.1,1234.0,1234.0
2011-09-01,87.879,1193.0,1193.0
2011-10-01,97.989,1328.0,1328.0
2011-11-01,85.327,1158.0,1158.0
2011-12-01,90.339,1229.0,1229.0
2012-01-01,112.72,1527.0,1527.0
2012-02-01,80.445,1088.0,1088.0
2012-03-01,74.301,1000.0,1000.0
2012-04-01,102.736,1386.0,1386.0
2012-05-01,177.371,2393.0,2393.0
2012-06-01,140.417,1895.0,1895.0
2012-07-01,303.63,4101.0,4101.0
2012-08-01,111.37,1503.0,1503.0
2012-09-01,124.712,1685.0,1685.0
2012-10-01,93.792,1264.0,1264.0
2012-11-01,163.383,2205.0,2205.0
2012-12-01,129.123,1743.0,1743.0
2013-01-01,496.029,4244.0,4244.0
2013-02-01,144.375,1230.0,1230.0
2013-03-01,119.471,1020.0,1020.0
2013-04-01,198.965,1697.0,1697.0
2013-05-01,187.507,1603.0,1603.0
2013-06-01,154.413,1318.0,1318.0
2013-07-01,380.859,3253.0,3253.0
2013-08-01,196.199,1673.0,1673.0
2013-09-01,139.158,1189.0,1189.0
2013-10-01,162.918,1393.0,1393.0
2013-11-01,154.604,1318.0,1318.0
2013-12-01,337.502,2880.0,2880.0
2014-01-01,6725.402,85548.0,85548.0
2014-02-01,806.17,10258.0,10258.0
2014-03-01,984.763,12527.0,12527.0
2014-04-01,236.555,3012.0,3012.0
2014-05-01,627.443,7983.0,7983.0
2014-06-01,282.658,3594.0,3594.0
2014-07-01,431.784,5495.0,5495.0
2014-08-01,382.291,4865.0,4865.0
2014-09-01,346.2,4402.0,4402.0
2014-10-01,211.565,2691.0,2691.0
2014-11-01,411.645,5239.0,5239.0
2014-12-01,591.524,7526.0,7526.0
2015-01-01,1253.446,14947.0,14947.0
2015-02-01,6691.737,79764.0,79764.0
2015-03-01,902.728,10760.0,10760.0
2015-04-01,339.195,4044.0,4044.0
2015-05-01,606.542,7229.0,7229.0
2015-06-01,538.021,6411.0,6411.0
2015-07-01,635.723,7580.0,7580.0
2015-08-01,528.939,6307.0,6307.0
2015-09-01,331.662,3951.0,3951.0
2015-10-01,487.681,5812.0,5812.0
2015-11-01,596.543,7114.0,7114.0
2015-12-01,544.783,6492.0,6492.0
2016-01-01,73.209,1027.0,1027.0
2016-02-01,44.332,621.0,621.0
2016-03-01,47.549,667.0,667.0
2016-04-01,64.106,899.0,899.0
2016-05-01,52.005,731.0,731.0
2016-06-01,53.207,748.0,748.0
2016-07-01,56.484,795.0,795.0
2016-08-01,53.795,754.0,754.0
2016-09-01,35.985,505.0,505.0
2016-10-01,42.046,592.0,592.0
2016-11-01,51.14,719.0,719.0
2016-12-01,51.142,719.0,719.0
2017-01-01,224.681,2377.0,2377.0
2017-02-01,175.863,1858.0,1858.0
2017-03-01,229.284,2423.0,2423.0
2017-04-01,154.078,1627.0,1627.0
2017-05-01,248.606,2625.0,2625.0
2017-06-01,264.645,2798.0,2798.0
2017-07-01,220.842,2337.0,2337.0
2017-08-01,297.421,3145.0,3145.0
2017-09-01,215.66,2279.0,2279.0
2017-10-01,156.517,1656.0,1656.0
2017-11-01,286.207,3023.0,3023.0
2017-12-01,281.196,2972.0,2972.0
2018-01-01,2724.547,34349.0,34349.0
2018-02-01,1087.694,13715.0,13715.0
2018-03-01,838.216,10571.0,10571.0
2018-04-01,943.301,11892.0,11892.0
2018-05-01,944.734,11915.0,11915.0
2018-06-01,1549.3,19537.0,19537.0
2018-07-01,609.09,7680.0,7680.0
2018-08-01,965.268,12169.0,12169.0
2018-09-01,492.507,6209.0,6209.0
