measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2020-02-01,0.0,0.0,0.0,400.846,3514.0,3514.0
2020-03-01,0.0,0.0,0.0,609.923,5347.0,5347.0
2020-04-01,0.0,0.0,0.0,584.796,5127.0,5127.0
2020-05-01,0.0,0.0,0.0,824.45,7228.0,7228.0
2020-06-01,0.0,0.0,0.0,778.937,6829.0,6829.0
2020-07-01,0.0,0.0,0.0,767.085,6725.0,6725.0
2020-08-01,0.0,0.0,0.0,725.128,6357.0,6357.0
2020-09-01,0.0,0.0,0.0,629.598,5520.0,5520.0
2020-10-01,0.0,0.0,0.0,457.738,4013.0,4013.0
2020-11-01,0.0,0.0,0.0,327.362,2870.0,2870.0
2020-12-01,0.0,0.0,0.0,249.137,2184.0,2184.0
2021-01-01,0.0,0.0,0.0,411.529,3640.0,3640.0
2021-02-01,0.0,0.0,0.0,325.045,2875.0,2875.0
2021-03-01,0.0,0.0,0.0,1028.826,9099.0,9099.0
2021-04-01,0.0,0.0,0.0,832.706,7364.0,7364.0
2021-05-01,0.0,0.0,0.0,1034.935,9153.0,9153.0
2021-06-01,0.0,0.0,0.0,1072.872,9488.0,9488.0
2021-07-01,0.0,0.0,0.0,844.28,7467.0,7467.0
2021-08-01,0.0,0.0,0.0,851.032,7527.0,7527.0
2021-09-01,0.0,0.0,0.0,790.91,6995.0,6995.0
2021-10-01,0.0,0.0,0.0,584.502,5169.0,5169.0
2021-11-01,0.0,0.0,0.0,578.072,5112.0,5112.0
2021-12-01,0.0,0.0,0.0,309.291,2735.0,2735.0
2022-01-01,-9.913,0.0,0.0,689.199,2352.0,2352.0
2022-02-01,-8.226,0.0,0.0,453.556,1548.0,1548.0
2022-03-01,-8.507,0.0,0.0,676.902,2310.0,2310.0
2022-04-01,-10.183,0.0,0.0,827.039,2822.0,2822.0
2022-05-01,-10.185,0.0,0.0,930.848,3176.0,3176.0
2022-06-01,-10.348,0.0,0.0,936.281,3195.0,3195.0
2022-07-01,-9.912,0.0,0.0,1033.512,3526.0,3526.0
2022-08-01,-9.711,0.0,0.0,911.687,3111.0,3111.0
2022-09-01,-9.898,0.0,0.0,755.831,2579.0,2579.0
2022-10-01,-10.209,0.0,0.0,599.117,2044.0,2044.0
2022-11-01,-9.846,0.0,0.0,494.164,1686.0,1686.0
2022-12-01,-10.062,0.0,0.0,320.864,1095.0,1095.0
2023-01-01,-6.0,0.0,0.0,248.0,846.0,846.0
2023-02-01,-5.0,0.0,0.0,512.0,1747.0,1747.0
2023-03-01,-7.0,0.0,0.0,801.0,2733.0,2733.0
2023-04-01,-7.0,0.0,0.0,817.0,2788.0,2788.0
2023-05-01,-11.0,0.0,0.0,1174.0,4006.0,4006.0
2023-06-01,-7.0,0.0,0.0,834.0,2846.0,2846.0
2023-07-01,-8.0,0.0,0.0,943.0,3218.0,3218.0
2023-08-01,-5.0,0.0,0.0,836.0,2852.0,2852.0
2023-09-01,-3.0,0.0,0.0,702.0,2395.0,2395.0
2023-10-01,-5.0,0.0,0.0,643.0,2194.0,2194.0
2023-11-01,-3.0,0.0,0.0,495.0,1689.0,1689.0
2023-12-01,0.0,0.0,0.0,314.0,1071.0,1071.0
2024-01-01,-8.0,0.0,0.0,212.0,723.0,723.0
2024-02-01,-2.0,0.0,0.0,600.0,2047.0,2047.0
2024-03-01,-9.0,0.0,0.0,560.0,1911.0,1911.0
2024-04-01,-10.0,0.0,0.0,807.0,2753.0,2753.0
2024-05-01,-13.0,0.0,0.0,914.0,3119.0,3119.0
2024-06-01,-11.0,0.0,0.0,962.0,3282.0,3282.0
2024-07-01,-10.0,0.0,0.0,867.0,2958.0,2958.0
2024-08-01,-10.0,0.0,0.0,863.0,2945.0,2945.0
2024-09-01,-8.0,0.0,0.0,702.0,2395.0,2395.0
2024-10-01,-8.0,0.0,0.0,751.0,2562.0,2562.0
2024-11-01,-10.0,0.0,0.0,544.0,1856.0,1856.0
2024-12-01,-8.0,0.0,0.0,313.0,1068.0,1068.0
