measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2019-12-01,62.0,552.0,552.0
2020-01-01,150.175,1317.0,1317.0
2020-02-01,167.665,1470.0,1470.0
2020-03-01,242.429,2125.0,2125.0
2020-04-01,243.092,2131.0,2131.0
2020-05-01,319.227,2799.0,2799.0
2020-06-01,320.914,2813.0,2813.0
2020-07-01,305.217,2676.0,2676.0
2020-08-01,259.15,2272.0,2272.0
2020-09-01,254.857,2234.0,2234.0
2020-10-01,180.937,1586.0,1586.0
2020-11-01,166.626,1461.0,1461.0
2020-12-01,112.711,988.0,988.0
2021-01-01,170.193,1505.0,1505.0
2021-02-01,120.379,1065.0,1065.0
2021-03-01,296.35,2621.0,2621.0
2021-04-01,301.995,2671.0,2671.0
2021-05-01,334.603,2959.0,2959.0
2021-06-01,331.189,2929.0,2929.0
2021-07-01,296.888,2626.0,2626.0
2021-08-01,283.769,2510.0,2510.0
2021-09-01,283.312,2506.0,2506.0
2021-10-01,219.332,1940.0,1940.0
2021-11-01,202.692,1793.0,1793.0
2021-12-01,135.298,1197.0,1197.0
2022-01-01,157.441,537.0,537.0
2022-02-01,197.42,674.0,674.0
2022-03-01,276.042,942.0,942.0
2022-04-01,322.677,1101.0,1101.0
2022-05-01,321.799,1098.0,1098.0
2022-06-01,341.32,1165.0,1165.0
2022-07-01,352.851,1204.0,1204.0
2022-08-01,351.208,1198.0,1198.0
2022-09-01,297.178,1014.0,1014.0
2022-10-01,289.443,988.0,988.0
2022-11-01,207.988,710.0,710.0
2022-12-01,158.633,541.0,541.0
2023-01-01,98.0,334.0,334.0
2023-02-01,177.0,604.0,604.0
2023-03-01,235.0,802.0,802.0
2023-04-01,331.0,1129.0,1129.0
2023-05-01,449.0,1532.0,1532.0
2023-06-01,148.0,505.0,505.0
2023-07-01,165.0,563.0,563.0
2023-08-01,161.0,549.0,549.0
2023-09-01,205.0,699.0,699.0
2023-10-01,223.0,761.0,761.0
2023-11-01,205.0,699.0,699.0
2023-12-01,96.0,328.0,328.0
2024-01-01,88.0,300.0,300.0
2024-02-01,181.0,618.0,618.0
2024-03-01,174.0,594.0,594.0
2024-04-01,261.0,891.0,891.0
2024-05-01,312.0,1065.0,1065.0
2024-06-01,290.0,989.0,989.0
2024-07-01,310.0,1058.0,1058.0
2024-08-01,264.0,901.0,901.0
2024-09-01,255.0,870.0,870.0
2024-10-01,118.0,403.0,403.0
2024-11-01,153.0,522.0,522.0
2024-12-01,100.0,341.0,341.0
