measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,23958.396,141385.0,307244.0
2003-02-01,22105.089,130448.0,283477.0
2003-03-01,24368.193,143803.0,312499.0
2003-04-01,23044.648,135993.0,295526.0
2003-05-01,26385.727,155709.0,338372.0
2003-06-01,27491.29,162233.0,352550.0
2003-07-01,35296.32,208293.0,452643.0
2003-08-01,33159.655,195684.0,425242.0
2003-09-01,30301.642,178818.0,388590.0
2003-10-01,28516.516,168284.0,365698.0
2003-11-01,24139.227,142452.0,309563.0
2003-12-01,25629.958,151249.0,328680.0
2004-01-01,31213.887,154509.84,397500.9
2004-02-01,28233.970999999998,139759.15,359552.43
2004-03-01,27990.44,138553.67,356451.13
2004-04-01,26440.709000000003,130882.44,336715.69
2004-05-01,29058.495000000003,143840.58,370052.54
2004-06-01,26478.744,131070.72,337200.07
2004-07-01,29791.59,147469.42,379388.31
2004-08-01,29721.116,147120.57,378490.84
2004-09-01,28948.491,143296.05,368651.66
2004-10-01,26169.912,129541.98,333267.17
2004-11-01,28291.102,140041.95,360279.98
2004-12-01,28832.864,142723.69,367179.18
2005-01-01,22179.99,109791.73,283249.22
2005-02-01,20019.755,99098.49,255661.96
2005-03-01,21605.371,106947.35,275911.05
2005-04-01,21709.136,107460.99,277236.17
2005-05-01,23843.272,118025.04,304490.14
2005-06-01,30625.295,151596.29,391099.85
2005-07-01,39216.261,194121.87,500810.65
2005-08-01,40640.528,201172.05,518999.23
2005-09-01,30651.634,151726.67,391436.21
2005-10-01,23791.59,117769.21,303830.13
2005-11-01,21227.778,105078.25,271089.01
2005-12-01,24220.27,119891.19,309304.58
2006-01-01,24831.627,122917.42,316927.33
2006-02-01,21893.416,108373.18,279426.8
2006-03-01,24249.92,120037.96,309502.99
2006-04-01,23105.369,114372.39,294895.02
2006-05-01,26931.213,133310.46,343724.46
2006-06-01,28545.787,141302.65,364331.35
2006-07-01,32141.297,159100.55,410221.04
2006-08-01,33203.916,164360.55,423783.3
2006-09-01,27035.842,133828.37,345059.85
2006-10-01,28341.33,140290.58,361721.85
2006-11-01,23940.383,118505.74,305552.34
2006-12-01,26846.52,132891.22,342643.52
2007-01-01,23273.212,117623.0,302238.0
2007-02-01,21169.566,106991.0,274919.0
2007-03-01,19582.375,98970.0,254307.0
2007-04-01,19491.762000000002,98512.0,253130.0
2007-05-01,21741.458,109881.0,282346.0
2007-06-01,25705.727,129918.0,333828.0
2007-07-01,35016.802,176975.0,454747.0
2007-08-01,38819.676999999996,196196.0,504132.0
2007-09-01,30590.7,154606.0,397266.0
2007-10-01,28990.927,146520.0,376491.0
2007-11-01,27563.024,139304.0,357948.0
2007-12-01,30714.77,155233.0,398878.0
2008-01-01,28495.470999999998,143957.0,370469.0
2008-02-01,23876.542,120622.0,310419.0
2008-03-01,22408.049,113204.0,291327.0
2008-04-01,25491.073,128779.0,331409.0
2008-05-01,20261.504,102360.0,263420.0
2008-06-01,22176.350000000002,112033.0,288314.0
2008-07-01,29046.801,146742.0,377637.0
2008-08-01,33981.631,171673.0,441795.0
2008-09-01,30606.619,154622.0,397916.0
2008-10-01,28533.47,144149.0,370963.0
2008-11-01,24849.085,125536.0,323063.0
2008-12-01,27797.405,140430.0,361394.0
2009-01-01,25092.877,125712.0,325863.0
2009-02-01,23088.372,115670.0,299834.0
2009-03-01,21483.632,107630.0,278993.0
2009-04-01,18454.855,92457.0,239660.0
2009-05-01,18749.655,93933.0,243490.0
2009-06-01,17377.561,87059.0,225671.0
2009-07-01,31797.523,159302.0,412934.0
2009-08-01,32605.829,163351.0,423430.0
2009-09-01,34168.415,171180.0,443723.0
2009-10-01,26719.201,133860.0,346984.0
2009-11-01,24400.375,122243.0,316871.0
2009-12-01,28007.705,140315.0,363718.0
2010-01-01,30461.95,151923.0,397040.0
2010-02-01,28123.482,140261.0,366561.0
2010-03-01,29949.431,149367.0,390361.0
2010-04-01,25226.569,125813.0,328803.0
2010-05-01,18374.126,91637.0,239488.0
2010-06-01,17151.63,85541.0,223554.0
2010-07-01,28315.174,141217.0,369059.0
2010-08-01,33422.422,166688.0,435627.0
2010-09-01,30970.722,154461.0,403673.0
2010-10-01,34769.426,173406.0,453184.0
2010-11-01,29279.176,146024.0,381625.0
2010-12-01,27428.892,136796.0,357508.0
2011-01-01,26292.049,131300.0,345494.0
2011-02-01,25926.124,129473.0,340686.0
2011-03-01,20622.465,102987.0,270992.0
2011-04-01,17571.701,87752.0,230903.0
2011-05-01,15677.984,78294.0,206018.0
2011-06-01,17447.594,87132.0,229273.0
2011-07-01,27972.705,139693.0,367580.0
2011-08-01,34343.758,171510.0,451299.0
2011-09-01,34864.26,174109.0,458139.0
2011-10-01,27923.079,139445.0,366927.0
2011-11-01,27528.668,137476.0,361744.0
2011-12-01,35816.613,178865.0,470653.0
2012-01-01,21631.023,107144.0,283020.0
2012-02-01,21629.376,107136.0,282998.0
2012-03-01,20572.132,101899.0,269164.0
2012-04-01,19060.606,94412.0,249388.0
2012-05-01,18927.558,93753.0,247648.0
2012-06-01,20038.026,99253.0,262177.0
2012-07-01,23698.628,117385.0,310071.0
2012-08-01,31205.832,154570.0,408296.0
2012-09-01,28348.684,140418.0,370913.0
2012-10-01,26232.166,129934.0,343221.0
2012-11-01,22649.338,112188.0,296343.0
2012-12-01,21366.631,105834.0,279560.0
2013-01-01,20454.957,101102.0,271781.0
2013-02-01,18842.323,93131.0,250356.0
2013-03-01,18172.253,89819.0,241453.0
2013-04-01,15637.331,77290.0,207771.0
2013-05-01,16514.216,81624.0,219423.0
2013-06-01,19537.488,96567.0,259593.0
2013-07-01,24790.871,122533.0,329393.0
2013-08-01,25283.272,124967.0,335936.0
