measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2016-01-01,-39.032,0.0,0.0
2016-02-01,-39.604,0.0,0.0
2016-03-01,-40.747,0.0,0.0
2016-04-01,-38.803,0.0,0.0
2016-05-01,-28.5,0.0,0.0
2016-06-01,-42.695,0.0,0.0
2016-07-01,-42.352,0.0,0.0
2016-08-01,-41.851,0.0,0.0
2016-09-01,-41.435,0.0,0.0
2016-10-01,-38.805,0.0,0.0
2016-11-01,-36.398,0.0,0.0
2016-12-01,-41.778,0.0,0.0
2017-01-01,-32.0,0.0,0.0
2017-02-01,-41.0,0.0,0.0
2017-03-01,-46.0,0.0,0.0
2017-04-01,-44.0,0.0,0.0
2017-05-01,-46.0,0.0,0.0
2017-06-01,-43.0,0.0,0.0
2017-07-01,-45.0,0.0,0.0
2017-08-01,-43.0,0.0,0.0
2017-09-01,-42.0,0.0,0.0
2017-10-01,-45.0,0.0,0.0
2017-11-01,-44.0,0.0,0.0
2017-12-01,-44.0,0.0,0.0
2018-01-01,-45.0,0.0,0.0
2018-02-01,-44.0,0.0,0.0
2018-03-01,-49.0,0.0,0.0
2018-04-01,-48.0,0.0,0.0
2018-05-01,-34.0,0.0,0.0
2018-06-01,-47.0,0.0,0.0
2018-07-01,-49.0,0.0,0.0
2018-08-01,-48.0,0.0,0.0
2018-09-01,-47.0,0.0,0.0
2018-10-01,-47.0,0.0,0.0
2018-11-01,-40.0,0.0,0.0
2018-12-01,-47.0,0.0,0.0
2019-01-01,-31.0,0.0,0.0
2019-02-01,-45.0,0.0,0.0
2019-03-01,-49.0,0.0,0.0
2019-04-01,-46.0,0.0,0.0
2019-05-01,-39.0,0.0,0.0
2019-06-01,-46.0,0.0,0.0
2019-07-01,-46.0,0.0,0.0
2019-08-01,-47.0,0.0,0.0
2019-09-01,-46.0,0.0,0.0
2019-10-01,-47.0,0.0,0.0
2019-11-01,-42.0,0.0,0.0
2019-12-01,-42.0,0.0,0.0
2020-01-01,-39.0,0.0,0.0
2020-02-01,-38.0,0.0,0.0
2020-03-01,-37.0,0.0,0.0
2020-04-01,-35.0,0.0,0.0
2020-05-01,-24.0,0.0,0.0
2020-06-01,-34.0,0.0,0.0
2020-07-01,-34.0,0.0,0.0
2020-08-01,-32.0,0.0,0.0
2020-09-01,-29.0,0.0,0.0
2020-10-01,-28.0,0.0,0.0
2020-11-01,-27.0,0.0,0.0
2020-12-01,-28.0,0.0,0.0
2021-01-01,-29.0,0.0,0.0
2021-02-01,-15.0,0.0,0.0
2021-03-01,-25.0,0.0,0.0
2021-04-01,-30.0,0.0,0.0
2021-05-01,-27.0,0.0,0.0
2021-06-01,-29.0,0.0,0.0
2021-07-01,-17.0,0.0,0.0
2021-08-01,-33.0,0.0,0.0
2021-09-01,-27.0,0.0,0.0
2021-10-01,-22.0,0.0,0.0
2021-11-01,-17.0,0.0,0.0
2021-12-01,-5.0,0.0,0.0
2022-01-01,-17.0,0.0,0.0
2022-02-01,-25.0,0.0,0.0
2022-03-01,-31.0,0.0,0.0
2022-04-01,-32.0,0.0,0.0
2022-05-01,-32.0,0.0,0.0
2022-06-01,-33.0,0.0,0.0
2022-07-01,-39.0,0.0,0.0
2022-08-01,-35.0,0.0,0.0
2022-09-01,-34.0,0.0,0.0
2022-10-01,-31.0,0.0,0.0
2022-11-01,-30.0,0.0,0.0
2022-12-01,-32.0,0.0,0.0
2023-01-01,-33.0,0.0,0.0
2023-02-01,-31.0,0.0,0.0
2023-03-01,-32.0,0.0,0.0
2023-04-01,-29.0,0.0,0.0
2023-05-01,-31.0,0.0,0.0
2023-06-01,-29.0,0.0,0.0
2023-07-01,-29.0,0.0,0.0
2023-08-01,-31.0,0.0,0.0
2023-09-01,-26.0,0.0,0.0
2023-10-01,-25.0,0.0,0.0
2023-11-01,-23.0,0.0,0.0
2023-12-01,-19.0,0.0,0.0
2024-01-01,-15.0,0.0,0.0
2024-02-01,-11.0,0.0,0.0
2024-03-01,-5.0,0.0,0.0
2024-04-01,-5.0,0.0,0.0
2024-05-01,-5.0,0.0,0.0
2024-06-01,-5.0,0.0,0.0
2024-07-01,-5.0,0.0,0.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0
