measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2019-04-01,725.3,11053.0,14163.0,15167.7,231144.0,296188.0
2019-05-01,8.789,132.0,175.0,18278.211,273675.0,363073.0
2019-06-01,75.738,1143.0,2515.0,17896.262,270165.0,594318.0
2019-07-01,610.71,9071.0,10468.0,19177.29,284839.0,328703.0
2019-08-01,843.525,12404.0,13361.0,17663.475,259737.0,279790.0
2019-09-01,693.144,10146.0,12054.0,20117.856,294477.0,349860.0
2019-10-01,681.82,10097.0,12138.0,20268.18,300149.0,360833.0
2019-11-01,914.863,13494.0,16576.0,17849.137,263261.0,323400.0
2019-12-01,1543.804,22964.0,31605.0,15366.196,228569.0,314580.0
2020-01-01,2633.203,39115.0,52491.0,11787.797,175104.0,234982.0
2020-02-01,1580.948,23426.0,31089.0,16899.052,250407.0,332313.0
2020-03-01,449.795,6733.0,9105.0,17132.205,256442.0,346789.0
2020-04-01,705.611,10502.0,13565.0,17379.389,258677.0,334117.0
2020-05-01,1001.992,15019.0,20285.0,16425.008,246190.0,332518.0
2020-06-01,520.182,7775.0,9762.0,16466.818,246132.0,309025.0
2020-07-01,872.464,12933.0,15280.0,18418.536,273033.0,322578.0
2020-08-01,1008.149,14991.0,17847.0,18894.851,280966.0,334497.0
2020-09-01,828.187,12371.0,14386.0,17550.813,262159.0,304873.0
2020-10-01,758.25,11201.0,14076.0,17067.75,252124.0,316835.0
2020-11-01,652.536,9828.0,12881.0,15988.464,240817.0,315603.0
2020-12-01,1058.971,15579.0,21732.0,19867.029,292266.0,407706.0
2021-01-01,2035.757,30024.0,39214.0,17920.243,264295.0,345187.0
2021-02-01,1703.249,25191.0,32931.0,15913.751,235363.0,307684.0
2021-03-01,925.566,13875.0,18688.0,11293.434,169295.0,228028.0
2021-04-01,412.111,6124.0,8168.0,17977.889,267163.0,356301.0
2021-05-01,910.82,13690.0,18706.0,17324.18,260389.0,355796.0
2021-06-01,697.052,10375.0,13040.0,17135.948,255051.0,320563.0
2021-07-01,418.225,6224.0,8398.0,18116.775,269616.0,363786.0
2021-08-01,677.473,10167.0,13464.0,15613.527,234323.0,310310.0
2021-09-01,318.551,4712.0,6219.0,14569.449,215499.0,284441.0
2021-10-01,485.586,7255.0,10217.0,4865.414,72695.0,102371.0
2021-11-01,627.996,9404.0,12199.0,18184.004,272304.0,353227.0
2021-12-01,1189.113,17869.0,23400.0,19228.887,288952.0,378397.0
2022-01-01,1960.073,29919.0,42832.0,16356.927,249674.0,357432.0
2022-02-01,915.15,13877.0,19070.0,16099.85,244138.0,335484.0
2022-03-01,282.231,4280.0,5971.0,11994.769,181919.0,253751.0
2022-04-01,441.71,6744.0,7763.0,17418.29,265930.0,306132.0
2022-05-01,272.571,4086.0,4832.0,19262.429,288786.0,341453.0
2022-06-01,159.97,2402.0,2785.0,17992.03,270176.0,313197.0
2022-07-01,294.009,4366.0,4988.0,21429.991,318218.0,363558.0
2022-08-01,292.868,4389.0,5127.0,20172.132,302282.0,353132.0
2022-09-01,326.011,4845.0,5739.0,20674.989,307271.0,363946.0
2022-10-01,378.135,5638.0,6855.0,16735.865,249525.0,303404.0
2022-11-01,317.869,4732.0,5842.0,20762.131,309063.0,381551.0
2022-12-01,670.479,10171.0,12657.0,16685.521,253126.0,314978.0
2023-01-01,303.884,4970.0,8802.0,7403.116,121070.0,214432.0
2023-02-01,829.753,12375.0,18397.0,14743.247,219873.0,326882.0
2023-03-01,1618.863,24399.0,34825.0,14057.137,211862.0,302400.0
2023-04-01,1824.576,27821.0,39306.0,11644.424,177554.0,250853.0
2023-05-01,638.233,9480.0,12292.0,18909.767,280868.0,364198.0
2023-06-01,56.198,891.0,990.0,1757.802,27865.0,30971.0
2023-07-01,302.183,4498.0,5835.0,10058.817,149738.0,194215.0
2023-08-01,281.364,4130.0,5602.0,21171.636,310757.0,421538.0
2023-09-01,289.73,4258.0,5622.0,19922.27,292791.0,386556.0
2023-10-01,298.147,4440.0,5726.0,18911.853,281636.0,363195.0
2023-11-01,273.31,4021.0,5148.0,20486.69,301408.0,385867.0
2023-12-01,602.636,9033.0,12555.0,20268.364,303820.0,422253.0
2024-01-01,1082.059,16289.0,23718.0,16254.941,244701.0,356300.0
2024-02-01,1483.409,22559.0,34000.0,12538.591,190678.0,287386.0
2024-03-01,1581.584,23861.0,35684.0,12905.416,194698.0,291175.0
2024-04-01,1589.454,23818.0,38961.0,16028.546,240189.0,392892.0
2024-05-01,945.017,14048.0,21936.0,18334.983,272560.0,425591.0
2024-06-01,917.193,13620.0,19496.0,14808.807,219911.0,314771.0
2024-07-01,734.363,10796.0,14693.0,19935.637,293090.0,398861.0
2024-08-01,887.872,13098.0,18613.0,19639.128,289724.0,411698.0
2024-09-01,663.561,9784.0,14205.0,19210.439,283239.0,411255.0
2024-10-01,373.418,5511.0,8312.0,20487.582,302347.0,456016.0
2024-11-01,142.535,2512.0,4418.0,1234.465,21754.0,38267.0
2024-12-01,441.459,6886.0,13776.0,11058.541,172503.0,345087.0
