measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,1983.0,35702.0,37387.0,17767.0,319888.0,334985.0
2003-02-01,767.0,13422.0,14219.0,8876.0,155301.0,164526.0
2003-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-07-01,522.403,9139.0,9505.0,5077.106000000001,88905.0,92470.0
2003-08-01,1186.0,19858.0,20636.0,20749.0,347524.0,361130.0
2003-09-01,395.644,6908.0,7218.0,20302.663,354740.0,370633.0
2003-10-01,361.0,6053.0,6397.0,21703.0,364181.0,384843.0
2003-11-01,90.0,1496.0,1586.0,11572.0,192923.0,204540.0
2003-12-01,186.0,3126.0,3284.0,21579.0,362283.0,380538.0
2004-01-01,211.59475,3197.11,3926.0,20546.24925,310445.18,381222.0
2004-02-01,932.56575,14090.68,16348.2,19825.27925,299551.61,347544.0
2004-03-01,1364.73386,20620.55,25678.4,16393.13314,247693.34,308448.0
2004-04-01,912.1475,13782.16,17076.4,14169.3635,214093.12,265266.0
2004-05-01,1405.38473,21234.77,28916.8,17507.72427,264534.33,360234.0
2004-06-01,620.89214,9381.42,13017.4,18292.21686,276387.68,383508.0
2004-07-01,367.61204,5554.46,6725.88,21629.01996,326805.37,395727.5
2004-08-01,593.25391,8963.82,10928.28,21340.95909,322452.89,393120.0
2004-09-01,704.78473,10649.0,12904.02,20610.03327,311408.93,377352.5
2004-10-01,751.76005,11358.78,13929.12,21091.22395,318679.5,390792.5
2004-11-01,202.27151,3056.24,4020.84,15159.64849,229055.89,301350.0
2004-12-01,1594.64753,24094.45,29207.7,19948.72247,301416.79,365382.5
2005-01-01,670.11177,10125.11,12309.92,16942.75123,255997.82,311237.5
2005-02-01,409.02692,6180.22,7517.09,14490.02808,218938.21,266297.5
2005-03-01,427.03122,6452.26,7823.62,17536.33978,264966.72,321282.5
2005-04-01,183.43884,2771.68,3288.6,12238.04116,184911.65,219397.5
2005-05-01,510.1173,7707.66,9346.12,20028.7787,302626.41,366957.5
2005-06-01,343.03571999999997,5183.13,6265.6,20671.20928,312333.26,377562.5
2005-07-01,235.58967,3559.66,4319.84,21457.58733,324215.1,393452.5
2005-08-01,254.89101,3851.3,5032.37,20133.23799,304204.75,397495.0
2005-09-01,275.80818999999997,4167.35,5050.64,20368.72081,307762.79,372995.0
2005-10-01,328.89945,4969.53,6091.02,20669.01955,312300.19,382777.5
2005-11-01,241.36325,3646.9,4400.03,20023.84775,302551.9,365032.5
2005-12-01,322.94196999999997,4879.52,5833.21,18473.01003,279119.4,333672.5
2006-01-01,757.19804,11440.94,13793.85,14787.17796,223428.03,269377.5
2006-02-01,772.05724,11665.46,14060.8,16987.73076,256677.46,309382.5
2006-03-01,1763.44366,26644.89,32267.87,13193.22934,199344.13,241412.5
2006-04-01,391.42991,5914.34,7904.82,13206.41809,199543.41,266700.0
2006-05-01,289.24082,4370.31,5882.94,18429.88718,278467.83,374850.0
2006-06-01,166.14847,2510.43,3353.56,19261.68053,291035.88,388780.0
2006-07-01,128.99134,1949.0,2437.02,20635.57566,311794.85,389865.0
2006-08-01,104.21628,1574.66,1774.22,21840.55872,330001.65,371822.5
2006-09-01,112.40172,1698.34,1937.64,20626.23728,311653.75,355565.0
2006-10-01,280.55784,4239.11,4905.5,19920.31316,300987.53,348302.5
2006-11-01,98.18607999999999,1483.55,1746.82,20822.90992,314625.39,370457.5
2006-12-01,272.32738,4114.75,5062.82,20696.78262,312719.68,384772.5
2007-01-01,500.45,7562.0,9378.0,19957.781000000003,301560.0,373975.0
2007-02-01,461.829,6978.0,7848.0,14467.955,218610.0,245858.0
2007-03-01,204.947,3097.0,3977.0,10665.649,161158.0,206955.0
2007-04-01,155.55700000000002,2351.0,2732.0,10686.23,161473.0,187705.0
2007-05-01,109.88900000000001,1661.0,1904.0,21582.328,326095.0,373975.0
2007-06-01,96.998,1466.0,1828.0,19877.242,300335.0,374605.0
2007-07-01,97.988,1481.0,1828.0,22567.972999999998,340988.0,421015.0
2007-08-01,87.73400000000001,1326.0,1495.0,22759.724000000002,343893.0,387853.0
2007-09-01,106.85,1615.0,2018.0,19039.611,287683.0,359555.0
2007-10-01,157.454,2379.0,2749.0,20632.081,311745.0,360168.0
2007-11-01,126.301,1908.0,2370.0,20186.925,305008.0,378805.0
2007-12-01,441.567,6672.0,8364.0,11731.196,177258.0,222198.0
2008-01-01,0.0,0.0,0.0,19553.0,310784.0,352380.0
2008-02-01,655.839,10014.0,12298.0,18069.161,275886.0,338818.0
2008-03-01,643.9580000000001,10590.0,12833.0,13508.042000000001,222146.0,269185.0
2008-04-01,430.942,6741.0,8127.0,19303.058,301968.0,364035.0
2008-05-01,246.53500000000003,3691.0,4607.0,20361.465,304844.0,380503.0
2008-06-01,150.4,2366.0,2762.0,19777.600000000002,311160.0,363178.0
2008-07-01,157.64100000000002,2298.0,3052.0,21773.359,317380.0,421558.0
2008-08-01,92.751,1413.0,1873.0,22081.249,336446.0,445830.0
2008-09-01,136.339,2090.0,2680.0,20509.661,314353.0,403095.0
2008-10-01,103.867,1585.0,1995.0,21762.133,332167.0,418093.0
2008-11-01,307.34200000000004,4786.0,6047.0,16655.658,259364.0,327723.0
2008-12-01,184.161,2827.0,3626.0,21317.839,327226.0,419685.0
2009-01-01,215.065,3391.0,4395.0,21205.935,334381.0,433353.0
2009-02-01,223.461,3562.0,4819.0,18387.539,293118.0,396550.0
2009-03-01,315.75600000000003,5325.0,5325.0,10314.244,173933.0,173933.0
2009-04-01,287.992,4566.0,6350.0,13100.008,207711.0,288838.0
2009-05-01,199.178,3098.0,4041.0,20810.822,323690.0,422188.0
2009-06-01,92.67,1435.0,1821.0,21134.33,327211.0,415275.0
2009-07-01,22.95,355.0,431.0,21745.05,336459.0,408730.0
2009-08-01,38.326,594.0,706.0,20913.674,323916.0,385490.0
2009-09-01,86.396,1339.0,1587.0,19784.604,306717.0,363528.0
2009-10-01,89.872,1397.0,1666.0,20882.128,324550.0,387013.0
2009-11-01,44.354,696.0,844.0,18031.646,282810.0,343315.0
2009-12-01,28.069000000000003,440.0,543.0,21847.931,342410.0,422678.0
2010-01-01,454.747,7184.0,9322.0,19542.253,308708.0,400593.0
2010-02-01,121.81700000000001,1932.0,2544.0,18527.183,293791.0,386855.0
2010-03-01,226.08200000000002,4647.0,4647.0,11412.918,234570.0,234570.0
2010-04-01,26.150000000000002,399.0,517.0,19579.850000000002,298473.0,386838.0
2010-05-01,103.34,1647.0,1769.0,20734.66,330509.0,354970.0
2010-06-01,296.817,4693.0,5185.0,18331.183,289840.0,320198.0
2010-07-01,100.29,1574.0,1582.0,20149.71,316189.0,317923.0
2010-08-01,62.937000000000005,989.0,1022.0,19654.063000000002,308881.0,319183.0
2010-09-01,113.27,1782.0,1999.0,18624.73,293070.0,328615.0
2010-10-01,125.80900000000001,1998.0,2324.0,18641.191,296003.0,344400.0
2010-11-01,104.32900000000001,1650.0,2209.0,15899.671,251414.0,336595.0
2010-12-01,214.29,3477.0,4554.0,17967.71,291520.0,381868.0
2011-01-01,1117.992,17980.0,22751.0,18003.008,289539.0,366363.0
2011-02-01,1626.068,26176.0,32374.0,15367.932,247390.0,305970.0
2011-03-01,1734.98,28260.0,32512.0,16308.02,265634.0,305603.0
2011-04-01,241.632,3879.0,4823.0,9027.368,144932.0,180198.0
2011-05-01,269.597,4312.0,4984.0,18939.403,302888.0,350105.0
2011-06-01,220.025,3517.0,3953.0,20076.975,320921.0,360745.0
2011-07-01,78.171,1249.0,1408.0,20412.829,326235.0,367623.0
2011-08-01,45.617,717.0,851.0,19402.383,304800.0,361778.0
2011-09-01,107.901,1706.0,2016.0,9579.099,151416.0,178955.0
2011-10-01,149.029,2343.0,2712.0,20649.971,324706.0,375795.0
2011-11-01,125.901,1936.0,2381.0,20481.099,314884.0,387363.0
2011-12-01,41.806,647.0,790.0,20713.194,320540.0,391248.0
2012-01-01,333.489,5213.0,6843.0,20349.511,318079.0,417568.0
2012-02-01,195.064,3059.0,4089.0,19037.936,298555.0,399123.0
2012-03-01,1494.525,23238.0,29329.0,18298.475,284514.0,359100.0
2012-04-01,564.56,9288.0,12523.0,6595.44,108502.0,146300.0
2012-05-01,566.404,8880.0,10661.0,19260.596,301962.0,362513.0
2012-06-01,705.702,10941.0,13517.0,17183.298,266398.0,329123.0
2012-07-01,1131.84,17515.0,20781.0,19053.16,294836.0,349825.0
2012-08-01,626.251,9621.0,10881.0,21161.749,325090.0,367675.0
2012-09-01,312.876,4799.0,5347.0,20020.124,307087.0,342143.0
2012-10-01,765.186,11732.0,13105.0,20913.814,320657.0,358173.0
2012-11-01,499.225,7803.0,8912.0,17307.775,270509.0,308963.0
2012-12-01,1502.032,24187.0,28321.0,17024.968,274148.0,321003.0
2013-01-01,1542.564,24119.0,31191.0,18216.436,284822.0,368340.0
2013-02-01,1534.09,24031.0,31743.0,16415.91,257153.0,339675.0
2013-03-01,2167.421,34073.0,41914.0,17890.579,281252.0,345975.0
2013-04-01,319.461,5002.0,6209.0,7564.539,118433.0,147018.0
2013-05-01,81.024,1270.0,1508.0,20774.976,325735.0,386733.0
2013-06-01,6.862,107.0,123.0,20866.138,325665.0,373433.0
2013-07-01,32.189,501.0,574.0,21577.811,335892.0,385105.0
2013-08-01,42.842,665.0,744.0,21583.158,334844.0,374815.0
2013-09-01,92.204,1439.0,1616.0,19057.796,297375.0,333988.0
2013-10-01,107.471,1673.0,1879.0,21416.529,333458.0,374395.0
2013-11-01,190.174,2958.0,3721.0,17422.826,270971.0,340900.0
2013-12-01,841.735,12928.0,17001.0,18887.265,290093.0,381483.0
2014-01-01,1113.602,17136.0,23161.0,18577.398,285870.0,386383.0
2014-02-01,979.617,15426.0,19570.0,16724.383,263364.0,334110.0
2014-03-01,1794.294,28596.0,35576.0,15688.706,250034.0,311063.0
2014-04-01,724.278,11561.0,15381.0,7564.722,120753.0,160650.0
2014-05-01,150.867,2357.0,3147.0,19730.133,308209.0,411495.0
2014-06-01,48.934,762.0,888.0,20367.066,317074.0,369653.0
2014-07-01,55.259,861.0,958.0,20360.741,317221.0,353045.0
2014-08-01,59.64,929.0,991.0,21328.36,332214.0,354270.0
2014-09-01,150.632,2344.0,2580.0,18966.368,295163.0,324870.0
2014-10-01,612.576,9558.0,11017.0,19276.424,300762.0,346675.0
2014-11-01,369.668,5811.0,7086.0,13123.332,206306.0,251545.0
2014-12-01,1725.099,27542.0,37758.0,15300.901,244284.0,334898.0
2015-01-01,1636.343,25887.0,33728.0,17945.657,283896.0,369898.0
2015-02-01,1200.602,19025.0,24330.0,15076.398,238900.0,305515.0
2015-03-01,732.222,11500.0,13287.0,17488.778,274675.0,317363.0
2015-04-01,151.7,2384.0,2728.0,3706.3,58252.0,66658.0
2015-05-01,188.518,2945.0,3510.0,20838.482,325512.0,387975.0
2015-06-01,122.601,1907.0,2128.0,20924.399,325548.0,363265.0
2015-07-01,243.089,3810.0,4168.0,21740.911,340767.0,372733.0
2015-08-01,339.152,5329.0,5638.0,21011.848,330165.0,349318.0
2015-09-01,679.208,10627.0,11118.0,20600.792,322328.0,337225.0
2015-10-01,621.71,9726.0,10317.0,20568.29,321778.0,341338.0
2015-11-01,297.093,4636.0,5249.0,15677.907,244641.0,276973.0
2015-12-01,2166.383,34155.0,41294.0,18452.617,290921.0,351733.0
2016-01-01,2672.584,39762.0,53972.0,17357.416,258242.0,350525.0
2016-02-01,1808.431,26888.0,35995.0,16491.569,245199.0,328248.0
2016-03-01,866.072,13748.0,17497.0,8969.928,142385.0,181213.0
2016-04-01,794.871,11878.0,15742.0,13534.129,202245.0,268030.0
2016-05-01,535.266,7896.0,10248.0,19825.734,292456.0,379593.0
2016-06-01,81.793,1193.0,1477.0,20532.207,299513.0,370720.0
2016-07-01,150.115,2202.0,2553.0,20753.885,304428.0,352923.0
2016-08-01,119.817,1748.0,1976.0,20606.183,300637.0,339868.0
2016-09-01,299.298,4503.0,5356.0,11875.702,178667.0,212520.0
2016-10-01,115.477,1702.0,1969.0,20779.523,306238.0,354235.0
2016-11-01,1145.843,17044.0,22114.0,13645.157,202962.0,263340.0
2016-12-01,1529.122,22640.0,30679.0,15101.878,223597.0,302995.0
2017-01-01,2736.246,41327.0,58192.0,12520.754,189106.0,266280.0
2017-02-01,4299.513,64824.0,77287.0,10464.487,157775.0,188108.0
2017-03-01,2678.345,40358.0,50830.0,13464.655,202890.0,255535.0
2017-04-01,159.669,2545.0,3635.0,2339.331,37293.0,53253.0
2017-05-01,208.666,3208.0,4467.0,13013.334,200038.0,278583.0
2017-06-01,88.796,1358.0,1790.0,13683.204,209244.0,275905.0
2017-07-01,25.092,379.0,474.0,16248.908,245531.0,306950.0
2017-08-01,116.546,1783.0,2156.0,13126.454,200781.0,242813.0
2017-09-01,46.831,709.0,825.0,9262.169,140288.0,163205.0
2017-10-01,7.294,110.0,177.0,14436.706,218571.0,349580.0
2017-11-01,25.356,377.0,499.0,18259.644,271150.0,359625.0
2017-12-01,408.327,6017.0,8136.0,20165.673,297133.0,401818.0
2018-01-01,170.243,2550.0,3583.0,16750.757,250853.0,352538.0
2018-02-01,877.392,12928.0,17686.0,15771.608,232394.0,317923.0
2018-03-01,1134.271,16890.0,21898.0,10034.729,149424.0,193725.0
2018-04-01,920.236,14166.0,21149.0,7365.764,113388.0,169278.0
2018-05-01,562.917,8415.0,10514.0,18176.083,271710.0,339500.0
2018-06-01,392.586,5873.0,7631.0,16889.414,252648.0,328283.0
2018-07-01,306.192,4556.0,5593.0,20313.808,302251.0,371035.0
2018-08-01,345.168,5171.0,5851.0,17160.832,257076.0,290920.0
2018-09-01,393.963,5856.0,7015.0,19767.037,293800.0,351960.0
2018-10-01,662.466,9755.0,11959.0,20183.534,297216.0,364350.0
2018-11-01,1450.239,21343.0,21361.0,13412.761,197394.0,197558.0
2018-12-01,1638.886,24024.0,33344.0,17626.114,258380.0,358610.0
2019-01-01,2166.858,31757.0,45832.0,18091.142,265141.0,382655.0
2019-02-01,1553.993,22905.0,32624.0,15678.007,231084.0,329140.0
2019-03-01,2081.164,31757.0,43522.0,11590.836,176867.0,242393.0
