measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-02-01,0.0,0.0,0.0
2003-04-01,15.0,336.0,336.0
2003-05-01,93.0,1668.0,1668.0
2003-06-01,10.0,261.0,261.0
2003-07-01,35.0,591.0,591.0
2003-09-01,15.0,336.0,336.0
2003-11-01,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0
2004-01-01,46.013000000000005,902.0,902.0
2004-02-01,4.514,88.0,88.0
2004-03-01,28.103,551.0,551.0
2004-04-01,0.0,0.0,0.0
2004-05-01,1.165,23.0,23.0
2004-06-01,14.634,287.0,287.0
2004-07-01,34.728,681.0,681.0
2004-08-01,57.08,1118.0,1118.0
2004-09-01,59.701,1170.0,1170.0
2004-10-01,17.91,351.0,351.0
2004-11-01,55.623000000000005,1090.0,1090.0
2004-12-01,1.5290000000000001,30.0,30.0
2005-01-01,22.174,440.73,440.73
2005-02-01,11.254000000000001,223.68,223.68
2005-03-01,13.62,270.72,270.72
2005-04-01,14.192,282.09,282.09
2005-05-01,16.723000000000003,332.4,332.4
2005-06-01,15.141,300.95,300.95
2005-07-01,24.245,481.91,481.91
2005-08-01,26.831,533.3,533.3
2005-09-01,26.644000000000002,529.6,529.6
2005-10-01,15.899000000000001,316.01,316.01
2005-11-01,12.672,251.88,251.88
2005-12-01,27.605,548.69,548.69
2006-01-01,4.524,94.0,94.0
2006-02-01,4.477,93.0,93.0
2006-03-01,3.925,82.0,82.0
2006-04-01,5.178,108.0,108.0
2006-05-01,4.68,97.0,97.0
2006-06-01,5.597,116.0,116.0
2006-07-01,5.429,113.0,113.0
2006-08-01,5.843,122.0,122.0
2006-09-01,4.151,86.0,86.0
2006-10-01,5.343,111.0,111.0
2006-11-01,4.664000000000001,97.0,97.0
2006-12-01,5.188000000000001,108.0,108.0
