measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2013-01-01,2431.083,18796.0,18796.0
2013-02-01,2190.142,16933.0,16933.0
2013-03-01,2352.908,18192.0,18192.0
2013-04-01,2135.47,16511.0,16511.0
2013-05-01,2368.701,18314.0,18314.0
2013-06-01,2306.685,17834.0,17834.0
2013-07-01,2372.172,18341.0,18341.0
2013-08-01,2621.075,20265.0,20265.0
2013-09-01,2390.953,18486.0,18486.0
2013-10-01,2610.27,20181.0,20181.0
2013-11-01,2595.59,20068.0,20068.0
2013-12-01,2709.951,20952.0,20952.0
2014-01-01,3107.614,42041.0,42041.0
2014-02-01,2712.27,36692.0,36692.0
2014-03-01,2834.515,38346.0,38346.0
2014-04-01,2489.255,33675.0,33675.0
2014-05-01,2564.833,34697.0,34697.0
2014-06-01,2720.384,36802.0,36802.0
2014-07-01,2721.127,36812.0,36812.0
2014-08-01,2667.044,36080.0,36080.0
2014-09-01,2688.237,36367.0,36367.0
2014-10-01,2701.73,36549.0,36549.0
2014-11-01,2319.813,31383.0,31383.0
2014-12-01,2473.178,33458.0,33458.0
2015-01-01,2248.138,29470.0,29470.0
2015-02-01,2091.279,27414.0,27414.0
2015-03-01,2179.573,28571.0,28571.0
2015-04-01,1924.621,25229.0,25229.0
2015-05-01,2102.1,27556.0,27556.0
2015-06-01,2362.553,30970.0,30970.0
2015-07-01,2407.853,31563.0,31563.0
2015-08-01,2319.427,30404.0,30404.0
2015-09-01,2270.122,29758.0,29758.0
2015-10-01,2185.649,28651.0,28651.0
2015-11-01,2025.378,26549.0,26549.0
2015-12-01,2307.307,30246.0,30246.0
2016-01-01,2408.802,28239.0,28239.0
2016-02-01,2278.446,26710.0,26710.0
2016-03-01,2097.335,24587.0,24587.0
2016-04-01,2072.809,24299.0,24299.0
2016-05-01,2430.241,28490.0,28490.0
2016-06-01,2397.268,28103.0,28103.0
2016-07-01,2315.059,27140.0,27140.0
2016-08-01,2239.597,26255.0,26255.0
2016-09-01,2365.825,27735.0,27735.0
2016-10-01,2303.366,27003.0,27003.0
2016-11-01,2349.935,27548.0,27548.0
2016-12-01,2331.317,27330.0,27330.0
2017-01-01,2326.514,25798.0,25798.0
2017-02-01,2104.68,23338.0,23338.0
2017-03-01,2356.889,26135.0,26135.0
2017-04-01,2118.608,23493.0,23493.0
2017-05-01,2309.094,25605.0,25605.0
2017-06-01,2363.193,26205.0,26205.0
2017-07-01,2343.182,25982.0,25982.0
2017-08-01,2350.426,26063.0,26063.0
2017-09-01,2204.089,24440.0,24440.0
2017-10-01,1859.607,20620.0,20620.0
2017-11-01,2219.95,24616.0,24616.0
2017-12-01,2444.768,27109.0,27109.0
2018-01-01,2153.403,24617.0,24617.0
2018-02-01,2012.41,23006.0,23006.0
2018-03-01,1998.424,22846.0,22846.0
2018-04-01,1898.343,21702.0,21702.0
2018-05-01,1941.915,22200.0,22200.0
2018-06-01,1944.142,22225.0,22225.0
2018-07-01,2086.892,23857.0,23857.0
2018-08-01,2174.703,24861.0,24861.0
2018-09-01,2102.082,24031.0,24031.0
2018-10-01,2118.41,24217.0,24217.0
2018-11-01,2077.106,23746.0,23746.0
2018-12-01,2209.17,25255.0,25255.0
2019-01-01,2156.517,26299.0,26299.0
2019-02-01,1973.234,24063.0,24063.0
2019-03-01,2186.241,26661.0,26661.0
2019-04-01,2028.256,24735.0,24735.0
2019-05-01,1887.062,23013.0,23013.0
2019-06-01,1917.102,23379.0,23379.0
2019-07-01,2115.407,25797.0,25797.0
2019-08-01,2206.929,26914.0,26914.0
2019-09-01,2031.795,24778.0,24778.0
2019-10-01,1808.996,22061.0,22061.0
2019-11-01,1967.447,23993.0,23993.0
2019-12-01,2123.014,25890.0,25890.0
2020-01-01,2647.263,31384.0,31384.0
2020-02-01,2381.257,28230.0,28230.0
2020-03-01,2509.148,29746.0,29746.0
2020-04-01,2348.333,27840.0,27840.0
2020-05-01,2494.586,29574.0,29574.0
2020-06-01,2299.203,27257.0,27257.0
2020-07-01,2582.277,30613.0,30613.0
2020-08-01,2465.442,29228.0,29228.0
2020-09-01,2445.435,28991.0,28991.0
2020-10-01,2353.505,27901.0,27901.0
2020-11-01,2369.368,28089.0,28089.0
2020-12-01,2116.183,25087.0,25087.0
2021-01-01,2936.639,28093.0,28093.0
2021-02-01,2727.564,26093.0,26093.0
2021-03-01,3046.082,29140.0,29140.0
2021-04-01,2527.473,24179.0,24179.0
2021-05-01,2735.781,26172.0,26172.0
2021-06-01,2810.958,26891.0,26891.0
2021-07-01,2731.661,26132.0,26132.0
2021-08-01,2714.156,25965.0,25965.0
2021-09-01,2754.482,26351.0,26351.0
2021-10-01,2698.435,25815.0,25815.0
2021-11-01,2658.642,25434.0,25434.0
2021-12-01,2664.127,25486.0,25486.0
2022-01-01,3146.495,32072.0,32072.0
2022-02-01,2786.501,28403.0,28403.0
2022-03-01,3006.573,30646.0,30646.0
2022-04-01,2339.915,23851.0,23851.0
2022-05-01,2415.332,24620.0,24620.0
2022-06-01,2682.46,27343.0,27343.0
2022-07-01,2884.124,29398.0,29398.0
2022-08-01,3034.024,30926.0,30926.0
2022-09-01,2940.949,29977.0,29977.0
2022-10-01,2960.449,30176.0,30176.0
2022-11-01,2513.991,25625.0,25625.0
2022-12-01,2866.187,29215.0,29215.0
2023-01-01,2212.661,23129.0,23129.0
2023-02-01,2148.829,22462.0,22462.0
2023-03-01,2270.357,23732.0,23732.0
2023-04-01,2164.199,22623.0,22623.0
2023-05-01,2656.048,27764.0,27764.0
2023-06-01,2374.516,24821.0,24821.0
2023-07-01,2478.618,25909.0,25909.0
2023-08-01,2661.684,27823.0,27823.0
2023-09-01,2480.344,25927.0,25927.0
2023-10-01,2338.01,24439.0,24439.0
2023-11-01,2377.005,24847.0,24847.0
2023-12-01,2681.729,28032.0,28032.0
2024-01-01,2551.574,25529.0,25529.0
2024-02-01,2220.852,22220.0,22220.0
2024-03-01,2663.472,26648.0,26648.0
2024-04-01,2182.498,21836.0,21836.0
2024-05-01,2576.233,25775.0,25775.0
