measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2017-01-01,76.74,0.0,0.0,32.447,299.0,299.0
2017-02-01,66.453,0.0,0.0,59.465,548.0,548.0
2017-03-01,74.178,0.0,0.0,75.601,697.0,697.0
2017-04-01,62.665,0.0,0.0,78.779,726.0,726.0
2017-05-01,61.736,0.0,0.0,84.932,782.0,782.0
2017-06-01,59.618,0.0,0.0,96.86,892.0,892.0
2017-07-01,71.434,0.0,0.0,94.785,873.0,873.0
2017-08-01,72.603,0.0,0.0,94.741,873.0,873.0
2017-09-01,69.742,0.0,0.0,80.811,745.0,745.0
2017-10-01,72.095,0.0,0.0,51.339,473.0,473.0
2017-11-01,72.418,0.0,0.0,53.269,491.0,491.0
2017-12-01,78.318,0.0,0.0,34.971,322.0,322.0
2018-01-01,-10.086,0.0,0.0,46.053,419.0,419.0
2018-02-01,-8.381,0.0,0.0,42.806,390.0,390.0
2018-03-01,-9.411,0.0,0.0,71.805,654.0,654.0
2018-04-01,-9.538,0.0,0.0,71.452,650.0,650.0
2018-05-01,-9.511,0.0,0.0,82.731,753.0,753.0
2018-06-01,-9.16,0.0,0.0,91.89,837.0,837.0
2018-07-01,-9.499,0.0,0.0,97.801,890.0,890.0
2018-08-01,-9.403,0.0,0.0,85.027,774.0,774.0
2018-09-01,-8.67,0.0,0.0,56.368,513.0,513.0
2018-10-01,-8.558,0.0,0.0,52.046,474.0,474.0
2018-11-01,-7.975,0.0,0.0,40.482,369.0,369.0
2018-12-01,-9.808,0.0,0.0,38.539,351.0,351.0
2019-01-01,-8.314,0.0,0.0,44.811,399.0,399.0
2019-02-01,-6.425,0.0,0.0,53.629,478.0,478.0
2019-03-01,-6.625,0.0,0.0,75.577,673.0,673.0
2019-04-01,-7.463,0.0,0.0,71.777,639.0,639.0
2019-05-01,-7.997,0.0,0.0,78.446,699.0,699.0
2019-06-01,-8.024,0.0,0.0,85.508,761.0,761.0
2019-07-01,-7.856,0.0,0.0,95.82,853.0,853.0
2019-08-01,-8.661,0.0,0.0,85.941,765.0,765.0
2019-09-01,-8.106,0.0,0.0,73.624,656.0,656.0
2019-10-01,-8.467,0.0,0.0,52.791,470.0,470.0
2019-11-01,-8.366,0.0,0.0,50.59,451.0,451.0
2019-12-01,-8.696,0.0,0.0,31.486,280.0,280.0
2020-01-01,0.0,0.0,0.0,40.598,356.0,356.0
2020-02-01,0.0,0.0,0.0,45.612,400.0,400.0
2020-03-01,0.0,0.0,0.0,65.328,573.0,573.0
2020-04-01,0.0,0.0,0.0,67.933,596.0,596.0
2020-05-01,0.0,0.0,0.0,88.907,779.0,779.0
2020-06-01,0.0,0.0,0.0,93.328,818.0,818.0
2020-07-01,0.0,0.0,0.0,87.9,771.0,771.0
2020-08-01,0.0,0.0,0.0,75.949,666.0,666.0
2020-09-01,0.0,0.0,0.0,69.785,612.0,612.0
2020-10-01,0.0,0.0,0.0,50.393,442.0,442.0
2020-11-01,0.0,0.0,0.0,46.241,405.0,405.0
2020-12-01,0.0,0.0,0.0,32.026,281.0,281.0
2021-01-01,0.0,0.0,0.0,39.983,354.0,354.0
2021-02-01,0.0,0.0,0.0,23.811,211.0,211.0
2021-03-01,0.0,0.0,0.0,78.073,690.0,690.0
2021-04-01,0.0,0.0,0.0,76.987,681.0,681.0
2021-05-01,0.0,0.0,0.0,87.083,770.0,770.0
2021-06-01,0.0,0.0,0.0,86.721,767.0,767.0
2021-07-01,0.0,0.0,0.0,83.32,737.0,737.0
2021-08-01,0.0,0.0,0.0,72.88,645.0,645.0
2021-09-01,0.0,0.0,0.0,65.842,582.0,582.0
2021-10-01,0.0,0.0,0.0,52.76,467.0,467.0
2021-11-01,0.0,0.0,0.0,45.613,403.0,403.0
2021-12-01,0.0,0.0,0.0,40.927,362.0,362.0
2022-01-01,0.0,0.0,0.0,32.686,112.0,112.0
2022-02-01,0.0,0.0,0.0,39.899,136.0,136.0
2022-03-01,0.0,0.0,0.0,53.442,182.0,182.0
2022-04-01,0.0,0.0,0.0,63.246,216.0,216.0
2022-05-01,0.0,0.0,0.0,64.886,221.0,221.0
2022-06-01,0.0,0.0,0.0,67.242,229.0,229.0
2022-07-01,0.0,0.0,0.0,68.408,233.0,233.0
2022-08-01,0.0,0.0,0.0,70.103,239.0,239.0
2022-09-01,0.0,0.0,0.0,58.633,200.0,200.0
2022-10-01,0.0,0.0,0.0,48.573,166.0,166.0
2022-11-01,0.0,0.0,0.0,38.618,132.0,132.0
2022-12-01,0.0,0.0,0.0,29.264,100.0,100.0
2023-01-01,0.0,0.0,0.0,16.0,55.0,55.0
2023-02-01,0.0,0.0,0.0,30.0,102.0,102.0
2023-03-01,0.0,0.0,0.0,80.0,273.0,273.0
2023-04-01,0.0,0.0,0.0,92.0,314.0,314.0
2023-05-01,0.0,0.0,0.0,116.0,396.0,396.0
2023-06-01,0.0,0.0,0.0,78.0,266.0,266.0
2023-07-01,0.0,0.0,0.0,78.0,266.0,266.0
2023-08-01,0.0,0.0,0.0,73.0,249.0,249.0
2023-09-01,0.0,0.0,0.0,32.0,109.0,109.0
2023-10-01,0.0,0.0,0.0,31.0,106.0,106.0
2023-11-01,0.0,0.0,0.0,31.0,106.0,106.0
2023-12-01,0.0,0.0,0.0,23.0,78.0,78.0
2024-01-01,0.0,0.0,0.0,15.0,51.0,51.0
2024-02-01,0.0,0.0,0.0,43.0,147.0,147.0
2024-03-01,0.0,0.0,0.0,63.0,215.0,215.0
2024-04-01,0.0,0.0,0.0,71.0,242.0,242.0
