measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2020-01-01,1415.697,16101.0,106454.0
2020-02-01,1278.267,14538.0,96121.0
2020-03-01,1198.991,13637.0,90160.0
2020-04-01,1170.243,13310.0,87999.0
2020-05-01,1211.152,13775.0,91075.0
2020-06-01,1393.039,15843.0,104752.0
2020-07-01,1494.254,16995.0,112363.0
2020-08-01,1324.383,15063.0,99589.0
2020-09-01,1099.065,12500.0,82646.0
2020-10-01,1111.358,12640.0,83570.0
2020-11-01,914.448,10400.0,68764.0
2020-12-01,1290.103,14673.0,97011.0
2021-01-01,1472.285,16745.0,129132.0
2021-02-01,1289.839,14670.0,113128.0
2021-03-01,1057.525,12028.0,92752.0
2021-04-01,1159.939,13192.0,101735.0
2021-05-01,1212.291,13788.0,106326.0
2021-06-01,1400.177,15925.0,122806.0
2021-07-01,1507.804,17149.0,132245.0
2021-08-01,1677.513,19079.0,147130.0
2021-09-01,1268.69,14429.0,111274.0
2021-10-01,1477.611,16805.0,129598.0
2021-11-01,1502.76,17091.0,131803.0
2021-12-01,1580.566,17976.0,138628.0
2022-01-01,1448.474,16474.0,136037.0
2022-02-01,1265.764,14396.0,118876.0
2022-03-01,1135.579,12915.0,106650.0
2022-04-01,1274.215,14492.0,119670.0
2022-05-01,1286.001,14626.0,120777.0
2022-06-01,1374.93,15638.0,129128.0
2022-07-01,1440.563,16384.0,135293.0
2022-08-01,1392.985,15843.0,130825.0
2022-09-01,1142.221,12991.0,107274.0
2022-10-01,1477.358,16802.0,138748.0
2022-11-01,1317.04,14979.0,123692.0
2022-12-01,1477.87,16808.0,138796.0
2023-01-01,1426.726,16728.0,145877.0
2023-02-01,1342.996,15747.0,137316.0
2023-03-01,1419.521,16644.0,145141.0
2023-04-01,1101.959,12921.0,112672.0
2023-05-01,1256.182,14729.0,128440.0
2023-06-01,1650.332,19350.0,168741.0
2023-07-01,1668.352,19562.0,170583.0
2023-08-01,1435.832,16835.0,146808.0
2023-09-01,1281.923,15031.0,131072.0
2023-10-01,1209.125,14177.0,123629.0
2023-11-01,1292.234,15152.0,132127.0
2023-12-01,1417.428,16619.0,144927.0
2024-01-01,1551.645,17647.0,144396.0
2024-02-01,1534.917,17457.0,142839.0
2024-03-01,1546.01,17583.0,143872.0
2024-04-01,1285.869,14625.0,119662.0
2024-05-01,1502.942,17093.0,139863.0
2024-06-01,1580.445,17975.0,147076.0
2024-07-01,1848.522,21024.0,172023.0
2024-08-01,1765.396,20078.0,164288.0
2024-09-01,1407.64,16010.0,130994.0
2024-10-01,1741.062,19802.0,162023.0
2024-11-01,1418.8,16136.0,132033.0
2024-12-01,1611.752,18331.0,149989.0
