measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2006-12-01,636.83825,6368.46,269672.24,0.0,0.0,0.0,26.719749999999998,267.2,11314.61
2007-01-01,614.316,6141.0,42987.0,0.0,0.0,0.0,19.984,200.0,1399.0
2007-02-01,609.851,6095.0,42688.0,0.0,0.0,0.0,23.352,234.0,1635.0
2007-03-01,561.37,5612.0,39284.0,0.0,0.0,0.0,9.308,93.0,651.0
2007-04-01,502.12,5014.0,35144.0,0.0,0.0,0.0,9.896,99.0,693.0
2007-05-01,642.976,6440.0,45011.0,0.0,0.0,0.0,18.336000000000002,183.0,1283.0
2007-06-01,560.842,5612.0,39261.0,0.0,0.0,0.0,10.433,104.0,730.0
2007-07-01,652.921,6532.0,45701.0,0.0,0.0,0.0,24.019000000000002,240.0,1681.0
2007-08-01,523.1,5221.0,36616.0,0.0,0.0,0.0,120.01400000000001,1200.0,8400.0
2007-09-01,501.427,5014.0,35098.0,0.0,0.0,0.0,44.002,440.0,3080.0
2007-10-01,606.035,6049.0,42412.0,0.0,0.0,0.0,36.704,367.0,2569.0
2007-11-01,608.805,6095.0,42619.0,0.0,0.0,0.0,9.843,98.0,689.0
2007-12-01,602.32,6026.0,42159.0,0.0,0.0,0.0,21.225,212.0,1486.0
2008-01-01,425.314,4126.0,27784.0,0.0,0.0,0.0,81.527,791.0,5331.0
2008-02-01,380.43100000000004,3690.0,24886.0,0.0,0.0,0.0,11.651,113.0,762.0
2008-03-01,350.646,3401.0,22931.0,0.0,0.0,0.0,11.814,115.0,772.0
2008-04-01,349.125,3387.0,22839.0,0.0,0.0,0.0,4.634,45.0,303.0
2008-05-01,412.889,4005.0,27002.0,0.0,0.0,0.0,5.972,58.0,391.0
2008-06-01,430.29200000000003,4174.0,28152.0,0.0,0.0,0.0,71.536,694.0,4679.0
2008-07-01,415.237,4028.0,27163.0,0.0,0.0,0.0,60.789,590.0,3976.0
2008-08-01,422.26300000000003,4096.0,27623.0,0.0,0.0,0.0,35.234,342.0,2305.0
2008-09-01,398.28700000000003,3863.0,26059.0,0.0,0.0,0.0,45.748000000000005,444.0,2992.0
2008-10-01,367.901,3569.0,24058.0,0.0,0.0,0.0,5.9270000000000005,57.0,388.0
2008-11-01,349.98,3395.0,22885.0,0.0,0.0,0.0,19.854,193.0,1299.0
2008-12-01,322.77,3131.0,21114.0,0.0,0.0,0.0,20.179000000000002,196.0,1319.0
2009-01-01,117.62700000000001,1176.0,8809.0,0.0,0.0,0.0,229.62800000000001,2296.0,17221.0
2009-02-01,102.84400000000001,1028.0,7705.0,0.0,0.0,0.0,255.181,2552.0,19138.0
2009-03-01,84.10300000000001,841.0,6302.0,0.0,0.0,0.0,209.00300000000001,2090.0,15675.0
2009-04-01,103.388,1034.0,7751.0,0.0,0.0,0.0,96.217,962.0,7216.0
2009-05-01,98.66900000000001,987.0,7406.0,0.0,0.0,0.0,83.66,837.0,6274.0
2009-06-01,107.23700000000001,1072.0,8050.0,0.0,0.0,0.0,671.039,6710.0,50327.0
2009-07-01,101.071,1011.0,7590.0,0.0,0.0,0.0,191.65900000000002,1917.0,14375.0
2009-08-01,101.91300000000001,1019.0,7636.0,0.0,0.0,0.0,346.82800000000003,3468.0,26011.0
2009-09-01,79.31400000000001,793.0,5957.0,0.0,0.0,0.0,133.566,1336.0,10017.0
2009-10-01,83.27300000000001,833.0,6256.0,0.0,0.0,0.0,56.34,563.0,4225.0
2009-11-01,76.685,767.0,5750.0,0.0,0.0,0.0,48.284,483.0,3621.0
2009-12-01,93.284,933.0,6992.0,0.0,0.0,0.0,380.08700000000005,3801.0,28506.0
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,54.908,533.0,4575.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,6.497,63.0,542.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2.136,21.0,178.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,5.218,51.0,435.0
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,42.937000000000005,416.0,3578.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,82.03,796.0,6836.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,166.157,1612.0,13847.0
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,156.97,1523.0,13082.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,64.917,630.0,5411.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,94.15,913.0,7847.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,98.608,957.0,8218.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,213.472,2071.0,17791.0
