measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2022-01-01,761.891,5151.0,5151.0
2022-02-01,632.572,4277.0,4277.0
2022-03-01,585.297,3957.0,3957.0
2022-04-01,599.54,4053.0,4053.0
2022-05-01,550.18,3720.0,3720.0
2022-06-01,748.281,5059.0,5059.0
2022-07-01,999.629,6759.0,6759.0
2022-08-01,1206.185,8155.0,8155.0
2022-09-01,1105.465,7474.0,7474.0
2022-10-01,1015.2,6864.0,6864.0
2022-11-01,932.286,6303.0,6303.0
2022-12-01,1030.474,6967.0,6967.0
2023-01-01,902.75,6112.0,6112.0
2023-02-01,768.966,5207.0,5207.0
2023-03-01,739.075,5004.0,5004.0
2023-04-01,577.372,3909.0,3909.0
2023-05-01,373.961,2532.0,2532.0
2023-06-01,491.959,3331.0,3331.0
2023-07-01,1138.789,7711.0,7711.0
2023-08-01,1149.061,7780.0,7780.0
2023-09-01,813.337,5507.0,5507.0
2023-10-01,993.236,6725.0,6725.0
2023-11-01,933.034,6318.0,6318.0
2023-12-01,1050.46,7113.0,7113.0
2024-01-01,843.0,6024.0,6024.0
2024-02-01,789.0,5603.0,5603.0
2024-03-01,838.0,5940.0,5940.0
2024-04-01,802.0,5685.0,5685.0
2024-05-01,809.0,5752.0,5752.0
2024-06-01,769.0,5503.0,5503.0
2024-07-01,850.0,6044.0,6044.0
2024-08-01,865.0,6166.0,6166.0
2024-09-01,808.0,5803.0,5803.0
2024-10-01,851.0,6051.0,6051.0
2024-11-01,867.0,6098.0,6098.0
2024-12-01,879.0,6170.0,6170.0
