measured_on,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Generation,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Quantity Consumed For Electricity,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Total Fuel Consumed,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed",Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2007-11-01,,,,205443.403,2150633.0,2150633.0,-58.0,0.0,0.0,556.597,5827.0,5827.0,-58.0,0.0,0.0,,,
2007-12-01,,,,183432.999,1952390.0,1952390.0,-57.281000000000006,4388.0,4388.0,0.0,0.0,0.0,-12.719000000000001,974.0,974.0,,,
2008-01-01,,,,194450.764,1985934.0,1985934.0,0.0,0.0,0.0,1678.236,17140.0,17140.0,-77.0,2024.0,2024.0,,,
2008-02-01,,,,159953.658,1699921.0,1699921.0,,,,1412.342,15010.0,15010.0,-43.0,1906.0,1906.0,,,
2008-03-01,,,,204492.082,2189608.0,2189608.0,0.0,0.0,0.0,1093.9180000000001,11713.0,11713.0,-115.0,1.0,1.0,,,
2008-04-01,,,,254475.949,2697677.0,2697677.0,-51.5,0.0,0.0,443.05100000000004,4697.0,4697.0,-51.5,0.0,0.0,,,
2008-05-01,,,,221772.834,2360722.0,2360722.0,-51.0,0.0,0.0,739.166,7868.0,7868.0,-51.0,0.0,0.0,,,
2008-06-01,,,,264602.786,2868746.0,2868746.0,0.0,0.0,0.0,212.214,2301.0,2301.0,73.0,5945.0,5945.0,,,
2008-07-01,,,,206516.06,2320142.0,2320142.0,-99.0,0.0,0.0,744.94,8369.0,8369.0,,,,0.0,0.0,0.0
2008-08-01,,,,172215.688,1904703.0,1904703.0,,,,1054.3120000000001,11661.0,11661.0,-97.0,0.0,0.0,,,
2008-09-01,,,,91278.703,1021853.0,1021853.0,,,,1006.297,11265.0,11265.0,-48.0,1471.0,1471.0,,,
2008-10-01,,,,21985.259,232007.0,232007.0,,,,250.741,2646.0,2646.0,-101.0,59.0,59.0,,,
2008-11-01,,,,76498.247,862163.0,862163.0,,,,740.753,8349.0,8349.0,-101.0,0.0,0.0,,,
2008-12-01,,,,74782.061,791578.0,791578.0,,,,518.9390000000001,5493.0,5493.0,-102.0,0.0,0.0,,,
2009-01-01,,,,75018.798,806415.0,806415.0,-95.0,519.0,519.0,854.202,9182.0,9182.0,0.0,0.0,0.0,,,
2009-02-01,,,,42332.227,467264.0,467264.0,0.0,0.0,0.0,975.773,10771.0,10771.0,-111.0,49.0,49.0,,,
2009-03-01,,,,31232.234,337184.0,337184.0,0.0,0.0,0.0,472.766,5104.0,5104.0,-61.0,1496.0,1496.0,,,
2009-04-01,,,,7694.298000000001,97225.0,97225.0,-48.5,0.0,0.0,137.702,1740.0,1740.0,-48.5,0.0,0.0,,,
2009-05-01,,,,-817.9110000000001,8725.0,8725.0,-46.0,0.0,0.0,-57.089000000000006,609.0,609.0,-46.0,0.0,0.0,,,
2009-06-01,,,,95198.34,1044484.0,1044484.0,0.0,0.0,0.0,979.66,10749.0,10749.0,-59.0,1000.0,1000.0,,,
2009-07-01,,,,65300.775,715168.0,715168.0,-46.0,0.0,0.0,850.225,9312.0,9312.0,-46.0,0.0,0.0,,,
2009-08-01,,,,97953.703,1064854.0,1064854.0,-43.5,0.0,0.0,1067.297,11603.0,11603.0,-43.5,0.0,0.0,,,
2009-09-01,,,,11869.583,144442.0,144442.0,-38.0,0.0,0.0,414.41700000000003,5043.0,5043.0,-38.0,0.0,0.0,,,
2009-10-01,0.0,0.0,0.0,,,,-39.5,0.0,0.0,-1246.0,284.0,284.0,-39.5,0.0,0.0,,,
2009-11-01,,,,0.0,0.0,0.0,-31.5,0.0,0.0,-1304.0,608.0,608.0,-31.5,0.0,0.0,,,
2009-12-01,,,,59243.004,636548.0,636548.0,-37.5,0.0,0.0,545.996,5867.0,5867.0,-37.5,0.0,0.0,,,
2010-01-01,,,,122664.524,1313301.0,1313301.0,-33.009,0.0,0.0,1226.476,13131.0,13131.0,-81.991,0.0,0.0,,,
2010-02-01,,,,134001.07,1468040.0,1468040.0,-25.259,0.0,0.0,1217.93,13343.0,13343.0,-62.741,0.0,0.0,,,
2010-03-01,,,,37707.641,413004.0,413004.0,-23.537000000000003,0.0,0.0,65.35900000000001,716.0,716.0,-58.463,0.0,0.0,,,
2010-04-01,,,,92935.754,991043.0,991043.0,-19.519000000000002,0.0,0.0,1195.246,12746.0,12746.0,-48.481,0.0,0.0,,,
2010-05-01,,,,143337.407,1524009.0,1524009.0,-20.093,0.0,0.0,1300.593,13828.0,13828.0,-49.907000000000004,0.0,0.0,,,
2010-06-01,,,,197208.606,2171327.0,2171327.0,-21.241,0.0,0.0,617.394,6798.0,6798.0,-52.759,0.0,0.0,,,
2010-07-01,,,,183168.079,2000392.0,2000392.0,-24.398,0.0,0.0,1253.921,13694.0,13694.0,-60.602000000000004,0.0,0.0,,,
2010-08-01,,,,195675.505,2163075.0,2163075.0,-26.407,0.0,0.0,739.495,8175.0,8175.0,-65.593,0.0,0.0,,,
2010-09-01,,,,77760.335,874378.0,874378.0,-24.972,0.0,0.0,690.6650000000001,7766.0,7766.0,-62.028000000000006,0.0,0.0,,,
2010-10-01,,,,-1520.0430000000001,0.0,0.0,-22.389,0.0,0.0,-19.957,0.0,0.0,-55.611000000000004,0.0,0.0,,,
2010-11-01,,,,-1516.095,0.0,0.0,-0.861,0.0,0.0,-19.905,0.0,0.0,-2.1390000000000002,0.0,0.0,,,
2010-12-01,,,,89578.13,990501.0,990501.0,-29.565,0.0,0.0,1359.8700000000001,15037.0,15037.0,-73.435,0.0,0.0,,,
2011-01-01,,,,120571.2,1292578.0,1292578.0,-19.516,0.0,0.0,1177.804,12627.0,12627.0,-48.484,0.0,0.0,,,
2011-02-01,,,,36802.029,400814.0,400814.0,-20.664,0.0,0.0,429.971,4683.0,4683.0,-51.336,0.0,0.0,,,
2011-03-01,,,,14030.488,171254.0,171254.0,-20.951,0.0,0.0,229.512,2801.0,2801.0,-52.049,0.0,0.0,,,
2011-04-01,,,,29091.884,328657.0,328657.0,-19.229,0.0,0.0,742.116,8384.0,8384.0,-47.771,0.0,0.0,,,
2011-05-01,,,,147642.17,1664933.0,1664933.0,0.0,0.0,0.0,1436.832,16203.0,16203.0,-69.0,251.0,251.0,,,
2011-06-01,,,,163425.15,1880037.0,1880037.0,0.0,0.0,0.0,585.85,6740.0,6740.0,17.0,3429.0,3429.0,,,
2011-07-01,,,,173772.47,1947096.0,1947096.0,0.0,0.0,0.0,924.53,10359.0,10359.0,35.0,3769.0,3769.0,,,
2011-08-01,,,,167130.3,1873690.0,1873690.0,-24.395,0.0,0.0,855.699,9593.0,9593.0,-60.605,0.0,0.0,,,
2011-09-01,,,,8218.839,101591.0,101591.0,-21.525,0.0,0.0,5.161,64.0,64.0,-53.475,0.0,0.0,,,
2011-10-01,,,,-1393.419,0.0,0.0,-23.534,0.0,0.0,-10.581,0.0,0.0,-58.466,0.0,0.0,,,
2011-11-01,,,,-1364.637,0.0,0.0,-22.96,0.0,0.0,-10.363,0.0,0.0,-57.04,0.0,0.0,,,
2011-12-01,,,,-1419.223,0.0,0.0,-24.395,0.0,0.0,-10.777,0.0,0.0,-60.605,0.0,0.0,,,
2012-01-01,,,,23525.819,296649.0,296649.0,-0.11,0.0,0.0,761.181,9598.0,9598.0,-88.89,0.0,0.0,,,
2012-02-01,,,,-1430.341,0.0,0.0,-0.113,0.0,0.0,-10.659,0.0,0.0,-91.887,0.0,0.0,,,
2012-03-01,,,,-1283.435,0.0,0.0,-0.111,0.0,0.0,-9.565,0.0,0.0,-89.889,0.0,0.0,,,
2012-04-01,,,,-1179.212,0.0,0.0,-0.105,0.0,0.0,-8.788,0.0,0.0,-84.895,0.0,0.0,,,
2012-05-01,,,,-1017.418,0.0,0.0,-0.079,0.0,0.0,-7.582,0.0,0.0,-63.921,0.0,0.0,,,
2012-06-01,,,,7665.313,111511.0,111511.0,-0.08,0.0,0.0,459.687,6687.0,6687.0,-64.92,0.0,0.0,,,
2012-07-01,,,,78636.237,924522.0,924522.0,-0.102,0.0,0.0,1495.763,17586.0,17586.0,-82.898,0.0,0.0,,,
2012-08-01,,,,-1339.021,0.0,0.0,-0.099,0.0,0.0,-9.979,0.0,0.0,-79.901,0.0,0.0,,,
2012-09-01,,,,-1149.434,0.0,0.0,-0.095,0.0,0.0,-8.566,0.0,0.0,-76.905,0.0,0.0,,,
2012-10-01,,,,-1295.347,0.0,0.0,0.0,0.0,0.0,-9.653,0.0,0.0,0.0,0.0,0.0,,,
2012-11-01,,,,32031.008,383046.0,383046.0,0.0,0.0,0.0,611.992,7319.0,7319.0,0.0,0.0,0.0,,,
2012-12-01,,,,19832.955,232895.0,232895.0,,,,250.045,2936.0,2936.0,,,,0.0,0.0,0.0
2013-01-01,,,,20513.852,232180.0,232180.0,,,,316.148,3578.0,3578.0,,,,,,
2013-02-01,,,,15814.631,204415.0,204415.0,,,,573.369,7411.0,7411.0,,,,0.0,0.0,0.0
2013-03-01,,,,85934.065,882911.0,882911.0,,,,606.935,6236.0,6236.0,,,,0.0,0.0,0.0
2013-04-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-05-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-06-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
