measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2007-10-01,1012.591,7426.0,59192.0,,,
2007-11-01,915.403,6698.0,53521.0,,,
2007-12-01,1039.2740000000001,7618.0,60755.0,,,
2008-01-01,1061.607,7775.0,63751.0,,,
2008-02-01,1023.673,7497.0,61439.0,,,
2008-03-01,987.029,7229.0,59257.0,,,
2008-04-01,850.8870000000001,6232.0,51082.0,,,
2008-05-01,786.173,5758.0,47187.0,,,
2008-06-01,995.1560000000001,7288.0,59727.0,,,
2008-07-01,1080.585,7914.0,64863.0,,,
2008-08-01,1098.448,8045.0,65933.0,,,
2008-09-01,941.4200000000001,6895.0,56517.0,,,
2008-10-01,957.706,7014.0,57480.0,,,
2008-11-01,962.927,7052.0,57801.0,,,
2008-12-01,1015.389,7436.0,60947.0,,,
2009-01-01,574.663,4209.0,51981.0,,,
2009-02-01,483.165,3539.0,43677.0,,,
2009-03-01,450.79200000000003,3301.0,40746.0,,,
2009-04-01,476.086,3487.0,43035.0,,,
2009-05-01,459.68800000000005,3367.0,41559.0,,,
2009-06-01,500.81,3668.0,45282.0,,,
2009-07-01,557.009,4079.0,50354.0,,,
2009-08-01,554.892,4064.0,50162.0,,,
2009-09-01,503.362,3686.0,45518.0,,,
2009-10-01,521.342,3818.0,47123.0,,,
2009-11-01,513.5790000000001,3761.0,46438.0,,,
2009-12-01,609.6120000000001,4465.0,55105.0,,,
2010-01-01,821.248,6015.0,56371.0,,,
2010-02-01,751.3820000000001,5503.0,51601.0,,,
2010-03-01,728.076,5332.0,50011.0,,,
2010-04-01,563.2330000000001,4125.0,38690.0,,,
2010-05-01,576.244,4220.0,39580.0,,,
2010-06-01,707.9590000000001,5185.0,48633.0,,,
2010-07-01,805.8000000000001,5901.0,55353.0,,,
2010-08-01,812.561,5951.0,55820.0,,,
2010-09-01,666.8860000000001,4884.0,45813.0,,,
2010-10-01,698.719,5117.0,47997.0,,,
2010-11-01,714.004,5229.0,49036.0,,,
2010-12-01,787.888,5770.0,54124.0,,,
2011-01-01,445.324,3261.0,48458.0,,,
2011-02-01,409.993,3003.0,44602.0,,,
2011-03-01,404.646,2963.0,44027.0,,,
2011-04-01,337.782,2474.0,36743.0,,,
2011-05-01,340.824,2496.0,37083.0,,,
2011-06-01,433.362,3174.0,47158.0,,,
2011-07-01,474.638,3476.0,51631.0,,,
2011-08-01,458.199,3356.0,49842.0,,,
2011-09-01,376.218,2755.0,40939.0,,,
2011-10-01,382.118,2798.0,41578.0,,,
2011-11-01,380.578,2787.0,41407.0,,,
2011-12-01,416.318,3049.0,45284.0,,,
2012-01-01,596.024,4365.0,49885.0,,,
2012-02-01,538.516,3944.0,45092.0,,,
2012-03-01,435.41,3189.0,36466.0,,,
2012-04-01,418.03,3061.0,34996.0,,,
2012-05-01,496.755,3638.0,41599.0,,,
2012-06-01,548.633,4018.0,45944.0,,,
2012-07-01,647.527,4742.0,54230.0,,,
2012-08-01,612.856,4488.0,51312.0,,,
2012-09-01,500.824,3668.0,41940.0,,,
2012-10-01,502.215,3678.0,42046.0,,,
2012-11-01,565.391,4141.0,47350.0,,,
2012-12-01,603.819,4422.0,50566.0,,,
2013-01-01,548.756,4019.0,9745.0,468.244,3429.0,8315.0
2013-02-01,1116.455,8176.0,88110.0,24.545,180.0,1937.0
2013-03-01,259.122,1898.0,62671.0,12.878,94.0,3115.0
2013-04-01,244.302,1789.0,40439.0,38.698,283.0,6406.0
2013-05-01,780.429,5716.0,64542.0,1.571,12.0,130.0
2013-06-01,794.958,5822.0,51808.0,38.042,279.0,2479.0
2013-07-01,800.884,5865.0,51630.0,28.116,206.0,1812.0
2013-08-01,1340.872,9820.0,64487.0,20.128,147.0,968.0
2013-09-01,249.939,1830.0,14714.0,133.061,974.0,7833.0
2013-10-01,35.07,257.0,13858.0,19.93,146.0,7875.0
2013-11-01,715.981,5244.0,51416.0,220.019,1611.0,15800.0
2013-12-01,866.836,6348.0,74739.0,103.164,756.0,8895.0
2014-01-01,1718.789,12977.0,311792.0,991.391,7485.0,179841.0
