measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2012-03-01,,,,307.002,3666.0,3666.0,59624.998,711921.0,711921.0
2012-04-01,,,,244.082,3045.0,3045.0,58790.918,733435.0,733435.0
2012-05-01,,,,176.467,2204.0,2204.0,93168.533,1163634.0,1163634.0
2012-06-01,,,,104.936,1317.0,1317.0,78518.064,985147.0,985147.0
2012-07-01,,,,394.52,5075.0,5075.0,131109.48,1686556.0,1686556.0
2012-08-01,,,,244.917,3294.0,3294.0,74338.083,999930.0,999930.0
2012-09-01,,,,182.805,2308.0,2308.0,43879.195,554093.0,554093.0
2012-10-01,,,,314.875,4048.0,4048.0,82521.125,1060987.0,1060987.0
2012-11-01,,,,121.018,1479.0,1479.0,95967.982,1172856.0,1172856.0
2012-12-01,,,,141.884,1827.0,1827.0,47111.116,606638.0,606638.0
2013-01-01,,,,287.094,3573.0,3573.0,56725.906,705938.0,705938.0
2013-02-01,,,,266.494,3370.0,3370.0,46653.506,589930.0,589930.0
2013-03-01,,,,61.141,719.0,719.0,35821.859,421372.0,421372.0
2013-04-01,,,,200.118,2401.0,2401.0,42726.882,512676.0,512676.0
2013-05-01,,,,280.518,3358.0,3358.0,62094.482,743361.0,743361.0
2013-06-01,,,,278.389,3712.0,3712.0,62636.611,835188.0,835188.0
2013-07-01,,,,275.355,3370.0,3370.0,74610.645,913086.0,913086.0
2013-08-01,,,,253.203,3225.0,3225.0,48136.797,613072.0,613072.0
2013-09-01,,,,118.61,1670.0,1670.0,13928.39,196156.0,196156.0
2013-10-01,,,,183.008,2558.0,2558.0,20425.992,285483.0,285483.0
2013-11-01,,,,203.853,2697.0,2697.0,25494.147,337291.0,337291.0
2013-12-01,,,,104.636,1253.0,1253.0,19742.364,236375.0,236375.0
2014-01-01,,,,181.146,2123.0,2123.0,48163.854,564419.0,564419.0
2014-02-01,,,,118.755,1485.0,1485.0,35522.245,444136.0,444136.0
2014-03-01,,,,111.294,1444.0,1444.0,14521.706,188440.0,188440.0
2014-04-01,,,,171.782,1972.0,1972.0,28372.218,325704.0,325704.0
2014-05-01,,,,150.231,1804.0,1804.0,30792.769,369724.0,369724.0
2014-06-01,,,,298.849,3909.0,3909.0,43822.151,573231.0,573231.0
2014-07-01,,,,279.241,3521.0,3521.0,62235.759,784653.0,784653.0
2014-08-01,,,,124.161,1520.0,1520.0,59175.839,724249.0,724249.0
2014-09-01,,,,99.151,1166.0,1166.0,30552.849,359234.0,359234.0
2014-10-01,,,,175.099,1931.0,1931.0,73077.901,806073.0,806073.0
2014-11-01,,,,56.716,655.0,655.0,79413.284,917687.0,917687.0
2014-12-01,,,,322.933,3602.0,3602.0,41512.067,463001.0,463001.0
2015-01-01,,,,224.289,2424.0,2424.0,40820.711,441242.0,441242.0
2015-02-01,,,,321.111,3805.0,3805.0,47984.889,568566.0,568566.0
2015-03-01,,,,171.357,1792.0,1792.0,52236.643,546336.0,546336.0
2015-04-01,,,,79.196,847.0,847.0,27567.804,294768.0,294768.0
2015-05-01,,,,39.603,464.0,464.0,31135.397,364788.0,364788.0
2015-06-01,,,,190.817,2297.0,2297.0,49989.183,601704.0,601704.0
2015-07-01,,,,154.613,1862.0,1862.0,59830.387,720457.0,720457.0
2015-08-01,,,,218.312,2778.0,2778.0,57841.688,736084.0,736084.0
2015-09-01,,,,120.499,1531.0,1531.0,52200.501,663320.0,663320.0
2015-10-01,,,,93.06,1125.0,1125.0,35082.94,424194.0,424194.0
2015-11-01,,,,168.005,2071.0,2071.0,28772.995,354617.0,354617.0
2015-12-01,,,,78.671,974.0,974.0,15553.329,192640.0,192640.0
2016-01-01,,,,106.047,1363.0,1363.0,25757.953,331061.0,331061.0
2016-02-01,,,,117.435,1299.0,1299.0,23580.565,260875.0,260875.0
2016-03-01,,,,137.241,1960.0,1960.0,33054.759,472166.0,472166.0
2016-04-01,,,,158.301,1676.0,1676.0,33121.699,350715.0,350715.0
2016-05-01,,,,57.314,713.0,713.0,28404.686,353561.0,353561.0
2016-06-01,,,,154.129,2651.0,2651.0,45283.871,778757.0,778757.0
2016-07-01,,,,96.464,1247.0,1247.0,87382.536,1129597.0,1129597.0
2016-08-01,,,,187.689,2494.0,2494.0,69120.311,918468.0,918468.0
2016-09-01,,,,89.49,963.0,963.0,39753.51,427698.0,427698.0
2016-10-01,,,,120.019,1856.0,1856.0,47970.981,741834.0,741834.0
2016-11-01,,,,77.09,1015.0,1015.0,52562.91,692064.0,692064.0
2016-12-01,,,,88.286,1148.0,1148.0,52949.714,688752.0,688752.0
2017-01-01,,,,52.961,783.0,783.0,31041.039,458928.0,458928.0
2017-02-01,,,,89.102,1363.0,1363.0,27396.898,419094.0,419094.0
2017-03-01,,,,121.108,1369.0,1369.0,19502.892,220428.0,220428.0
2017-04-01,,,,78.613,1067.0,1067.0,24353.387,330606.0,330606.0
2017-05-01,,,,135.975,1844.0,1844.0,30467.025,413262.0,413262.0
2017-06-01,,,,101.905,1404.0,1404.0,27862.095,383760.0,383760.0
2017-07-01,,,,100.862,1386.0,1386.0,28689.138,394290.0,394290.0
2017-08-01,,,,158.005,1688.0,1688.0,33672.995,359694.0,359694.0
2017-09-01,,,,150.072,2494.0,2494.0,39782.928,661140.0,661140.0
2017-10-01,,,,65.216,771.0,771.0,42814.784,506430.0,506430.0
2017-11-01,,,,159.052,2274.0,2274.0,22889.948,327204.0,327204.0
2017-12-01,,,,114.269,1050.0,1050.0,22329.731,205146.0,205146.0
2018-01-01,,,,223.677,2500.0,2500.0,35346.323,395028.0,395028.0
2018-02-01,,,,41.794,458.0,458.0,26686.206,292572.0,292572.0
2018-03-01,,,,238.242,2558.0,2558.0,24038.758,258084.0,258084.0
2018-04-01,,,,176.096,2378.0,2378.0,30982.904,418392.0,418392.0
2018-05-01,,,,44.648,644.0,644.0,26268.352,378774.0,378774.0
2018-06-01,,,,147.564,2216.0,2216.0,31040.436,466056.0,466056.0
2018-07-01,,,,137.374,1833.0,1833.0,33716.626,449838.0,449838.0
2018-08-01,,,,89.738,1230.0,1230.0,37652.262,515916.0,515916.0
2018-09-01,,,,64.935,864.0,864.0,35254.065,469188.0,469188.0
2018-10-01,,,,121.285,1595.0,1595.0,34776.715,457344.0,457344.0
2018-11-01,,,,77.456,1009.0,1009.0,42185.544,549648.0,549648.0
2018-12-01,,,,21.719,278.0,278.0,24724.281,316926.0,316926.0
2019-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,,,,133.133,1572.0,1572.0,12254.867,144684.0,144684.0
2019-04-01,,,,0.528,6.0,6.0,11041.472,121194.0,121194.0
2019-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,,,,213.568,2123.0,2123.0,20999.432,208728.0,208728.0
2019-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,,,,1.073,12.0,12.0,5327.927,57618.0,57618.0
2020-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
