measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,,,,0.0,0.0,0.0,120879.0,1454869.0,1454869.0
2003-02-01,,,,0.0,0.0,0.0,141246.0,1689377.0,1689377.0
2003-03-01,,,,0.0,0.0,0.0,147961.0,1803095.0,1803095.0
2003-04-01,,,,0.0,0.0,0.0,124951.0,1541478.0,1541478.0
2003-05-01,,,,0.0,0.0,0.0,105528.0,1317342.0,1317342.0
2003-06-01,,,,545.0,7117.0,7117.0,128827.0,1652928.0,1652928.0
2003-07-01,,,,423.0,5475.0,5475.0,143239.0,1830576.0,1830576.0
2003-08-01,,,,466.0,6247.0,6247.0,153582.0,2020550.0,2020550.0
2003-09-01,,,,245.0,3231.0,3231.0,118390.0,1534505.0,1534505.0
2003-10-01,,,,275.0,3410.0,3410.0,124904.0,1549223.0,1549223.0
2003-11-01,,,,282.0,3532.0,3532.0,109514.0,1355587.0,1355587.0
2003-12-01,,,,377.0,4507.0,4507.0,123528.0,1493082.0,1493082.0
2004-01-01,,,,443.0,5394.0,5394.0,102046.0,1234681.0,1234681.0
2004-02-01,,,,753.0,8926.0,8926.0,148538.0,1770238.0,1770238.0
2004-03-01,,,,468.0,5616.0,5616.0,150089.0,1783619.0,1783619.0
2004-04-01,,,,518.0,6328.0,6328.0,136551.0,1655906.0,1655906.0
2004-05-01,,,,367.0,4843.0,4843.0,108810.0,1427682.0,1427682.0
2004-06-01,,,,767.0,9709.0,9709.0,117114.0,1473419.0,1473419.0
2004-07-01,,,,637.0,8253.0,8253.0,134411.0,1731733.0,1731733.0
2004-08-01,,,,454.0,5933.0,5933.0,136312.0,1761866.0,1761866.0
2004-09-01,,,,400.0,5150.0,5150.0,136387.0,1745202.0,1745202.0
2004-10-01,,,,377.0,4628.0,4628.0,128876.0,1571849.0,1571849.0
2004-11-01,,,,397.0,4942.0,4942.0,132945.0,1432077.0,1432077.0
2004-12-01,,,,421.0,5226.0,5226.0,167168.0,2026692.0,2026692.0
2005-01-01,0.0,0.0,0.0,1013.0,12446.8,12446.8,143503.0,1741520.0,1741520.0
2005-02-01,0.0,0.0,0.0,341.0,4112.2,4112.2,142669.0,1700124.8,1700124.8
2005-03-01,0.0,0.0,0.0,393.0,4964.8,4964.8,133200.0,1642803.6,1642803.6
2005-04-01,0.0,0.0,0.0,196.0,2389.6,2389.6,113631.0,1353737.4,1353737.4
2005-05-01,0.0,0.0,0.0,585.0,7400.8,7400.8,114151.0,1409643.6,1409643.6
2005-06-01,0.0,0.0,0.0,422.0,5394.0,5394.0,143868.0,1816460.8,1816460.8
2005-07-01,0.0,0.0,0.0,279.0,3636.6,3636.6,153556.0,1978556.8,1978556.8
2005-08-01,0.0,0.0,0.0,360.0,4703.8,4703.8,131893.0,1701708.8,1701708.8
2005-09-01,0.0,0.0,0.0,342.0,4547.2,4547.2,106903.0,1387302.0,1387302.0
2005-10-01,41660.0,421302.0,421302.0,326.0,4152.8,4152.8,83986.0,1178332.4,1178332.4
2005-11-01,44467.0,574008.05,574008.05,269.0,3398.8,3398.8,52372.0,652128.12,652128.12
2005-12-01,0.0,0.0,0.0,319.0,4123.8,4123.8,89518.0,1143084.8,1143084.8
2006-01-01,0.0,0.0,0.0,766.0,9593.0,9593.0,98466.0,1224875.0,1224875.0
2006-02-01,0.0,0.0,0.0,272.0,3318.0,3318.0,112592.0,1355517.0,1355517.0
2006-03-01,0.0,0.0,0.0,520.0,6270.0,6270.0,116273.0,1391963.0,1391963.0
2006-04-01,0.0,0.0,0.0,539.0,6519.0,6519.0,162333.0,1932286.0,1932286.0
2006-05-01,0.0,0.0,0.0,283.0,3544.0,3544.0,146551.0,1821596.0,1821596.0
2006-06-01,0.0,0.0,0.0,278.0,3486.0,3486.0,160524.0,2003091.0,2003091.0
2006-07-01,0.0,0.0,0.0,272.0,3428.0,3428.0,163762.0,2064493.0,2064493.0
2006-08-01,0.0,0.0,0.0,271.0,3666.0,3666.0,168040.0,2178728.0,2178728.0
2006-09-01,0.0,0.0,0.0,318.0,4002.0,4002.0,115845.0,1442566.0,1442566.0
2006-10-01,0.0,0.0,0.0,459.0,5736.0,5736.0,130634.0,1611984.0,1611984.0
2006-11-01,0.0,0.0,0.0,468.0,5696.0,5696.0,140788.0,1687400.0,1687400.0
2006-12-01,0.0,0.0,0.0,330.0,4072.0,4072.0,149300.0,1799072.0,1799072.0
2007-01-01,0.0,0.0,0.0,348.39300000000003,4182.0,4182.0,139675.607,1676541.0,1676541.0
2007-02-01,0.0,0.0,0.0,280.945,3439.0,3439.0,148754.055,1821085.0,1821085.0
2007-03-01,0.0,0.0,0.0,615.092,7673.0,7673.0,95592.907,1192541.0,1192541.0
2007-04-01,0.0,0.0,0.0,299.35,3613.0,3613.0,91968.649,1110138.0,1110138.0
2007-05-01,0.0,0.0,0.0,359.476,4541.0,4541.0,122367.524,1545918.0,1545918.0
2007-06-01,0.0,0.0,0.0,748.724,9750.0,9750.0,132536.276,1725874.0,1725874.0
2007-07-01,0.0,0.0,0.0,310.73,5643.0,5643.0,106094.27,1926857.0,1926857.0
2007-08-01,0.0,0.0,0.0,398.31300000000005,5429.0,5429.0,154395.686,2104335.0,2104335.0
2007-09-01,0.0,0.0,0.0,477.934,6084.0,6084.0,125483.066,1597425.0,1597425.0
2007-10-01,0.0,0.0,0.0,367.42,4570.0,4570.0,184177.581,2291017.0,2291017.0
2007-11-01,0.0,0.0,0.0,519.868,6368.0,6368.0,142959.131,1751253.0,1751253.0
2007-12-01,0.0,0.0,0.0,364.32300000000004,4362.0,4362.0,135331.677,1620165.0,1620165.0
2008-01-01,0.0,0.0,0.0,398.552,4826.0,4826.0,148201.448,1794400.0,1794400.0
2008-02-01,0.0,0.0,0.0,286.18,3434.0,3434.0,143649.82,1723517.0,1723517.0
2008-03-01,0.0,0.0,0.0,211.13500000000002,2500.0,2500.0,154454.865,1828719.0,1828719.0
2008-04-01,0.0,0.0,0.0,493.696,6084.0,6084.0,154912.304,1909103.0,1909103.0
2008-05-01,0.0,0.0,0.0,521.1170000000001,6183.0,6183.0,117801.883,1397663.0,1397663.0
2008-06-01,0.0,0.0,0.0,863.201,11136.0,11136.0,141132.799,1820728.0,1820728.0
2008-07-01,0.0,0.0,0.0,257.25,3254.0,3254.0,163119.75,2063201.0,2063201.0
2008-08-01,0.0,0.0,0.0,261.914,3323.0,3323.0,164411.086,2086193.0,2086193.0
2008-09-01,0.0,0.0,0.0,1572.0330000000001,20549.0,20549.0,103754.967,1356271.0,1356271.0
2008-10-01,0.0,0.0,0.0,314.00100000000003,3834.0,3834.0,123817.999,1511757.0,1511757.0
2008-11-01,0.0,0.0,0.0,327.384,3932.0,3932.0,107211.616,1287781.0,1287781.0
2008-12-01,0.0,0.0,0.0,304.774,3660.0,3660.0,106205.226,1275338.0,1275338.0
2009-01-01,,,,329.695,3961.0,3961.0,100050.305,1202141.0,1202141.0
2009-02-01,,,,238.67600000000002,2743.0,2743.0,72417.324,832381.0,832381.0
2009-03-01,,,,305.038,3642.0,3642.0,58832.962,702513.0,702513.0
2009-04-01,,,,353.42600000000004,4222.0,4222.0,49859.574,595676.0,595676.0
2009-05-01,,,,502.327,6722.0,6722.0,54448.673,728638.0,728638.0
2009-06-01,,,,480.291,6258.0,6258.0,70105.709,913479.0,913479.0
2009-07-01,,,,319.132,3985.0,3985.0,87494.868,1092439.0,1092439.0
2009-08-01,,,,372.796,4773.0,4773.0,96720.204,1238435.0,1238435.0
2009-09-01,,,,285.60400000000004,3822.0,3822.0,37752.396,505235.0,505235.0
2009-10-01,,,,181.788,2181.0,2181.0,87010.212,1043807.0,1043807.0
2009-11-01,,,,246.36700000000002,2871.0,2871.0,55602.633,647956.0,647956.0
2009-12-01,,,,479.47900000000004,5783.0,5783.0,123136.521,1485048.0,1485048.0
2010-01-01,,,,642.3910000000001,7749.0,7749.0,169198.609,2040948.0,2040948.0
2010-02-01,,,,243.068,2894.0,2894.0,158660.932,1889167.0,1889167.0
2010-03-01,,,,313.512,3776.0,3776.0,127051.488,1530154.0,1530154.0
2010-04-01,,,,224.336,2772.0,2772.0,105148.664,1299453.0,1299453.0
2010-05-01,,,,306.541,3886.0,3886.0,117786.459,1493171.0,1493171.0
2010-06-01,,,,198.983,2627.0,2627.0,115012.01699999999,1518634.0,1518634.0
2010-07-01,,,,215.519,2796.0,2796.0,127526.481,1654206.0,1654206.0
2010-08-01,,,,213.69500000000002,2848.0,2848.0,126730.305,1688864.0,1688864.0
2010-09-01,,,,346.237,4588.0,4588.0,87844.763,1163983.0,1163983.0
2010-10-01,,,,251.019,3207.0,3207.0,117037.981,1495454.0,1495454.0
2010-11-01,,,,320.093,3996.0,3996.0,120628.907,1505991.0,1505991.0
2010-12-01,,,,266.426,3277.0,3277.0,139732.574,1718688.0,1718688.0
2011-01-01,,,,333.821,4124.0,4124.0,134870.18,1666096.0,1666096.0
2011-02-01,,,,255.665,3045.0,3045.0,120665.34,1437137.0,1437137.0
2011-03-01,,,,216.215,2633.0,2633.0,118629.79,1444745.0,1444745.0
2011-04-01,,,,300.723,3666.0,3666.0,86937.277,1059705.0,1059705.0
2011-05-01,,,,522.671,6740.0,6740.0,108079.33,1393633.0,1393633.0
2011-06-01,,,,659.144,8416.0,8416.0,130637.86,1667955.0,1667955.0
2011-07-01,,,,369.255,4617.0,4617.0,142243.75,1778478.0,1778478.0
2011-08-01,,,,677.97,8775.0,8775.0,131456.03,1701520.0,1701520.0
2011-09-01,,,,382.978,4727.0,4727.0,95984.022,1184707.0,1184707.0
2011-10-01,,,,297.545,3747.0,3747.0,93484.455,1177193.0,1177193.0
2011-11-01,,,,123.333,1409.0,1409.0,51292.667,586154.0,586154.0
2011-12-01,,,,285.655,3387.0,3387.0,95272.345,1129708.0,1129708.0
2012-01-01,,,,196.681,2285.0,2285.0,70009.319,813426.0,813426.0
2012-02-01,,,,93.75,1079.0,1079.0,69396.25,798557.0,798557.0
