measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,-184.0,0.0,0.0
2024-05-01,-45.0,0.0,0.0
2024-06-01,-274.0,0.0,0.0
2024-07-01,-146.0,0.0,0.0
2024-08-01,-135.0,0.0,0.0
2024-09-01,-112.0,0.0,0.0
2024-10-01,-129.0,0.0,0.0
2024-11-01,-56.0,0.0,0.0
2024-12-01,-105.0,0.0,0.0
