measured_on,"Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2014-01-01,535.393,6213.0,8964.0
2014-02-01,628.182,7290.0,10516.0
2014-03-01,672.084,7800.0,11251.0
2014-04-01,759.093,8810.0,12707.0
2014-05-01,660.657,7667.0,11059.0
2014-06-01,670.884,7786.0,11231.0
2014-07-01,683.297,7930.0,11438.0
2014-08-01,651.796,7564.0,10911.0
2014-09-01,573.531,6656.0,9601.0
2014-10-01,654.857,7600.0,10962.0
2014-11-01,977.478,11344.0,16363.0
2014-12-01,723.588,8398.0,12113.0
2015-01-01,629.34,5764.0,5764.0
2015-02-01,580.603,5318.0,5318.0
2015-03-01,718.203,6578.0,6578.0
2015-04-01,755.075,6916.0,6916.0
2015-05-01,713.219,6533.0,6533.0
2015-06-01,678.919,6218.0,6218.0
2015-07-01,683.337,6258.0,6258.0
2015-08-01,691.62,6335.0,6335.0
2015-09-01,698.049,6393.0,6393.0
2015-10-01,740.871,6786.0,6786.0
2015-11-01,602.807,5521.0,5521.0
2015-12-01,688.997,6311.0,6311.0
2016-01-01,757.098,4184.0,6935.0
2016-02-01,784.017,4333.0,7181.0
2016-03-01,985.602,5447.0,9027.0
2016-04-01,814.734,4503.0,7463.0
2016-05-01,918.591,5077.0,8414.0
2016-06-01,817.864,4520.0,7491.0
2016-07-01,776.306,4290.0,7111.0
2016-08-01,863.894,4774.0,7913.0
2016-09-01,739.162,4085.0,6770.0
2016-10-01,737.928,4078.0,6759.0
2016-11-01,788.988,4360.0,7227.0
2016-12-01,754.076,4167.0,6907.0
2017-01-01,1042.39,5701.0,10092.0
2017-02-01,960.655,5254.0,9301.0
2017-03-01,1067.731,5840.0,10337.0
2017-04-01,1026.469,5614.0,9938.0
2017-05-01,1013.04,5541.0,9808.0
2017-06-01,862.539,4718.0,8351.0
2017-07-01,864.857,4730.0,8374.0
2017-08-01,828.216,4530.0,8018.0
2017-09-01,961.365,5258.0,9308.0
2017-10-01,926.262,5066.0,8968.0
2017-11-01,959.235,5246.0,9287.0
2017-12-01,1132.241,6193.0,10962.0
2018-01-01,1093.268,5921.0,10234.0
2018-02-01,947.452,5131.0,8869.0
2018-03-01,1082.626,5863.0,10133.0
2018-04-01,1090.903,5908.0,10211.0
2018-05-01,1043.185,5650.0,9764.0
2018-06-01,863.564,4677.0,8083.0
2018-07-01,869.812,4711.0,8141.0
2018-08-01,857.494,4644.0,8026.0
2018-09-01,871.008,4717.0,8153.0
2018-10-01,963.356,5217.0,9017.0
2018-11-01,942.241,5103.0,8819.0
2018-12-01,788.091,4268.0,7377.0
2019-01-01,1048.06,5676.0,9597.0
2019-02-01,854.764,4629.0,7827.0
2019-03-01,1152.672,6243.0,10555.0
2019-04-01,1013.19,5487.0,9278.0
2019-05-01,1133.267,6138.0,10377.0
2019-06-01,995.856,5393.0,9119.0
2019-07-01,1020.506,5527.0,9344.0
2019-08-01,937.121,5075.0,8581.0
2019-09-01,920.264,4984.0,8427.0
2019-10-01,1030.112,5579.0,9433.0
2019-11-01,898.6,4867.0,8228.0
2019-12-01,901.588,4883.0,8256.0
2020-01-01,796.115,4312.0,7682.0
2020-02-01,755.406,4091.0,7289.0
2020-03-01,817.468,4427.0,7888.0
2020-04-01,808.301,4378.0,7800.0
2020-05-01,714.71,3871.0,6897.0
