measured_on,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2003-01-01,10642.0,108984.72,108984.72
2003-02-01,10959.0,112231.12,112231.12
2003-03-01,10959.0,112231.12,112231.12
2003-04-01,10470.0,107223.27,107223.27
2003-05-01,8402.0,86044.88,86044.88
2003-06-01,5535.0,56683.94,56683.94
2003-07-01,4961.0,50805.6,50805.6
2003-08-01,4911.39,50297.54,50297.54
2003-09-01,6888.42,70544.31,70544.31
2003-10-01,23661.0,242312.3,242312.3
2003-11-01,10783.08,110429.52,110429.52
2003-12-01,10267.29,105147.32,105147.32
2004-01-01,10080.0,101021.76,101021.76
2004-02-01,10454.0,104769.99,104769.99
2004-03-01,11549.0,115744.08,115744.08
2004-04-01,9637.0,96582.01,96582.01
2004-05-01,10671.0,106944.76,106944.76
2004-06-01,5305.0,53166.71,53166.71
2004-07-01,3466.0,34736.25,34736.25
2004-08-01,4214.0,42232.71,42232.71
2004-09-01,8006.0,80236.13,80236.13
2004-10-01,9151.0,91711.32,91711.32
2004-11-01,7631.0,76477.88,76477.88
2004-12-01,11416.0,114411.15,114411.15
2005-01-01,4845.0,48445.16,48445.16
2005-02-01,7544.0,75432.46,75432.46
2005-03-01,10210.0,102089.79,102089.79
2005-04-01,9553.0,95520.45,95520.45
2005-05-01,10729.0,107279.27,107279.27
2005-06-01,7430.0,74292.57,74292.57
2005-07-01,4990.0,49895.01,49895.01
2005-08-01,3295.0,32946.71,32946.71
2005-09-01,6627.0,66263.37,66263.37
2005-10-01,6827.0,68263.17,68263.17
2005-11-01,11188.0,111868.81,111868.81
2005-12-01,7457.0,74562.54,74562.54
2006-01-01,12163.0,120645.0,120645.0
2006-02-01,9266.0,91909.0,91909.0
2006-03-01,10584.0,104983.0,104983.0
2006-04-01,11791.0,116955.0,116955.0
2006-05-01,10444.0,103594.0,103594.0
2006-06-01,5937.0,58889.0,58889.0
2006-07-01,4559.0,45221.0,45221.0
2006-08-01,3524.0,34955.0,34955.0
2006-09-01,6024.0,59752.0,59752.0
2006-10-01,9324.0,92485.0,92485.0
2006-11-01,8148.0,80820.0,80820.0
2006-12-01,10788.0,107006.0,107006.0
2007-01-01,12364.0,122206.0,122206.0
2007-02-01,8979.0,88748.0,88748.0
2007-03-01,11390.0,112579.0,112579.0
2007-04-01,11474.0,113409.0,113409.0
2007-05-01,11733.0,115969.0,115969.0
2007-06-01,6138.0,60668.0,60668.0
2007-07-01,4119.0,40712.0,40712.0
2007-08-01,3719.0,36759.0,36759.0
2007-09-01,7700.0,76107.0,76107.0
2007-10-01,9461.0,93513.0,93513.0
2007-11-01,11212.0,110819.0,110819.0
2007-12-01,7195.0,71115.0,71115.0
2008-01-01,7713.238,76006.0,76006.0
2008-02-01,5799.023,57144.0,57144.0
2008-03-01,6830.51,67308.0,67308.0
2008-04-01,9918.683,97739.0,97739.0
2008-05-01,8034.819,79175.0,79175.0
2008-06-01,5979.704000000001,58924.0,58924.0
2008-07-01,4119.137000000001,40590.0,40590.0
2008-08-01,3797.766,37423.0,37423.0
2008-09-01,5899.8240000000005,58137.0,58137.0
2008-10-01,9122.016,89888.0,89888.0
2008-11-01,10809.97,106521.0,106521.0
2008-12-01,16344.31,161057.0,161057.0
2009-01-01,7284.642000000001,71098.0,71098.0
2009-02-01,8192.035,79954.0,79954.0
2009-03-01,9022.887,88063.0,88063.0
2009-04-01,8967.989,87528.0,87528.0
2009-05-01,7855.158,76666.0,76666.0
2009-06-01,4965.097000000001,48459.0,48459.0
2009-07-01,4097.232,39989.0,39989.0
2009-08-01,5546.401,54133.0,54133.0
2009-09-01,3707.9930000000004,36190.0,36190.0
2009-10-01,7476.997,72975.0,72975.0
2009-11-01,8564.598,83590.0,83590.0
2009-12-01,8195.971,79993.0,79993.0
2010-01-01,6070.599,59225.0,59225.0
2010-02-01,5339.597000000001,52093.0,52093.0
2010-03-01,6986.384,68159.0,68159.0
2010-04-01,7455.174,72733.0,72733.0
2010-05-01,6331.151000000001,61767.0,61767.0
2010-06-01,4576.554,44649.0,44649.0
2010-07-01,3740.436,36492.0,36492.0
2010-08-01,4918.122,47981.0,47981.0
2010-09-01,6136.459000000001,59867.0,59867.0
2010-10-01,7177.978,70028.0,70028.0
2010-11-01,9165.904,89423.0,89423.0
2010-12-01,7540.642000000001,73567.0,73567.0
2011-01-01,6277.808,60995.0,60995.0
2011-02-01,7680.35,74622.0,74622.0
2011-03-01,6780.43,65879.0,65879.0
2011-04-01,8270.947,80361.0,80361.0
2011-05-01,8766.725,85178.0,85178.0
2011-06-01,6612.07,64243.0,64243.0
2011-07-01,3775.199,36680.0,36680.0
2011-08-01,3234.58,31427.0,31427.0
2011-09-01,4452.63,43262.0,43262.0
2011-10-01,8548.117,83054.0,83054.0
2011-11-01,9771.407,94939.0,94939.0
2011-12-01,8240.737,80067.0,80067.0
2012-01-01,9271.085,88224.0,88224.0
2012-02-01,7105.125,67612.0,67612.0
2012-03-01,8499.704,80883.0,80883.0
2012-04-01,8050.574,76609.0,76609.0
2012-05-01,8179.14,77833.0,77833.0
2012-06-01,6605.008,62853.0,62853.0
2012-07-01,4001.207,38075.0,38075.0
2012-08-01,4373.676,41620.0,41620.0
2012-09-01,5459.069,51949.0,51949.0
2012-10-01,8476.47,80662.0,80662.0
2012-11-01,8649.801,82312.0,82312.0
2012-12-01,8296.141,78946.0,78946.0
2013-01-01,10673.0,101831.0,101831.0
2013-02-01,7545.0,71987.0,71987.0
2013-03-01,8779.0,83760.0,83760.0
2013-04-01,9755.0,93072.0,93072.0
2013-05-01,8982.0,85697.0,85697.0
2013-06-01,5447.0,51970.0,51970.0
2013-07-01,4697.0,44814.0,44814.0
2013-08-01,3058.0,29176.0,29176.0
2013-09-01,5974.0,56998.0,56998.0
2013-10-01,7574.0,72264.0,72264.0
2013-11-01,11132.0,106210.0,106210.0
2013-12-01,6684.0,63772.0,63772.0
2014-01-01,9935.0,94482.0,94482.0
2014-02-01,7536.0,71667.0,71667.0
2014-03-01,10532.0,100159.0,100159.0
2014-04-01,11160.0,106132.0,106132.0
2014-05-01,7717.0,73389.0,73389.0
2014-06-01,5954.0,56623.0,56623.0
