measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2021-01-01,87.368,773.0,773.0
2021-02-01,130.906,1158.0,1158.0
2021-03-01,224.354,1984.0,1984.0
2021-04-01,202.765,1793.0,1793.0
2021-05-01,257.43,2277.0,2277.0
2021-06-01,319.915,2829.0,2829.0
2021-07-01,290.486,2569.0,2569.0
2021-08-01,267.441,2365.0,2365.0
2021-09-01,227.786,2015.0,2015.0
2021-10-01,152.8,1351.0,1351.0
2021-11-01,93.936,831.0,831.0
2021-12-01,59.813,529.0,529.0
2022-01-01,95.684,326.0,326.0
2022-02-01,143.96,491.0,491.0
2022-03-01,189.186,646.0,646.0
2022-04-01,160.234,547.0,547.0
2022-05-01,236.651,807.0,807.0
2022-06-01,296.723,1012.0,1012.0
2022-07-01,288.468,984.0,984.0
2022-08-01,255.006,870.0,870.0
2022-09-01,239.305,817.0,817.0
2022-10-01,159.571,544.0,544.0
2022-11-01,85.999,293.0,293.0
2022-12-01,41.213,141.0,141.0
2023-01-01,101.0,345.0,345.0
2023-02-01,171.0,583.0,583.0
2023-03-01,212.0,723.0,723.0
2023-04-01,225.0,768.0,768.0
2023-05-01,291.0,993.0,993.0
2023-06-01,287.0,979.0,979.0
2023-07-01,293.0,1000.0,1000.0
2023-08-01,239.0,815.0,815.0
2023-09-01,175.0,597.0,597.0
2023-10-01,145.0,495.0,495.0
2023-11-01,96.0,328.0,328.0
2023-12-01,56.0,191.0,191.0
2024-01-01,51.0,174.0,174.0
2024-02-01,136.0,464.0,464.0
2024-03-01,203.0,693.0,693.0
2024-04-01,202.0,689.0,689.0
2024-05-01,261.0,891.0,891.0
2024-06-01,245.0,836.0,836.0
2024-07-01,267.0,911.0,911.0
2024-08-01,218.0,744.0,744.0
2024-09-01,241.0,822.0,822.0
2024-10-01,159.0,543.0,543.0
2024-11-01,66.0,225.0,225.0
2024-12-01,49.0,167.0,167.0
